,dddd1.drugs.i.,dddd1.a,dddd2.a,dddd3.a,dddd4.a,dddd5.a,dddd6.a,dddd7.a,dddd8.a,dddd9.a,dddd10.a,,
157,X254,0.443251144,0.585912602,0.491494963,0.58841593,0.553321211,0.560139005,0.635260775,0.506800635,0.572522558,0.511552205,0.544867103,
158,X255,0.477710062,0.384676683,0.375042894,0.415427358,0.59484981,0.348305841,0.684724924,0.450221593,0.417013438,0.562767034,0.471073964,
159,X258,0.621280649,0.434662144,0.552054976,0.737099246,0.642154292,0.540512173,0.61092625,0.572203952,0.59879649,0.545561209,0.585525138,
160,X260,0.723042199,0.688851116,0.704815676,0.603690196,0.668584485,0.692448112,0.496428076,0.503175501,0.527657054,0.627123896,0.623581631,
161,X262,0.532251269,0.485093595,0.628634578,0.466219231,0.430419148,0.554201091,0.548506596,0.560847463,0.459988012,0.404770257,0.507093124,
162,X263,0.498949548,0.580312328,0.601346812,0.621242337,0.592334943,0.586022864,0.486252864,0.458517574,0.503993865,0.428729977,0.535770311,
163,X265,0.66792671,0.554298256,0.64860877,0.62702009,0.565043701,0.587546036,0.552442635,0.606784781,0.544808186,0.569456066,0.592393523,
164,X266,0.525933496,0.583746004,0.602617363,0.63900801,0.50371449,0.378642237,0.762007224,0.63093162,0.623205594,0.697625347,0.594743138,
165,X268,0.441488641,0.377670552,0.264330589,0.349594708,0.480758325,0.305540856,0.38651453,0.234870812,0.45571571,0.302738021,0.359922274,
166,X269,0.440875074,0.377705504,0.445782337,0.425491306,0.370576992,0.503056996,0.435964273,0.459053704,0.396542668,0.467424332,0.432247319,
167,X272,0.305304807,0.64996727,0.406936465,0.436837437,0.512613906,0.556506583,0.462769902,0.458443419,0.446853162,0.451475853,0.46877088,
168,X273,0.569746058,0.470455267,0.630266143,0.652648201,0.555643872,0.610007679,0.523332668,0.351443356,0.574577747,0.502708252,0.544082924,
169,X274,0.566164736,0.462322425,0.458978145,0.318069815,0.454826538,0.358798221,0.414449497,0.51876006,0.38957837,0.408065559,0.435001337,
170,X275,0.534309137,0.58289896,0.427891942,0.545352032,0.375214492,0.617805399,0.363986049,0.469252342,0.49272452,0.52167067,0.493110554,
171,X276,0.479213876,0.64029534,0.538104776,0.547451181,0.552477156,0.502050939,0.436963927,0.591338895,0.515465056,0.585391503,0.538875265,
172,X277,0.522774037,0.503958602,0.46799911,0.683459717,0.378616888,0.495821078,0.225484451,0.428185135,0.551837691,0.405630135,0.466376684,
173,X279,0.532760704,0.667324483,0.441502437,0.564295076,0.552132654,0.471719837,0.424500596,0.474465041,0.463184992,0.455341919,0.504722774,
174,X281,0.475747809,0.424416835,0.369575609,0.315753492,0.489278316,0.469073099,0.481891354,0.481954112,0.501500203,0.336956401,0.434614723,
175,X282,0.154453531,0.310031138,0.405553112,0.271186818,0.387265936,0.371257933,0.465397707,0.312608179,0.40854149,0.375781685,0.346207753,
176,X283,0.538122057,0.378645635,0.483071796,0.487314206,0.446456189,0.481533563,0.603067992,0.451655097,0.432136206,0.486455016,0.478845776,
177,X288,0.476647416,0.456027308,0.450893503,0.601636837,0.517118706,0.550958079,0.448249834,0.547043558,0.475158924,0.563359405,0.508709357,
178,X29,0.253240399,0.497150402,0.342419749,0.372827252,0.236704541,0.215984108,0.504054077,0.368034792,0.28636095,0.465071878,0.354184815,
179,X290,0.328007342,0.25681496,0.344675647,0.483235848,0.300738303,0.500432807,0.156462744,0.350222256,0.384971847,0.588916989,0.369447874,
180,X292,0.585523141,0.575944838,0.613284542,0.579882421,0.67513842,0.533068989,0.574977037,0.644389534,0.651665975,0.499027344,0.593290224,
181,X293,0.405765222,0.380369551,0.382450474,0.26658337,0.285331746,0.291784332,0.350429518,0.410321986,0.415282859,0.365938468,0.355425753,
182,X295,0.744648827,0.574688064,0.623547919,0.577541528,0.559347405,0.57718781,0.531887163,0.607924932,0.638072955,0.45493575,0.588978235,
183,X298,0.664410867,0.560542576,0.574369326,0.447116964,0.526896711,0.475824467,0.700476309,0.450066541,0.625318529,0.549226787,0.557424908,
184,X299,0.364540195,0.418818939,0.531403306,0.423777328,0.427694851,0.342009276,0.34673507,0.47962113,0.482762544,0.475521874,0.429288451,
185,X3,0.352973267,0.380485793,0.530653367,0.265391285,0.271373184,0.442636155,0.321338028,0.543823717,0.270409395,0.453277045,0.383236124,
186,X30,0.649007916,0.310801377,0.549555719,0.399554795,0.614313241,0.521621104,0.519957957,0.492581803,0.527100764,0.590155633,0.517465031,
187,X300,0.655084019,0.626939434,0.665822888,0.621181548,0.752919938,0.688544901,0.669399908,0.532610412,0.659203126,0.584177234,0.645588341,
188,X301,0.6739288,0.647774671,0.743034466,0.689631633,0.729443745,0.71737231,0.725413003,0.620875455,0.577077912,0.639008189,0.676356019,
189,X302,0.58111425,0.597862594,0.548992196,0.746264916,0.598012915,0.648345086,0.775104632,0.607549128,0.707715165,0.608204533,0.641916541,
