,dddd1.drugs.i.,dddd1.a,dddd2.a,dddd3.a,dddd4.a,dddd5.a,dddd6.a,dddd7.a,dddd8.a,dddd9.a,dddd10.a,,
190,X303,0.531982724,0.485200256,0.489465346,0.58180228,0.486846692,0.507705788,0.520182777,0.577661958,0.58031754,0.624466344,0.53856317,
191,X305,0.630360625,0.323921524,0.490268189,0.582709445,0.589375021,0.542485797,0.572330835,0.603427682,0.506924937,0.503575704,0.534537976,
192,X306,0.60480404,0.448360639,0.577138985,0.531588216,0.591294804,0.581286494,0.547993731,0.630954961,0.547965368,0.741876775,0.580326401,
193,X308,0.525617383,0.609247408,0.582066616,0.6423967,0.518535992,0.588689476,0.568995308,0.507904826,0.577077764,0.407233552,0.552776503,
194,X309,0.713419136,0.571091536,0.69623157,0.761926473,0.700070511,0.563746995,0.598164076,0.557479246,0.708983336,0.658975289,0.653008817,
195,X310,0.597611148,0.564907515,0.655786728,0.728644798,0.47508428,0.663225911,0.651175299,0.629604656,0.664457901,0.624532696,0.625503093,
196,X312,0.494539019,0.529369727,0.595427465,0.531106645,0.697915425,0.700330226,0.52244031,0.568137977,0.717295335,0.538412631,0.589497476,
197,X32,0.431951696,0.736583517,0.533462534,0.681211374,0.656323003,0.514209512,0.632247884,0.431355618,0.686059049,0.515501731,0.581890592,
198,X326,0.652266997,0.542670029,0.551294793,0.663084709,0.698511973,0.537872471,0.592191117,0.506064439,0.551880311,0.551774616,0.584761146,
199,X328,0.578182822,0.666308686,0.557600617,0.608148652,0.641544141,0.539208844,0.586696162,0.532875734,0.537205541,0.658961635,0.590673284,
200,X333,0.52350374,0.451467332,0.463082778,0.511036197,0.536936975,0.564056893,0.546744262,0.489043247,0.434026259,0.524683779,0.504458146,
201,X34,0.376719009,0.433092994,0.508816973,0.40702956,0.330093083,0.53944626,0.391138721,0.632025528,0.531426402,0.431419479,0.458120801,
202,X341,0.581129407,0.543968217,0.521418543,0.625593077,0.456587806,0.568954442,0.467639831,0.596661922,0.387016733,0.472242371,0.522121235,
203,X345,0.531611072,0.550001379,0.607633224,0.499349809,0.544369642,0.704204515,0.624361913,0.451687884,0.43769039,0.569622572,0.55205324,
204,X35,0.614835865,0.479268156,0.505181992,0.382881812,0.423049357,0.307969042,0.353457269,0.451016495,0.590148788,0.134487639,0.424229641,
205,X37,0.600633658,0.793526876,0.526891686,0.408835084,0.258329326,0.632387196,0.639624997,0.589187082,0.528841107,0.648874583,0.562713159,
206,X38,0.443610678,0.454105461,0.543935648,0.413730244,0.282442257,0.544686644,0.552655514,0.520583259,0.608198517,0.640525079,0.50044733,
207,X41,0.717238187,0.621142198,0.667611149,0.492097122,0.53462914,0.493732342,0.463868019,0.482928788,0.428456386,0.601158331,0.550286166,
208,X45,0.610908327,0.528879144,0.658767064,0.50736326,0.63667361,0.544134535,0.568561267,0.490215696,0.533601493,0.572254904,0.56513593,
209,X5,0.568713942,0.538997066,0.610798635,0.67626439,0.612657961,0.666238154,0.706939456,0.633484352,0.710670706,0.45416771,0.617893237,
210,X51,0.164507812,0.568381488,0.452911222,0.387033803,0.501975034,0.438852151,0.533851763,0.247886079,0.263593235,0.465426598,0.402441919,
211,X52,0.116774432,0.27572776,0.582268696,0.450055676,0.610221085,0.511295686,0.506272295,0.521124097,0.23014536,0.295627874,0.409951296,
212,X53,0.50117622,0.54840959,0.606596624,0.65435632,0.729739466,0.38243745,0.634850545,0.420509817,0.577959232,0.557619203,0.561365447,
213,X54,0.471584909,0.551176924,0.55564129,0.493544622,0.437404019,0.638125997,0.553383816,0.713450409,0.576040843,0.509078943,0.549943177,
214,X55,0.465873135,0.513505024,0.297902003,0.411248079,0.424546278,0.372017552,0.539866214,0.704383042,0.517193364,0.210745403,0.445728009,
215,X56,0.381067539,0.171111296,0.41869547,0.445256793,0.261398404,0.574639777,0.154347834,0.557046894,0.414806341,0.491563066,0.386993341,
216,X6,0.333428833,0.637508393,0.502902904,0.462425007,0.410324235,0.433525651,0.582149234,0.238870771,0.161206224,0.561358742,0.432369999,
217,X60,0.591165421,0.697707536,0.453111719,0.604309777,0.573307972,0.568328528,0.66870244,0.481089781,0.548734881,0.692917837,0.587937589,
218,X62,0.431184279,0.357695087,0.297853055,0.603197675,0.353199954,0.550018471,0.582737235,0.606744484,0.41199749,0.491442208,0.468606994,
219,X63,0.521804712,0.507041893,0.556842653,0.503294428,0.481384888,0.55442913,0.430347331,0.241235379,0.514973184,0.550005195,0.486135879,
220,X64,0.68483138,0.581239745,0.627995648,0.602706879,0.504577591,0.505640394,0.498031538,0.421074963,0.538296436,0.573345635,0.553774021,
221,X71,0.609545682,0.42381467,0.471926374,0.475825681,0.451693507,0.528101111,0.551710289,0.387168239,0.278130209,0.452324452,0.463024021,
222,X86,0.434672484,0.150213077,0.462440479,0.541982797,0.729686268,0.289909058,0.176925076,0.431750697,0.516274579,0.430352144,0.416420666,
223,X87,0.628371481,0.520970661,0.357243128,0.58484759,0.383717473,0.333682098,0.739519498,0.7376843,0.494781503,0.407680831,0.518849856,
224,X88,0.478413996,0.544738181,0.206302476,0.447735769,0.522761211,0.428198398,0.200847364,0.423472239,0.494863184,-0.05117965,0.369615317,
225,X89,0.701702657,0.453522864,0.664679953,0.349901007,0.382705691,0.593061366,0.353682474,0.319030746,0.312994985,0.627908696,0.475919044,
226,X9,0.52302975,0.455529847,0.252500914,0.328875675,0.516363289,0.296318749,0.481248415,0.467653139,0.462628946,0.475649307,0.425979803,
227,X91,0.295053783,0.562023997,0.413320093,0.508519071,0.440118626,0.502654717,0.507846541,0.241251323,0.429391674,0.499526708,0.439970653,
228,X94,0.281783025,0.563224524,0.011459528,0.213513765,0.454742527,0.543751341,0.279587081,0.375240523,0.352914259,0.278825203,0.335504177,
