"","Cp","AICc","GCV","BIC"
"1",-0.638824263281375,-0.712804915490335,-0.736648567334959,-0.589491597475628
"2",-0.141550089982708,-0.120982628941032,-0.115265313654544,-0.157001254523534
"3",-0.302791099976482,-0.284515151085481,-0.277025439776834,-0.314675216702156
"4",-0.141550089982708,-0.120982628941032,-0.115265313654544,-0.157001254523534
