From	To
9403_at	855261
80320_at	100506127
843_at	7803
51406_at	51319
9474_at	855197
6649_at	851383
149041_at	40105
10025_at	851019
79800_at	115827
6098_at	851959
64593_at	7105
5396_at	850509
216_at	5730
5304_at	850611
9611_at	855049
4850_at	853053
1024_at	1543
8527_at	854174
6328_at	851716
256006_at	840305
7294_at	852363
80731_at	128553
7026_at	852454
7706_at	856155
115350_at	70616
259232_at	820315
57609_at	11103
6827_at	850403
653_at	5985
55684_at	1303
51149_at	113444
114785_at	210145
7837_at	856006
113655_at	66337
8821_at	855799
202309_at	4522
55095_at	51256
4358_at	856558
10272_at	850752
7634_at	856218
64180_at	25927
93621_at	228839
10071_at	850971
7088_at	852573
200010_at	6135
9925_at	851106
8875_at	855711
80157_at	3071
51258_at	54965
7099_at	852584
89846_at	4926
8450_at	854280
10116_at	850921
313_at	2957
2582_at	854514
170261_at	11796
54463_at	84236
151306_at	50305
9139_at	855466
55511_at	132851
146050_at	34206
57149_at	57089
58496_at	84572
8532_at	854179
2828_at	851602
84643_at	401720
5688_at	856755
54872_at	84461
54954_at	55222
11170_at	853271
56256_at	51092
10232_at	850803
6497_at	851551
266747_at	814818
83787_at	147179
6626_at	851406
9468_at	855189
64864_at	101927703
7058_at	852588
116225_at	269016
96764_at	60440
2738_at	855471
2316_at	1466485
6309_at	851741
51693_at	55000
10559_at	853865
9584_at	855076
6134_at	851949
81698_at	283738
9294_at	855152
10322_at	850713
9437_at	855250
10749_at	853684
4147_at	854738
6564_at	851480
11223_at	853227
5611_at	856817
5705_at	856723
7484_at	852172
79058_at	55001
151171_at	50167
84987_at	9169
64432_at	51275
146177_at	34463
261734_at	841193
55209_at	114791
54841_at	154810
421_at	7175
2201_at	852787
146853_at	35904
257396_at	816621
56652_at	80305
90196_at	8778
9931_at	851112
5225_at	852675
6715_at	851360
5218_at	852665
57007_at	8932
64429_at	7503
51161_at	8737
6472_at	851574
147040_at	36262
1797_at	1032
11163_at	853309
3981_at	854590
10318_at	850709
1174_at	4342
5528_at	856926
1607_at	1030
53822_at	56978
5754_at	856675
51251_at	84967
2118_at	856499
137362_at	76220
6909_at	850342
8974_at	855620
4189_at	854735
10880_at	853596
5783_at	856658
57215_at	23271
1272_at	1968
4830_at	853086
7402_at	852230
93034_at	791355
11004_at	853487
7739_at	856143
60468_at	10254
80022_at	79800
79668_at	399664
6789_at	850456
51068_at	130507
79915_at	145438
1770_at	3440
8550_at	854150
3988_at	854627
8832_at	855763
9978_at	851068
79608_at	11160
5654_at	856814
11126_at	853319
56667_at	91608
9510_at	855141
11070_at	853407
51542_at	83787
5348_at	850556
8566_at	854166
10615_at	853829
6522_at	851531
55039_at	146691
638_at	8091
2813_at	850724
10221_at	850792
1646_at	331
1058_at	10810
10638_at	853807
54852_at	26508
54532_at	4157
11166_at	853312
11190_at	853293
8999_at	855600
7686_at	856179
4582_at	856359
11140_at	853337
93611_at	21389
10725_at	853709
148534_at	39216
9399_at	855257
7803_at	856067
51065_at	441094
9595_at	855087
9099_at	855471
8416_at	854291
4160_at	854753
147011_at	36208
2920_at	853977
4047_at	1466492
8723_at	854007
6854_at	850385
57162_at	55738
115353_at	22215
59284_at	22861
8886_at	855723
4222_at	854672
1310_at	5690
192111_at	183402
7385_at	852259
84955_at	8828
144455_at	31343
9600_at	855037
8799_at	1466514
11335_at	851202
869_at	2958
10994_at	853475
56114_at	150468
51362_at	120892
253559_at	829242
262_at	262
1101_at	322
54514_at	5375
10634_at	853803
267012_at	818507
222194_at	100132923
414_at	3236
55626_at	27141
91612_at	493
1509_at	4325
56995_at	7276
53905_at	252995
7594_at	856274
54920_at	84287
249_at	4776
54209_at	90627
9956_at	851089
8139_at	854567
4257_at	854662
1240_at	835
391_at	5536
223082_at	30011
6502_at	851559
4063_at	854845
144110_at	32758
7780_at	856089
9914_at	851142
6870_at	850347
10776_at	853648
820_at	4258
149563_at	41145
140735_at	21802
1382_at	6117
4128_at	854768
9343_at	855338
154_at	6872
5697_at	856765
4353_at	856600
5127_at	852763
10107_at	850912
4117_at	854806
527_at	1058
962_at	660
1294_at	100847079
54943_at	100289635
114796_at	56790
5431_at	850495
6137_at	851953
150356_at	42619
51177_at	5903
54868_at	22834
11236_at	853249
10908_at	853579
7107_at	852544
54439_at	64837
59351_at	100499483
6618_at	851398
5918_at	852152
221416_at	64600
1962_at	383
153770_at	38443
1471_at	4602
5709_at	856727
253959_at	828747
207_at	10963
6583_at	851455
4357_at	856557
92675_at	14362
5585_at	856888
114825_at	77945
8673_at	854034
94032_at	246703
220323_at	79935
80775_at	64122
53919_at	91149
11057_at	853391
5214_at	852661
11132_at	853325
11065_at	853399
9615_at	855053
51096_at	30001
1813_at	64285
90226_at	5727
65083_at	9584
7291_at	852360
2251_at	852637
148867_at	39790
51604_at	26127
10921_at	853544
261726_at	843960
152217_at	35795
896_at	4583
84941_at	253832
9358_at	855306
390_at	1233
8424_at	854300
6521_at	851530
51307_at	4704
599_at	3142
116255_at	319849
55608_at	90120
10131_at	850893
9147_at	855424
92255_at	15412
259308_at	819682
92369_at	21802
570_at	5971
107_at	282808
6197_at	851870
64215_at	388336
51755_at	79696
63891_at	130617
163486_at	69109
1410_at	7421
154075_at	37446
6450_at	851605
116154_at	228866
255877_at	818640
4242_at	854647
114898_at	213056
134864_at	66460
528_at	8988
8871_at	855707
84847_at	79883
10794_at	853662
10086_at	850939
8813_at	855790
145508_at	33163
84659_at	84236
79701_at	63877
823_at	6376
54663_at	9218
9022_at	855576
116442_at	71710
1196_at	1104
10467_at	853963
10312_at	850703
55027_at	9545
60386_at	101929134
2027_at	6273
6730_at	851304
54442_at	221711
81550_at	200205
1118_at	5734
5713_at	856732
6574_at	851446
9994_at	851035
4849_at	853052
5158_at	852747
163590_at	237052
134701_at	446101
83463_at	5786
8820_at	855798
214_at	4487
55157_at	92235
7187_at	852484
8453_at	854283
6555_at	851472
190_at	8013
150159_at	42250
167681_at	76479
9079_at	855497
9140_at	855417
1396_at	3488
9716_at	854891
9575_at	855059
1832_at	4163
256158_at	837920
57677_at	256714
91624_at	91947
84767_at	375513
51678_at	23608
1537_at	1956
4833_at	853089
767_at	4629
51585_at	100996724
57150_at	51148
57578_at	91695
4430_at	856494
6403_at	851651
55726_at	26993
6862_at	850394
266977_at	818527
10087_at	850940
284_at	8329
146336_at	34754
79004_at	11138
220082_at	54866
91442_at	140738
84948_at	53832
7350_at	852324
9651_at	854995
84179_at	51091
58493_at	79596
155006_at	36978
805_at	10750
8498_at	854237
10059_at	850961
4738_at	853178
9902_at	851129
6871_at	850348
84667_at	51678
150726_at	43298
55024_at	55316
56521_at	100287932
6990_at	1466449
5245_at	852647
5664_at	856778
7276_at	852392
58489_at	144404
9365_at	855313
8419_at	854294
5169_at	852710
9175_at	855407
1350_at	8529
9156_at	855438
1490_at	4610
955_at	801
55357_at	79956
147645_at	37498
714_at	10486
2495_at	856142
8635_at	854092
57674_at	2188
11344_at	851210
10899_at	853570
4352_at	856599
51058_at	54813
10736_at	853721
7462_at	852198
939_at	4241
81559_at	50514
6620_at	851400
84991_at	51806
253970_at	828757
622_at	150786
782_at	10623
144577_at	31550
84859_at	10089
7083_at	852565
1946_at	51352
84106_at	283335
83889_at	26751
65982_at	23636
11261_at	1466535
147948_at	38103
1069_at	5743
5599_at	856850
203522_at	9973
1638_at	2120
221409_at	56656
84769_at	56853
5378_at	850538
6700_at	851319
168850_at	76969
8939_at	855631
9662_at	855005
9564_at	855102
84376_at	80315
9450_at	855218
169200_at	13163
54438_at	9597
1945_at	891
54931_at	267002
162_at	8237
9924_at	851105
84281_at	347853
54069_at	51320
57690_at	54885
114803_at	19376
54762_at	6498
54492_at	84229
55810_at	9991
116369_at	72023
4436_at	856499
4583_at	856360
4878_at	853034
10758_at	853696
9685_at	854983
10487_at	853936
10842_at	1466470
115749_at	320808
120_at	3672
1084_at	27
55040_at	22918
5166_at	852707
117283_at	11593
10576_at	853882
4133_at	854773
103_at	7060
9169_at	855401
8914_at	855651
6840_at	850419
11153_at	853300
84901_at	100310846
10098_at	850952
56681_at	79750
148738_at	39552
8288_at	854441
55604_at	90933
55124_at	727982
6790_at	850457
6654_at	851388
11154_at	853301
81844_at	149478
57222_at	90871
7025_at	852454
4713_at	853200
10712_at	853743
58157_at	54986
4056_at	854837
135644_at	54122
91355_at	3778
51504_at	729583
7915_at	855948
51071_at	124491
81572_at	126069
10384_at	850680
10981_at	853512
9475_at	855198
54918_at	7216
54543_at	221294
9858_at	851175
4245_at	854650
134_at	10152
6915_at	850295
9757_at	854911
10911_at	853582
79810_at	124093
6838_at	850417
55284_at	55454
256236_at	820413
79683_at	5861
8364_at	854382
7727_at	856131
56897_at	79176
116071_at	216154
133396_at	105833
80298_at	79086
7566_at	856297
6811_at	850433
9949_at	851083
4179_at	854722
9456_at	855224
57147_at	79692
149647_at	41299
134288_at	11426
94233_at	117171
8867_at	855753
10273_at	850753
5017_at	852884
143662_at	38232
55025_at	9066
92293_at	319504
8638_at	854046
90324_at	100505676
9590_at	855082
64430_at	147015
51294_at	5992
93058_at	13664
114818_at	234663
5230_at	852612
53834_at	2176
93550_at	13008
7098_at	852583
4733_at	853173
51263_at	387103
153745_at	48239
8893_at	855678
5108_at	852791
55190_at	55508
11011_at	853445
117154_at	110012
10126_at	850888
6280_at	851759
84879_at	9914
54964_at	57542
8941_at	855633
6273_at	851802
58486_at	2935
51430_at	9761
5526_at	856925
2834_at	851054
113691_at	108097
60484_at	80177
656_at	3628
90586_at	29999
9997_at	851039
84073_at	323
9950_at	851084
857_at	5494
9965_at	851054
8906_at	855695
64210_at	342035
5791_at	856667
255631_at	828025
169355_at	19668
11063_at	853397
10130_at	850892
7226_at	852432
84305_at	292
7295_at	852364
54107_at	9525
56122_at	155465
10728_at	853712
10797_at	853665
5052_at	852825
9398_at	855256
1831_at	653
150759_at	43353
57405_at	205717
4975_at	852940
1012_at	8850
2010_at	6500
155051_at	39840
57577_at	196394
7260_at	852376
5058_at	852833
8546_at	854193
5137_at	852724
144715_at	31813
56673_at	51426
147746_at	37672
79686_at	100132234
257397_at	816562
1192_at	5718
142679_at	38764
54887_at	80315
8324_at	854388
10331_at	850648
6716_at	851361
9612_at	855050
5653_at	856813
8874_at	855710
4753_at	853148
5297_at	852628
8666_at	853997
6523_at	851532
8925_at	855662
114614_at	217294
84881_at	894
64711_at	444
150142_at	42221
9404_at	855262
250_at	4775
11047_at	853433
51719_at	10916
8604_at	854109
89781_at	4297
4820_at	853075
56651_at	221830
8864_at	855750
6599_at	851427
1316_at	7067
8343_at	854359
151903_at	34294
5071_at	852800
162494_at	30794
79877_at	441869
6877_at	850354
219527_at	54996
10168_at	850884
11060_at	853395
56100_at	9866
10255_at	850780
617_at	55
256586_at	822509
79991_at	89122
7582_at	856314
2274_at	856637
112840_at	67048
8975_at	855621
221914_at	6853
7223_at	852429
4256_at	854661
81876_at	64969
8495_at	854233
160428_at	20917
147920_at	38049
10001_at	851042
79066_at	122618
166647_at	76742
114926_at	230696
2617_at	856020
10945_at	853524
7436_at	852219
83741_at	102724184
1731_at	5156
5692_at	856759
54842_at	89970
55757_at	170954
11343_at	851209
51619_at	101927768
5372_at	850532
56890_at	54831
116068_at	71206
5546_at	856896
4790_at	853139
8418_at	854293
2694_at	1466473
323_at	5681
8417_at	854292
166929_at	67006
6259_at	851784
51279_at	158724
145783_at	33685
220047_at	23409
55100_at	54714
1269_at	5295
7813_at	856028
57619_at	55203
10327_at	850717
51309_at	54112
6428_at	851631
5699_at	856767
5936_at	852125
8887_at	855724
267004_at	817987
5917_at	852150
4893_at	852995
10479_at	853973
84324_at	54626
5335_at	850597
5144_at	852732
84560_at	3912
56935_at	54964
345_at	4248
83719_at	6157
205564_at	9506
5985_at	852082
10629_at	853798
1774_at	4084
997_at	5596
7384_at	852258
8814_at	855792
2782_at	855332
113622_at	20362
9092_at	855510
221150_at	56955
11333_at	851200
84914_at	28514
9306_at	855346
65018_at	93233
6124_at	851938
84690_at	80167
10891_at	853608
745_at	6919
6478_at	851580
4991_at	852901
84458_at	3416
54540_at	100616234
6447_at	851597
65250_at	642236
8408_at	854332
4118_at	854808
84909_at	115361
6185_at	851903
10802_at	853670
1559_at	5062
7381_at	852255
54476_at	148898
7172_at	852468
2063_at	100533467
143678_at	49821
55663_at	5062
7538_at	856316
7153_at	852496
114805_at	30925
7741_at	856145
5982_at	852079
59352_at	466
6047_at	852050
64979_at	3717
94239_at	18949
4223_at	854673
9898_at	851123
165530_at	102465755
6237_at	851812
1503_at	675
1588_at	3455
64219_at	266722
57165_at	54881
4109_at	854797
80316_at	4599
79905_at	80263
7159_at	852503
10611_at	853825
928_at	1811
197_at	4832
114793_at	218460
57707_at	222194
79695_at	9310
145645_at	33436
59307_at	64856
10018_at	851010
91272_at	55275
150946_at	43716
54495_at	51311
149773_at	41525
7204_at	852455
56987_at	51768
55063_at	84879
113828_at	100134861
495_at	3601
10608_at	853822
10595_at	853857
146547_at	35320
51097_at	1181
1836_at	10983
6157_at	851925
9882_at	851154
152926_at	50466
80020_at	79149
79751_at	165679
5680_at	856746
8508_at	854200
51603_at	54014
433_at	28517
90050_at	100294145
6489_at	851544
1411_at	1584
6625_at	851404
114625_at	69806
9348_at	855343
55607_at	653659
55853_at	80263
66000_at	140691
8027_at	855860
1381_at	5915
1720_at	4085
55244_at	25798
10793_at	853661
7349_at	852323
84789_at	22878
83732_at	23615
9095_at	855467
11007_at	853490
57567_at	55610
7936_at	855923
9863_at	851181
84978_at	3268
9519_at	855149
2864_at	851148
10254_at	850779
84698_at	4649
246126_at	832129
51108_at	10044
89953_at	55729
54455_at	374354
7320_at	852341
84276_at	115950
10715_at	853699
10468_at	853964
57616_at	359845
4055_at	1466495
5197_at	852692
57532_at	1856
123_at	5587
55171_at	55114
6820_at	850442
4712_at	853199
1445_at	9034
8991_at	855592
255426_at	827951
4879_at	853035
130557_at	320541
7728_at	856132
10551_at	853904
64122_at	127495
952_at	2280
4069_at	854851
55214_at	2767
54886_at	90102
9415_at	855271
9532_at	855115
55273_at	51006
152518_at	32518
10494_at	853943
8545_at	854192
6635_at	851415
80094_at	7369
10645_at	853814
8932_at	855669
5525_at	856924
8513_at	854205
64078_at	90557
84844_at	101927153
5271_at	852609
79780_at	57053
11346_at	851212
9737_at	854866
4942_at	852952
54329_at	10021
91300_at	51360
965_at	2011
5780_at	856655
9826_at	850789
57624_at	123036
64091_at	2935
81558_at	84070
90678_at	83893
104_at	5463
5935_at	852123
8639_at	854047
55026_at	65997
177_at	5337
145581_at	44522
7289_at	852358
10342_at	850686
54820_at	403341
5598_at	856849
55783_at	152559
684_at	183
113189_at	66641
1352_at	3577
56943_at	54442
8216_at	854504
54584_at	5771
5939_at	852127
57194_at	166336
57128_at	8490
161829_at	18008
7084_at	852567
1587_at	5916
5068_at	852844
56776_at	340481
252884_at	830072
154664_at	47220
1368_at	3554
162979_at	237082
10734_at	853718
9577_at	855061
6390_at	851688
8544_at	854191
92935_at	12395
4902_at	853009
7080_at	852563
6538_at	851499
81542_at	162655
64089_at	145553
54903_at	203054
143425_at	31802
7145_at	852537
11010_at	853442
84148_at	91828
4351_at	856598
7920_at	855953
56244_at	8322
5920_at	852154
55612_at	162989
5425_at	850489
8289_at	854442
55225_at	6341
245938_at	832088
89958_at	440299
479_at	1601
10435_at	853719
55262_at	8443
147808_at	37771
4125_at	854765
81833_at	129563
63875_at	120534
5345_at	850553
9860_at	851178
4920_at	852975
54682_at	200916
6418_at	851618
9063_at	855525
89849_at	26156
9920_at	851101
10365_at	850639
150223_at	42362
83648_at	167691
65110_at	3643
5565_at	856862
170961_at	98985
115861_at	16000
163720_at	69169
54984_at	3113
4293_at	856534
793_at	5228
8200_at	854538
116039_at	68170
50853_at	10818
54328_at	5074
9033_at	855540
80122_at	55272
576_at	4846
93100_at	11475
5522_at	856921
257101_at	822093
55746_at	54984
84666_at	30811
144453_at	31336
6366_at	851709
79735_at	79627
160287_at	67443
80176_at	374378
10199_at	850816
138649_at	17879
766_at	3965
57504_at	57489
219855_at	55190
6305_at	851737
64224_at	147923
10755_at	853692
10560_at	853866
10472_at	853968
57642_at	51747
213_at	4919
5159_at	852748
6560_at	851477
115196_at	100316727
57551_at	203074
10984_at	853516
7473_at	852804
54805_at	8796
84239_at	162655
57570_at	26233
472_at	6777
6419_at	851620
10569_at	853875
6843_at	850422
6421_at	851623
55908_at	905
64374_at	118813
10857_at	853620
57596_at	57586
10666_at	853787
206412_at	2241
146330_at	34738
57801_at	10390
4501_at	856422
8677_at	854038
1857_at	4092
10200_at	850817
9479_at	855203
9350_at	855298
57494_at	92806
85395_at	22854
406_at	3691
89890_at	100506725
5379_at	850539
8161_at	854544
886_at	1633
56262_at	153339
10607_at	853821
7257_at	852418
64100_at	80233
8749_at	1466509
8358_at	854376
7174_at	852470
5209_at	852655
7409_at	852237
6890_at	850370
5356_at	850568
10987_at	853521
79752_at	399693
55370_at	51760
55212_at	4147
54067_at	286077
10890_at	853607
11094_at	853382
4478_at	856445
7756_at	856112
64129_at	8313
150084_at	42113
777_at	2665
9453_at	855221
64756_at	800
57146_at	91445
55964_at	3184
219736_at	55521
9363_at	855311
57593_at	91050
9972_at	851063
9643_at	854987
11026_at	853460
51134_at	127687
7171_at	852467
116028_at	105438
7941_at	855929
5016_at	852883
6746_at	3077354
164045_at	432940
79660_at	7748
10491_at	853940
9899_at	851124
134265_at	19364
55301_at	84878
5106_at	852789
4103_at	854790
8448_at	854278
55231_at	3187
55240_at	118663
54414_at	64802
9628_at	855018
7311_at	852331
7991_at	855888
4314_at	856607
90410_at	55133
257358_at	818699
5021_at	852887
55341_at	6774
6665_at	851329
134553_at	408058
51032_at	5701
55062_at	23230
4978_at	852943
147381_at	36998
257019_at	821501
4131_at	854771
80736_at	101928659
10771_at	853643
9048_at	855556
10868_at	1466465
201626_at	3638
149018_at	40057
6875_at	850352
2686_at	855807
8031_at	855864
54477_at	63875
79369_at	283710
51088_at	79652
6184_at	851902
80821_at	125170
9448_at	855216
9774_at	854927
8933_at	855673
83452_at	1193
79927_at	7389
667_at	554
51582_at	84909
10655_at	853778
6013_at	852065
94059_at	192292
2873_at	851175
80162_at	54492
5531_at	856931
5544_at	856893
148137_at	38470
7551_at	856327
6432_at	851635
192670_at	182242
163051_at	72454
64399_at	79693
54948_at	54899
150051_at	42070
154791_at	32955
1129_at	2636
5199_at	852694
8273_at	854471
151877_at	48422
5591_at	856843
91392_at	28992
91074_at	85479
6663_at	851327
151011_at	49997
8836_at	855768
7357_at	852282
5913_at	852147
84883_at	26525
163_at	1855
51154_at	57606
5605_at	856856
1497_at	4055
56936_at	83852
254013_at	828711
257062_at	821357
7062_at	852592
65998_at	10785
103910_at	24075
5244_at	852626
595_at	7128
6907_at	850333
6123_at	851937
53917_at	121549
10561_at	853867
91149_at	23609
63910_at	10868
1448_at	5684
54083_at	92400
8379_at	854349
116535_at	74121
90459_at	54082
84164_at	646719
7809_at	856072
10253_at	850778
81854_at	165829
8805_at	855783
80231_at	341567
7994_at	855820
6495_at	851550
1620_at	1004
5986_at	852083
10539_at	853892
10946_at	853525
9535_at	855118
151636_at	38820
51545_at	729582
57185_at	55742
5094_at	852775
84894_at	441212
6224_at	851846
54932_at	23587
8704_at	853990
55161_at	134637
51277_at	79585
1487_at	2101
1804_at	354
255928_at	837820
9878_at	851151
54557_at	10168
115727_at	69215
4973_at	852938
55835_at	55769
55644_at	8851
116931_at	227801
57720_at	84938
60506_at	57693
10270_at	850750
55681_at	79834
266917_at	819191
1891_at	1326
9627_at	855017
10019_at	851013
79717_at	5733
50484_at	2779
51204_at	57799
7789_at	856053
221937_at	11276
1365_at	3560
7043_at	852251
6010_at	852062
80218_at	55500
57232_at	84809
55150_at	22995
131_at	6882
64106_at	10772
4336_at	856581
151176_at	39812
11046_at	853433
1203_at	3624
7978_at	855875
7581_at	856313
259283_at	820317
9037_at	855545
55855_at	23094
4935_at	852945
1642_at	9112
203413_at	4753
51378_at	84066
54925_at	266722
6239_at	851814
84366_at	80133
8777_at	855802
8785_at	855811
9329_at	855323
90249_at	6309
11185_at	853288
4238_at	854642
245_at	6402
10172_at	850833
5606_at	856858
8976_at	855622
10577_at	853884
84639_at	100507421
93664_at	11932
55501_at	9644
51163_at	64419
150368_at	42638
9527_at	855158
9283_at	855368
56172_at	57221
171169_at	67180
79368_at	257106
112849_at	100434
5334_at	850595
5545_at	856895
136288_at	433323
132014_at	100268169
153918_at	37434
51167_at	57679
1846_at	3964
266743_at	814828
5393_at	850505
7307_at	852327
1287_at	142
10924_at	853547
9725_at	854901
84612_at	80174
5693_at	856760
255043_at	826550
84961_at	26355
57184_at	140739
6091_at	852003
9366_at	855315
10363_at	850637
5681_at	856748
83875_at	148641
7574_at	856306
10203_at	850820
8505_at	854197
4061_at	854843
9026_at	855580
6785_at	850452
9557_at	855094
4437_at	856500
114790_at	242362
10188_at	850860
8361_at	854379
434_at	3005
80315_at	285389
51084_at	10055
55593_at	124997
54751_at	29097
57631_at	3234
58505_at	113402
1179_at	3312
3936_at	854644
7757_at	856113
9136_at	855463
66002_at	91369
152485_at	3772159
268_at	5175
2020_at	595
80818_at	7110
8509_at	854201
11027_at	853461
84680_at	113612
9538_at	855121
51752_at	125488
83729_at	9537
9633_at	855023
55854_at	54619
9933_at	851114
910_at	7083
9423_at	855236
10257_at	850782
1146_at	920
8342_at	854405
163255_at	20974
1821_at	5912
51660_at	100499194
51024_at	219285
8869_at	855705
4494_at	856415
51063_at	54841
4931_at	852987
4122_at	854812
11149_at	853297
5625_at	856830
91582_at	100302254
64400_at	128414
251_at	8536
9649_at	854993
6338_at	851725
9913_at	851141
1959_at	51582
6585_at	851457
112817_at	69171
6462_at	851564
114659_at	73389
55149_at	730159
55083_at	54913
11095_at	853384
4853_at	853056
83755_at	2356
9777_at	854930
10301_at	850737
5364_at	850578
908_at	3433
112464_at	75965
65109_at	10777
4129_at	854769
11108_at	853351
1303_at	6452
5732_at	856700
10648_at	853771
950_at	7095
1511_at	53358
54976_at	27163
151790_at	33108
1149_at	7942
116966_at	16969
130540_at	270192
819_at	7079
113091_at	66793
140902_at	68229
8618_at	854075
6604_at	851431
9739_at	854868
51283_at	22950
9308_at	855348
153339_at	43562
9928_at	851109
10106_at	850911
259230_at	819969
219854_at	7561
51276_at	51304
5155_at	852744
1113_at	650
84335_at	197335
634_at	5652
4354_at	856601
10565_at	853871
5267_at	852646
9311_at	855352
6351_at	851694
4199_at	854694
154790_at	43384
10281_at	850761
716_at	644165
81556_at	5991
133308_at	244152
63826_at	114883
4891_at	852993
146857_at	35907
529_at	1847
259236_at	820326
81607_at	54834
80262_at	91319
5375_at	850535
9407_at	855265
115273_at	380664
84332_at	7707
4719_at	853207
645_at	3306
9666_at	854960
92840_at	269113
55554_at	388942
5139_at	852728
10884_at	853601
8835_at	855766
64005_at	5537
83897_at	22807
81553_at	100506311
8291_at	854444
8310_at	854418
55246_at	283337
9880_at	851153
11077_at	853417
1834_at	11245
79064_at	8473
84826_at	9498
51428_at	246184
84319_at	2773
10237_at	850809
255189_at	826165
5054_at	852828
64073_at	5728
63976_at	10675
7857_at	855980
55615_at	3275
147965_at	38138
257407_at	839599
713_at	4149
57585_at	56704
10613_at	853827
1544_at	641
8831_at	855762
1496_at	5786
257_at	3685
4107_at	854795
8451_at	854281
255231_at	825896
83478_at	51319
10659_at	853781
641_at	5663
51203_at	5791
8531_at	854177
65980_at	10015
5584_at	856887
8685_at	854016
8395_at	854319
59341_at	100130232
6294_at	851774
10713_at	853744
117157_at	64009
90693_at	148213
3993_at	854584
5152_at	852740
11080_at	853368
1186_at	2662
8603_at	854108
5303_at	850610
252995_at	829994
84310_at	10138
10979_at	853509
57715_at	51063
51726_at	221895
786_at	5422
6188_at	851861
92312_at	18704
132884_at	102634678
10540_at	853893
7323_at	852344
79848_at	7098
4747_at	853187
255057_at	826573
143941_at	33636
51379_at	1983
144717_at	31826
170685_at	50497
9322_at	855362
55536_at	84660
338_at	22926
152877_at	38280
10128_at	850890
8029_at	855862
6122_at	851936
83854_at	29803
5682_at	856749
51066_at	22806
91373_at	101060321
10362_at	850636
6696_at	851314
201266_at	7296
9282_at	855366
64428_at	79077
113746_at	229603
55816_at	51742
137682_at	66147
6440_at	851590
60492_at	5128
9016_at	855570
256714_at	817969
7955_at	855898
79895_at	55308
80258_at	1385
842_at	23613
9754_at	854883
114905_at	232339
9061_at	855522
5333_at	850594
200959_at	2521
4072_at	854854
79656_at	440590
9934_at	851115
51398_at	89797
11151_at	853300
10953_at	853532
94015_at	57314
11100_at	853389
115584_at	67458
5089_at	852817
79680_at	84986
10072_at	850972
219970_at	54810
79902_at	5451
221468_at	2829
84081_at	4338
84294_at	407032
6563_at	851480
144811_at	31986
114569_at	225888
79969_at	730202
130502_at	51799
113278_at	18846
1409_at	6722
10501_at	853951
9640_at	855032
6929_at	850310
54892_at	124565
140885_at	18212
1777_at	9610
747_at	94015
10113_at	850918
10044_at	850991
80086_at	4524
146691_at	46017
10381_at	850677
50809_at	9956
114819_at	277744
1556_at	10181
7805_at	856069
11138_at	853335
4864_at	853072
1006_at	4319
8525_at	854171
55054_at	54913
54788_at	221264
152100_at	34577
5717_at	856737
8973_at	855619
10998_at	853478
10129_at	850891
145376_at	32950
10855_at	853618
1284_at	23683
54838_at	127254
6566_at	851482
10640_at	853809
10769_at	853641
8945_at	855637
84101_at	5140
79833_at	221927
54623_at	26063
89766_at	387338
4224_at	854674
142_at	6874
80142_at	8604
9125_at	855452
54583_at	11154
1943_at	890
54440_at	10984
54149_at	122060
9905_at	851132
10465_at	853961
1212_at	2954
10016_at	851008
79442_at	100128496
4734_at	853174
84864_at	50810
6339_at	851726
65108_at	84864
10345_at	850689
57187_at	199746
64834_at	144481
254187_at	828489
54934_at	285440
4836_at	853093
11169_at	853316
951_at	9491
10942_at	853567
168537_at	381199
6493_at	851548
5406_at	850520
8404_at	854328
89894_at	389289
6714_at	851359
6935_at	850315
115362_at	380959
10972_at	853500
6320_at	851754
54809_at	80127
90522_at	54436
5714_at	856733
51676_at	54850
114987_at	57257
9688_at	854986
9738_at	854867
56917_at	6322
708_at	5741
7273_at	852389
58533_at	57095
6286_at	851765
10521_at	853923
7421_at	852202
146206_at	34509
55355_at	257364
1908_at	2117
143503_at	30998
8621_at	854078
114770_at	231510
480_at	9088
9330_at	855324
203069_at	9900
9435_at	855248
140545_at	83383
81890_at	55508
221830_at	5911
51616_at	79871
5547_at	856897
6263_at	851787
10775_at	853647
7078_at	852381
221191_at	442578
966_at	8438
9966_at	851055
4919_at	852974
91120_at	1153
51208_at	4520
117156_at	14359
11311_at	851223
55165_at	100507283
60625_at	55151
2658_at	854466
8464_at	854249
9677_at	854976
84268_at	9180
7705_at	856154
57613_at	64386
149233_at	40471
83886_at	100505989
11074_at	853413
10005_at	851048
54873_at	79939
6718_at	851363
6275_at	851804
7841_at	856011
5409_at	850523
7905_at	855938
115817_at	79264
56133_at	387856
9412_at	855269
85495_at	55600
112802_at	217351
5331_at	850592
4731_at	853170
54799_at	2744
80273_at	55713
152815_at	44339
168451_at	69480
163732_at	77577
7982_at	855879
84793_at	8635
80013_at	100506385
5228_at	852678
147429_at	37098
10157_at	850874
7087_at	852572
6860_at	850391
6050_at	852008
8402_at	854326
84070_at	114327
56341_at	100506999
6257_at	851781
9894_at	851166
6813_at	850435
84435_at	2263
5634_at	856792
63925_at	133558
63827_at	51310
129530_at	234582
4835_at	853091
57205_at	23731
5053_at	852826
8468_at	854255
55839_at	160518
114786_at	76899
5196_at	852691
9580_at	855068
51741_at	7019
253128_at	829763
9601_at	855039
9473_at	855196
1495_at	4052
84059_at	143941
5787_at	856663
147837_at	37854
148645_at	39400
