From	To
2046_at	2078
5241_at	852623
6512_at	851521
9760_at	854914
1803_at	983
8834_at	855765
56927_at	253260
4683_at	1466460
60487_at	1638
220001_at	23569
92359_at	12143
150353_at	42612
7993_at	855819
259217_at	821204
64377_at	84717
54765_at	84247
255783_at	838575
113730_at	73916
49856_at	55342
2570_at	856099
79080_at	58524
5971_at	852113
79145_at	3937
57819_at	80012
6401_at	851649
4814_at	853118
149473_at	40956
6920_at	850301
84135_at	1841
50488_at	23276
85320_at	100126791
64174_at	79056
90293_at	64092
57198_at	79142
192134_at	181273
10226_at	850797
8995_at	855596
9743_at	854872
4259_at	854664
114800_at	77371
7185_at	852482
212_at	4920
90809_at	84465
8560_at	854160
840_at	7994
79590_at	9435
2317_at	851602
1592_at	7153
152078_at	33911
57733_at	5966
9718_at	854894
80725_at	5214
10393_at	850621
5814_at	856641
84861_at	100506282
80772_at	55763
53637_at	146862
150350_at	42608
79812_at	64599
4801_at	853104
54822_at	29761
90485_at	64921
8290_at	854443
9721_at	854897
5074_at	852803
222826_at	26258
10838_at	853441
11235_at	853248
5623_at	856829
255061_at	826471
56832_at	2117
7128_at	852519
84519_at	83879
64319_at	7552
221749_at	253943
84915_at	944
9690_at	854938
57132_at	51466
10299_at	850736
231_at	7052
10954_at	853534
11167_at	853313
1819_at	5911
51029_at	143279
79733_at	55212
10207_at	850824
4054_at	1466493
89857_at	128989
56994_at	80119
54554_at	100506126
54436_at	100505633
7103_at	852540
7297_at	852366
8564_at	854164
51507_at	29915
10628_at	853796
57657_at	285382
10856_at	853619
9885_at	851158
51361_at	100130428
1785_at	5927
6424_at	851625
58509_at	54916
57167_at	51365
64332_at	55738
9939_at	851120
5550_at	856900
6668_at	851332
6199_at	851873
148066_at	38338
10591_at	853853
4322_at	856617
105_at	9970
10983_at	853514
114781_at	105450
89796_at	92806
6192_at	851865
8674_at	854035
6610_at	851436
6138_at	851954
8624_at	854081
5430_at	850494
154865_at	36680
60495_at	54876
491_at	5793
10413_at	850663
5091_at	852819
9710_at	854959
10320_at	850711
6367_at	851710
149699_at	41408
150384_at	326123
55713_at	100507203
3360_at	1466485
8326_at	854390
5336_at	850598
1602_at	5584
1406_at	7181
84236_at	728743
51715_at	10630
10555_at	853863
51026_at	117247
7917_at	855950
9671_at	854971
388_at	5296
54784_at	102724023
6534_at	851495
8480_at	854217
55520_at	129293
8936_at	855628
258010_at	821464
1534_at	3595
254128_at	828558
1399_at	6921
9401_at	855259
58490_at	139221
6651_at	851385
6103_at	851964
9383_at	855285
5250_at	852652
7274_at	852390
8575_at	854125
256435_at	820289
55802_at	388743
5730_at	856698
5608_at	856860
92749_at	14400
4248_at	854653
6733_at	1466398
59277_at	80025
580_at	3008
162989_at	67371
7596_at	856276
144108_at	44233
55646_at	6659
6885_at	850366
51335_at	5332
63943_at	1296
1443_at	1852
50807_at	668
9669_at	854966
151887_at	117361
10147_at	850864
84102_at	22995
79924_at	90627
91653_at	101929653
1446_at	5683
9562_at	855099
9337_at	855332
6643_at	851377
56941_at	389432
5933_at	3799970
6156_at	851924
3234_at	853212
6921_at	850302
5734_at	856702
160_at	8027
10999_at	853478
57180_at	55714
81609_at	285954
81856_at	554203
64806_at	10927
7132_at	852523
10714_at	853698
151174_at	50170
10218_at	850788
400_at	3651
55659_at	54675
4114_at	854804
84306_at	54810
56164_at	58475
10382_at	850678
4793_at	853142
10046_at	850993
118_at	3706
9318_at	855358
4547_at	856371
10641_at	853810
8802_at	855780
8547_at	854145
255411_at	828090
5660_at	856774
80071_at	400960
2835_at	851055
81606_at	55609
64184_at	56906
147664_at	37538
85477_at	65266
10236_at	850808
5619_at	856824
51474_at	9448
54893_at	64288
6051_at	852009
10307_at	850698
5151_at	852739
6015_at	852066
9852_at	851169
10284_at	850719
9546_at	855130
4205_at	854701
160298_at	67896
10211_at	850828
7298_at	852366
7141_at	852532
2189_at	852703
746_at	5140
1131_at	5605
57152_at	10163
80035_at	7481
163933_at	19211
64651_at	2760
54742_at	55022
6397_at	851645
55728_at	283267
57661_at	407047
8989_at	855589
59349_at	150962
136259_at	331424
51655_at	441543
4892_at	852994
9379_at	855281
558_at	3848
6258_at	851782
64145_at	79019
55055_at	255743
57139_at	4855
11101_at	853390
9096_at	855468
85458_at	10228
10268_at	850748
55711_at	11196
9647_at	854991
254158_at	828540
9493_at	855170
114792_at	101148
498_at	8887
55852_at	64969
2009_at	2185
55004_at	84450
8359_at	854377
5002_at	852869
206358_at	5619
6570_at	851485
5087_at	852815
51728_at	5641
79083_at	3603
51225_at	64599
5573_at	856870
1088_at	627
64232_at	22931
150160_at	42251
8928_at	855665
146429_at	35087
83853_at	101928530
51747_at	118812
142684_at	38901
150290_at	42486
7077_at	852350
80232_at	284009
64863_at	101927388
9110_at	855483
146540_at	35307
93661_at	22637
7755_at	856111
91369_at	169834
80263_at	340533
117286_at	11517
57501_at	84548
54504_at	157807
6360_at	851703
6729_at	851303
4760_at	853155
64805_at	23150
54499_at	119587
256051_at	837207
860_at	4436
7091_at	852576
1070_at	2959
399_at	10494
1738_at	993
10574_at	853881
8013_at	855838
148266_at	38700
1727_at	2066
9352_at	855300
80317_at	374654
55769_at	55920
11182_at	853285
79370_at	55607
357_at	10059
6845_at	850424
162461_at	12332
51291_at	10451
79772_at	80816
84668_at	79165
92822_at	21945
9543_at	855127
1843_at	5987
6461_at	851563
11123_at	853366
80301_at	64761
65124_at	388242
57109_at	80331
5105_at	852788
79628_at	101928784
9632_at	855022
10308_at	850699
85365_at	284306
5349_at	850558
55022_at	83667
6882_at	850360
8420_at	854295
84542_at	56965
7188_at	852485
577_at	4192
116238_at	12662
10024_at	851018
10612_at	853826
10563_at	853869
10663_at	853785
113174_at	234852
55824_at	4085
154872_at	32639
149134_at	40275
11025_at	853459
6119_at	851933
9711_at	854886
148696_at	39487
10110_at	850915
8608_at	854113
149345_at	40690
83891_at	112724
6788_at	850455
10982_at	853513
9014_at	855568
115426_at	237422
84153_at	55663
56954_at	51728
133558_at	83395
10142_at	850901
9172_at	855404
6352_at	851695
5984_at	852081
92912_at	17703
115123_at	228756
55749_at	91461
65062_at	7536
55120_at	54143
6327_at	851714
4705_at	853192
8651_at	854061
151987_at	40565
64897_at	4131
5013_at	852880
152330_at	34012
5138_at	852726
54987_at	51720
9315_at	855355
1645_at	3814
8433_at	854309
54979_at	83733
6368_at	851663
114112_at	75725
10961_at	853540
58500_at	57647
79664_at	80307
142680_at	39033
4151_at	854743
55069_at	55638
5551_at	856901
55245_at	100381270
152559_at	32026
55088_at	57492
254173_at	828560
136647_at	72343
57606_at	388284
79797_at	8424
9368_at	855317
10592_at	853854
90507_at	91319
4321_at	856615
9673_at	854973
79671_at	55610
9967_at	851056
1004_at	643
9770_at	854922
4544_at	856368
1081_at	4953
4987_at	852897
84795_at	54737
9700_at	854948
219525_at	55244
54555_at	126661
219670_at	79656
947_at	4176
146198_at	34496
10554_at	853909
11076_at	853416
6519_at	851529
9980_at	851070
143188_at	41032
94030_at	52245
4750_at	853191
58986_at	284439
55251_at	586
254827_at	826878
7064_at	852594
255798_at	817888
5055_at	851284
8516_at	854208
55352_at	100127947
84867_at	90379
8325_at	854389
64881_at	80724
80851_at	116362
55012_at	90799
11107_at	853350
57863_at	201161
10150_at	850868
55643_at	29941
10050_at	850997
200916_at	8407
2963_at	853652
114904_at	245038
79724_at	171484
581_at	3912
56889_at	11221
5301_at	850608
1050_at	2315
90120_at	2186
10905_at	853576
92304_at	18700
140828_at	72772
7148_at	852491
1318_at	5928
51298_at	148003
169966_at	245610
55785_at	407025
56342_at	26502
154197_at	35173
8287_at	854440
266722_at	814850
10518_at	853920
8694_at	854025
9204_at	855390
146456_at	35142
9080_at	855498
55103_at	51586
7693_at	856187
5603_at	856855
254170_at	828545
10492_at	853941
4838_at	853095
4771_at	853166
8394_at	854318
4192_at	854687
10875_at	853592
56910_at	79192
246269_at	829865
8467_at	854253
7220_at	852426
84953_at	5211
7480_at	852168
1370_at	3575
84792_at	440900
65981_at	4301
84717_at	101410543
7326_at	852349
57821_at	220930
58475_at	64760
1459_at	5775
55015_at	84440
7047_at	2777172
78986_at	29761
10885_at	853602
1244_at	6773
5979_at	852122
57700_at	55628
4900_at	853007
80823_at	286052
55008_at	79791
10043_at	850990
53827_at	147184
4145_at	854786
7746_at	856100
115201_at	77605
153328_at	41690
79713_at	50863
6695_at	851313
91298_at	135154
57491_at	9200
57466_at	152330
114791_at	238328
3066_at	853452
5624_at	856829
11168_at	853315
154092_at	192507
8622_at	854079
84706_at	1737
5987_at	852084
10939_at	853563
2066_at	581
55356_at	388165
10740_at	853675
56203_at	57541
55254_at	92521
6900_at	850325
6386_at	851683
64147_at	51016
51136_at	3556
11181_at	853283
6334_at	851721
55738_at	374659
5024_at	852845
11331_at	851273
9326_at	855320
152065_at	36859
81622_at	150726
6799_at	850469
145282_at	32801
57534_at	29890
7259_at	852421
84190_at	3070
1907_at	5933
2259_at	852667
4751_at	853146
1160_at	1537
114984_at	105000
116362_at	72344
5338_at	850600
5195_at	852690
9117_at	855490
55588_at	93185
10061_at	850963
51171_at	54859
116840_at	65967
6540_at	851501
163589_at	19335
92715_at	24108
203562_at	9638
81887_at	2634
4886_at	853041
6416_at	851617
10910_at	853581
148932_at	39917
6856_at	850387
80829_at	5966
53820_at	94005
4166_at	854760
81611_at	7520
203427_at	25842
5689_at	856756
1854_at	4605
11199_at	853257
913_at	2078
760_at	8445
4976_at	852941
147015_at	36215
55573_at	64374
6120_at	851934
131450_at	16650
91801_at	54664
6549_at	851511
10753_at	853688
10524_at	853926
55118_at	89876
54507_at	84464
10627_at	853794
999_at	1593
57565_at	80775
671_at	6678
10395_at	850623
6698_at	851317
1880_at	4193
10112_at	850917
9906_at	851133
253143_at	829705
6405_at	851654
5260_at	852639
54850_at	83451
221154_at	57093
56479_at	54926
51174_at	6314
64748_at	401320
5330_at	850591
7112_at	852549
1585_at	2065
5122_at	852757
203068_at	9903
54965_at	55500
55751_at	222166
64900_at	79583
858_at	5447
7772_at	856081
6809_at	850432
157_at	23532
55732_at	9931
83890_at	55088
84444_at	650669
55164_at	57864
1653_at	6189
4922_at	852977
220074_at	53841
55182_at	54067
9141_at	855418
90390_at	55552
117155_at	170729
79663_at	50805
1749_at	2639
1393_at	4951
80704_at	100507299
64132_at	29803
8578_at	854128
891_at	7528
128866_at	16564
733_at	4583
150_at	9223
2804_at	854869
81691_at	148713
9459_at	855226
246777_at	832801
205251_at	8864
114794_at	76469
220002_at	55083
50604_at	6654
81620_at	10451
1775_at	23649
83594_at	348093
6035_at	852039
9075_at	855495
79180_at	101927020
54708_at	80351
6249_at	851824
794_at	5777
84618_at	80763
1513_at	354
10892_at	853609
54552_at	100507530
1584_at	995
257044_at	821509
10103_at	850908
149111_at	40225
91687_at	7095
130497_at	13132
8328_at	854392
81693_at	11120
9331_at	855325
5157_at	852746
8987_at	855587
11102_at	853345
51763_at	55191
51256_at	26164
51199_at	84460
9724_at	854900
4089_at	854825
56098_at	23078
85569_at	85300
6780_at	850447
579_at	1060
7481_at	852169
8881_at	855718
445_at	4824
6459_at	851561
54795_at	57223
80055_at	92211
51028_at	27314
55619_at	200186
54963_at	644353
7337_at	852312
154214_at	37927
116151_at	104252
7272_at	852388
84709_at	165215
9630_at	855020
57687_at	403340
51098_at	55761
51125_at	134492
7348_at	852322
51442_at	528
146705_at	2768717
9150_at	855427
2817_at	851602
84777_at	146198
81871_at	139135
10242_at	850767
10675_at	853751
9320_at	855360
51232_at	55038
80314_at	63876
113829_at	16815
7753_at	856107
253190_at	829687
4796_at	853145
5029_at	852850
8678_at	854039
54890_at	84336
51185_at	100526794
57016_at	55790
153396_at	40675
10075_at	850974
90523_at	388276
7321_at	852342
710_at	5034
170589_at	59093
152579_at	33474
7079_at	852562
135112_at	100503209
79954_at	92906
54821_at	8418
9886_at	851159
4880_at	853036
143884_at	38824
10904_at	853575
57658_at	55748
79919_at	8029
90121_at	222663
8519_at	854211
54916_at	219854
11075_at	853414
10879_at	853595
521_at	84560
152578_at	40274
147670_at	5740599
58985_at	283663
159_at	7424
10006_at	851049
226_at	5573
79977_at	100874083
2022_at	208
4070_at	854852
6660_at	851394
55011_at	55632
91607_at	553103
6903_at	850328
8435_at	854265
1046_at	24138
397_at	1087
84103_at	125058
148170_at	38535
116519_at	230696
163154_at	71724
56134_at	10815
147699_at	37599
92558_at	22329
84330_at	27283
113251_at	72778
83872_at	85413
151649_at	326183
138948_at	74559
116236_at	12212
5125_at	852761
170392_at	56716
4780_at	853128
5305_at	850612
1874_at	5887
54899_at	3631
7579_at	856311
163033_at	79455
4752_at	853147
112869_at	56291
4067_at	854849
51201_at	54585
79132_at	29068
5361_at	850574
2797_at	853213
144245_at	32047
57110_at	9162
10234_at	850806
7222_at	852428
6262_at	851786
79887_at	2114
9951_at	851085
85378_at	9205
55832_at	171024
1615_at	598
9962_at	851097
51552_at	100507433
154091_at	33924
7296_at	852365
341_at	5724
518_at	7376
83956_at	23014
64066_at	79102
4137_at	854777
55081_at	85377
10785_at	1466468
64137_at	655
10923_at	853546
79629_at	83867
10716_at	853699
7264_at	852382
55760_at	25853
942_at	9104
54454_at	101929219
84034_at	101410533
9487_at	855164
102_at	10114
5542_at	856891
55119_at	84332
219990_at	79733
5046_at	852868
65095_at	25816
114990_at	232983
4150_at	854742
783_at	11059
93190_at	433956
7111_at	852548
8409_at	854333
6391_at	851639
10248_at	850773
11120_at	853363
51699_at	29063
322_at	8503
4232_at	854682
9919_at	851100
151871_at	35698
57531_at	4135
55204_at	54510
1268_at	7317
7775_at	856084
9097_at	855469
253980_at	828769
245806_at	841099
6571_at	851486
93380_at	17059
55521_at	338864
50859_at	23414
80204_at	81928
83636_at	342926
55135_at	2628
64283_at	64965
6335_at	851722
10111_at	850916
10632_at	853801
10535_at	853888
845_at	6778
9480_at	855204
83733_at	92283
51477_at	100507398
8852_at	855738
8623_at	854080
11118_at	853361
4799_at	853102
148641_at	39396
84173_at	55608
150082_at	42110
56603_at	79725
1299_at	7014
4739_at	853179
5972_at	852114
64478_at	221692
7412_at	852240
56033_at	54521
7570_at	856302
255926_at	838824
152816_at	31721
605_at	10493
114815_at	333789
5047_at	852820
80131_at	3714
6528_at	851488
221143_at	29935
6427_at	851628
57644_at	57724
84699_at	90639
255626_at	828009
9694_at	854942
587_at	1901
6158_at	851926
6541_at	851502
56833_at	93109
6227_at	851855
10564_at	853870
9569_at	855107
5564_at	856918
1543_at	5608
57404_at	84677
150696_at	43243
9046_at	855554
7299_at	852368
7332_at	852307
55329_at	7018
6822_at	850444
2004_at	4214
801_at	5784
50619_at	221584
51282_at	101927242
63979_at	1778
165918_at	69047
2172_at	853198
163882_at	56309
85315_at	57491
149708_at	41425
10724_at	853708
4803_at	853107
6556_at	851474
148418_at	38992
57579_at	84937
54973_at	221937
7448_at	852185
112483_at	225182
10940_at	853565
9736_at	854865
92086_at	100216545
7372_at	852300
65983_at	4088
8992_at	855593
54900_at	26224
5747_at	856668
11345_at	851211
11137_at	853334
170425_at	266620
9597_at	855089
83660_at	66004
64412_at	9826
9758_at	854912
79865_at	128646
145773_at	33671
65123_at	51121
5590_at	856842
10392_at	850620
889_at	3696
219541_at	54923
84312_at	83697
482_at	1012
4832_at	853088
7351_at	852325
54585_at	942
1298_at	2099
147184_at	50225
5154_at	852743
5997_at	852094
80303_at	9988
166336_at	73968
6346_at	851690
763_at	2764
5994_at	852091
57159_at	10640
57030_at	9644
51503_at	283352
10261_at	850741
55316_at	170622
7306_at	852326
2077_at	3655
254065_at	828645
10205_at	850822
51076_at	80741
51293_at	253018
6837_at	850415
5663_at	856777
55616_at	93210
54763_at	54888
55689_at	85456
9410_at	855267
55531_at	2978
10114_at	850919
146_at	5298
56131_at	123879
51059_at	4088
83473_at	79627
7329_at	852304
549_at	5917
1879_at	6237
10430_at	1500485
4057_at	854839
58485_at	657
150135_at	42209
60491_at	4012
151827_at	36438
80758_at	127700
65243_at	100506215
222166_at	79095
6046_at	852049
84293_at	162962
10579_at	853840
84823_at	3151
85291_at	114299
4000_at	854595
54836_at	388591
9582_at	855075
222_at	2131
92667_at	11835
3030_at	1466471
11314_at	851226
6301_at	851733
5426_at	850490
10475_at	853970
5347_at	850555
55191_at	8073
6532_at	851493
8863_at	855749
7554_at	856331
92610_at	27632
11105_at	853348
717_at	28951
83867_at	100873921
57380_at	286676
6567_at	851483
51690_at	57551
5789_at	856665
9060_at	855522
254531_at	827709
84858_at	100506282
10095_at	850949
54665_at	11102
51141_at	57761
6621_at	851401
59269_at	285147
84691_at	650794
540_at	100528019
150677_at	43213
92747_at	18088
5948_at	852136
8899_at	855686
60436_at	55031
51725_at	255231
9064_at	855526
6582_at	851454
9679_at	854977
11340_at	851206
55745_at	10600
64421_at	57526
150572_at	3772439
9851_at	851168
5558_at	856912
84216_at	8674
5031_at	852852
5991_at	852088
56674_at	49854
9616_at	855054
5266_at	852645
11337_at	851203
8870_at	855706
56265_at	5939
54930_at	1499
83700_at	5991
6653_at	851387
219654_at	9200
9650_at	854994
6477_at	851579
6451_at	851606
90167_at	26851
9663_at	855006
54884_at	26287
56242_at	728855
168090_at	319207
146378_at	53512
10309_at	850700
149650_at	41304
57827_at	8861
81848_at	389058
79016_at	101060400
9168_at	855400
5725_at	856694
89885_at	55734
54581_at	9413
2262_at	852679
91544_at	57179
9478_at	855202
1848_at	5906
57125_at	84310
138151_at	15568
7541_at	856319
80145_at	24145
148898_at	39835
6001_at	852098
266727_at	814844
64222_at	128553
55823_at	219833
7745_at	856099
57696_at	26263
8352_at	854370
10282_at	850762
6444_at	851594
779_at	1288
57662_at	55142
255252_at	825841
4821_at	853076
83953_at	345895
151050_at	49241
10014_at	851006
51267_at	84650
6863_at	850395
54491_at	84223
93377_at	13026
10956_at	853535
152586_at	41644
7430_at	852214
6605_at	851432
84640_at	285513
7587_at	856267
54959_at	134553
134637_at	217214
211_at	1810
1861_at	572
55192_at	7503
147947_at	38102
9903_at	851130
151651_at	44786
873_at	3202
92292_at	20527
8339_at	854402
10766_at	853638
8406_at	854330
80017_at	79664
55758_at	11112
163081_at	70897
817_at	10138
10076_at	850976
51057_at	6189
10380_at	850676
10985_at	853518
9111_at	855484
7094_at	852579
115704_at	14660
10568_at	853874
147111_at	36394
9462_at	855183
6642_at	851376
407_at	5787
10148_at	850865
5064_at	852839
254122_at	828553
5432_at	850496
10888_at	853605
5650_at	856810
7275_at	852391
10267_at	850747
114784_at	50915
493_at	1453
5925_at	1466438
10974_at	853503
57171_at	23406
9353_at	855301
6586_at	851458
163782_at	226043
5716_at	856736
8935_at	855675
7076_at	1466443
8942_at	855634
54839_at	80153
10295_at	850732
203523_at	4046
92400_at	17423
51614_at	23765
5252_at	852632
147657_at	37518
89782_at	84153
114789_at	108912
116123_at	75686
8774_at	1466516
116842_at	66531
10748_at	853683
9563_at	855101
145741_at	33613
9015_at	855569
7569_at	856301
149830_at	41631
219699_at	55203
8355_at	854373
673_at	4522
905_at	2987
220004_at	55510
115019_at	84035
85352_at	54807
84839_at	203447
79159_at	51263
9148_at	855425
1600_at	7294
53918_at	5611
150737_at	43309
10869_at	1466466
81797_at	6483
8601_at	854106
5630_at	856836
10053_at	851000
51075_at	24145
79173_at	55023
79742_at	151254
9411_at	855268
10993_at	853473
6317_at	851751
60686_at	84957
4974_at	852939
63036_at	54733
6304_at	851736
83539_at	100996385
145389_at	32978
57210_at	400916
92691_at	72930
8605_at	854110
9045_at	855553
5136_at	852772
5631_at	856837
147945_at	38099
11142_at	853339
53942_at	726
10614_at	853828
10744_at	853679
7126_at	852517
4068_at	854850
84074_at	55840
6354_at	851697
11164_at	853310
4923_at	852978
51761_at	26052
8309_at	854417
51021_at	8815
259239_at	820324
1654_at	57670
51094_at	58486
51533_at	220064
80824_at	23288
151648_at	39165
844_at	5502
10772_at	853644
10534_at	853887
83983_at	10642
359_at	3597
610_at	154
54758_at	100507431
10610_at	853824
83416_at	125206
8728_at	854013
5610_at	856815
10184_at	850847
54869_at	1523
6572_at	851487
10376_at	850672
248_at	9318
79446_at	253738
644_at	8153
9491_at	855168
11097_at	853386
50801_at	2618
170622_at	57905
2928_at	850289
85016_at	220
994_at	5797
922_at	5518
57018_at	10569
10042_at	850988
4482_at	856449
10245_at	850770
51010_at	6251
51083_at	138639
253639_at	829178
192683_at	186968
10346_at	850690
56156_at	401548
64744_at	148808
4168_at	854762
93185_at	239691
144776_at	31931
7075_at	852520
6697_at	851315
10484_at	853978
225_at	2784
9375_at	855276
53831_at	54757
10633_at	853802
8811_at	855789
9719_at	854895
5715_at	856734
81872_at	57689
130560_at	212862
4709_at	853196
9427_at	855240
8808_at	855786
9440_at	855208
55843_at	55509
6690_at	851308
7586_at	856264
55755_at	64175
11330_at	851272
830_at	55697
4543_at	856367
64926_at	58526
9098_at	855470
54874_at	112970
8534_at	854181
5429_at	850493
10439_at	1500487
5205_at	852700
1822_at	5979
1241_at	8073
79670_at	406938
6713_at	851358
144404_at	31229
9752_at	854881
6400_at	851648
5175_at	852716
79094_at	170384
51594_at	89978
943_at	100506403
203260_at	51020
5648_at	856807
84539_at	23418
56852_at	283788
51764_at	24150
155060_at	41045
9775_at	854928
9726_at	854902
1670_at	7027
169436_at	72781
841_at	10215
6336_at	851723
5394_at	850506
79729_at	200373
57688_at	125228
11022_at	853456
84895_at	23363
5306_at	850613
9639_at	855031
10238_at	850763
6675_at	851338
2030_at	7481
11334_at	851201
5617_at	856822
81617_at	83659
6602_at	851429
7881_at	855959
217_at	3817
92335_at	16997
54033_at	25849
90378_at	7767
90480_at	79837
51762_at	84190
9589_at	855081
9552_at	855137
10252_at	850777
143379_at	43656
744_at	1659
60488_at	2549
9114_at	855487
148304_at	3346238
6874_at	850351
6425_at	851626
146760_at	35713
260434_at	843162
1154_at	1965
57834_at	54737
55565_at	100616424
5965_at	852107
140850_at	68893
10298_at	850735
9969_at	851059
57538_at	641372
64131_at	79443
83695_at	112487
150962_at	43761
150864_at	43555
164_at	2784
1845_at	6416
10225_at	850796
6782_at	850449
254225_at	828467
7716_at	856163
10513_at	853914
10959_at	853538
56901_at	5599
50940_at	26528
8934_at	855674
6619_at	851399
117159_at	246229
6097_at	851957
4985_at	852895
51390_at	339192
54936_at	150568
116328_at	70435
57732_at	2909
93622_at	17229
91851_at	11227
84445_at	1352
81853_at	100505592
129831_at	19204
5532_at	856932
201292_at	7153
5090_at	852818
113220_at	69524
51802_at	79698
83871_at	112724
84620_at	102800446
148022_at	2769001
9170_at	855402
6117_at	851931
56165_at	118672
6279_at	851758
89944_at	135892
5232_at	852616
51206_at	283237
4302_at	1466528
1829_at	7515
219793_at	64089
6135_at	851950
5033_at	852854
711_at	6928
51567_at	755
9025_at	855579
115827_at	68219
64282_at	83540
219844_at	55088
151188_at	5740264
160622_at	217721
51684_at	51230
57017_at	55521
1356_at	7818
10241_at	850766
84033_at	54905
7752_at	856106
1267_at	5583
54989_at	85379
9516_at	855147
8703_at	853989
1073_at	6917
80243_at	101929402
4901_at	853008
149428_at	40862
79142_at	5947
9436_at	855249
1364_at	5803
115811_at	233529
57182_at	60682
6616_at	851442
51289_at	10451
84443_at	100507506
1442_at	2100
56967_at	51105
171586_at	320203
5557_at	856911
80318_at	114038
7101_at	852586
55806_at	91748
51155_at	221178
55007_at	113802
8354_at	854372
55068_at	23072
64236_at	54361
64221_at	6709
9646_at	854990
7791_at	856055
10572_at	853878
259296_at	819699
140576_at	19663
11072_at	853409
112755_at	22262
6513_at	851522
50804_at	51166
5613_at	856818
4524_at	856397
10767_at	853639
51239_at	64781
5357_at	850569
4502_at	856423
51700_at	84524
54112_at	84681
10589_at	853851
55096_at	51554
148231_at	38637
51329_at	101928081
80755_at	26509
84290_at	3119
9759_at	854913
55600_at	80232
1103_at	283
83538_at	5229
55313_at	286205
57523_at	2222
51188_at	55667
54866_at	9382
55851_at	57562
5577_at	856876
5998_at	852095
92745_at	15405
51313_at	100505984
9317_at	855357
10330_at	850647
84869_at	1825
80347_at	80125
307_at	240
89874_at	7916
10975_at	853504
7408_at	852236
64118_at	60487
7353_at	852275
696_at	3234
221393_at	9288
9990_at	851032
9167_at	855399
84993_at	125875
51128_at	29099
83655_at	92949
8260_at	854458
6622_at	851403
5360_at	850573
200634_at	5216
1259_at	7571
10317_at	850708
54664_at	57522
133957_at	20449
9921_at	851102
6169_at	851889
10617_at	853830
51109_at	54516
84836_at	63926
4706_at	853193
55051_at	6891
10912_at	853583
65061_at	1723
57158_at	51246
64782_at	400208
573_at	3483
51122_at	55061
9631_at	855021
9617_at	855055
146894_at	5740204
56344_at	55737
4798_at	853100
6407_at	851656
54808_at	54431
7461_at	852197
8567_at	854167
145173_at	64875
5204_at	852699
145497_at	5740122
5923_at	851473
60437_at	5074
114783_at	52815
145820_at	33764
57515_at	2786
64747_at	79817
10314_at	850705
6499_at	851554
113115_at	30050
81689_at	168850
11015_at	853450
8436_at	854266
144423_at	31284
5341_at	850603
63951_at	5935
2315_at	851750
1837_at	22800
55101_at	205717
1515_at	2237
64927_at	1855
781_at	5876
91289_at	440957
150465_at	42800
150538_at	42978
114932_at	100126034
57823_at	219743
9378_at	855280
55193_at	101927972
367_at	4752
116085_at	94280
874_at	6347
4071_at	854853
57172_at	8555
57156_at	28974
10023_at	851017
7184_at	852481
83903_at	84162
54531_at	9671
79731_at	116448
84726_at	100505570
6002_at	852099
9727_at	854903
54508_at	399833
5128_at	852764
4110_at	854799
8848_at	855731
1000_at	5595
8776_at	855801
148811_at	39693
54922_at	961
270_at	1576
9472_at	855195
79922_at	200894
2844_at	851126
55175_at	123263
139411_at	69776
80304_at	168451
10919_at	853590
55693_at	152078
9665_at	855009
54802_at	55900
218_at	3550
111_at	5875
4552_at	856376
60467_at	84749
57592_at	197407
255275_at	825879
8626_at	854083
145858_at	33830
57628_at	53918
318_at	8971
11341_at	851207
58476_at	115992
144193_at	31093
8336_at	854399
5927_at	851512
254778_at	826887
152940_at	33541
287_at	467
79837_at	100129198
1464_at	619552
55692_at	63916
6830_at	850409
1618_at	1588
10989_at	853469
815_at	1796
140838_at	64009
5549_at	856899
10920_at	853542
4744_at	853185
5184_at	852680
8556_at	854156
50854_at	57478
1438_at	2049
4249_at	854654
57418_at	8939
79850_at	6651
9567_at	855105
10578_at	853885
57111_at	494470
9520_at	855150
59335_at	285987
8501_at	854242
58506_at	89797
151126_at	40495
10495_at	853944
7092_at	852577
132864_at	94232
57604_at	84665
8826_at	855757
84069_at	23468
54915_at	27236
9019_at	855573
144165_at	31029
4363_at	856563
5346_at	850554
10594_at	853856
56034_at	120114
144438_at	31312
10643_at	853812
10280_at	850760
398_at	8886
55632_at	10772
4194_at	854689
5141_at	852729
60526_at	84498
8365_at	854383
114038_at	66482
176_at	5527
56896_at	100616105
4521_at	856393
467_at	26578
6529_at	851491
117247_at	73067
6045_at	852048
10733_at	853717
54972_at	64969
1457_at	3716
5678_at	856744
6728_at	851302
246744_at	832838
7170_at	852466
145438_at	33057
80853_at	26137
253827_at	828924
10505_at	853955
7328_at	852303
79091_at	143187
1161_at	3326
8548_at	854146
113177_at	72170
153684_at	34969
84944_at	389641
4121_at	854811
64121_at	8089
148709_at	39507
115399_at	116873
6205_at	851879
90639_at	56254
5328_at	850589
7096_at	852580
54596_at	91056
2060_at	596
604_at	672
5433_at	850497
93953_at	19142
6919_at	850299
256281_at	820436
55660_at	90871
55821_at	100147773
10045_at	850992
5621_at	856827
64077_at	55761
91975_at	7168
4355_at	856602
79657_at	3158
78988_at	7761
9578_at	855066
11131_at	853323
1237_at	8870
51230_at	201266
116093_at	75894
203286_at	22838
151525_at	43428
4247_at	854652
147685_at	37578
221823_at	90355
6906_at	850332
10332_at	850649
5428_at	850492
