,dddd1.drugs.i.,dddd1.a,dddd2.a,dddd3.a,dddd4.a,dddd5.a,dddd6.a,dddd7.a,dddd8.a,dddd9.a,dddd10.a,,
43,X1050,0.496206351,0.534072815,0.52390476,0.521169501,0.59797509,0.5005611,0.605019922,0.476886927,0.497551305,0.6813983,0.543474607,
44,X1052,0.595451229,0.341603526,0.566331406,0.405664388,0.423338601,0.346579099,0.438459208,0.284471034,0.457699418,0.227723461,0.408732137,
45,X1053,0.094866355,0.219228773,0.371906436,0.275309336,0.426493676,0.037683869,0.195857802,0.422542234,0.231731158,0.147063583,0.242268322,
46,X1054,0.5287604,0.376135579,0.324938601,0.378355959,0.45580231,0.30148362,0.407332212,0.371430456,0.42568541,0.373649545,0.394357409,
47,X1057,0.483263765,0.543498077,0.381298701,0.53990016,0.547786417,0.469324133,0.568195528,0.615744428,0.483440018,0.510386857,0.514283808,
48,X1058,0.36652963,0.360137008,0.185929108,0.378581066,0.342978665,0.510176526,0.452015756,0.233514591,0.435873265,0.363235814,0.362897143,
49,X1059,0.525526103,0.520461403,0.54670652,0.569453638,0.573886551,0.349009776,0.574441989,0.485669724,0.526650664,0.378424499,0.505023087,
50,X106,0.267083759,0.697732933,0.215486438,0.581445849,0.602934616,0.617162093,0.603115464,0.30600084,0.569055173,0.573418931,0.50334361,
51,X1060,0.396853928,0.395336532,0.242740846,0.264799817,0.153010653,0.257562722,0.17331937,0.249151779,0.165570047,0.154098321,0.245244402,
52,X1061,0.380993774,0.475075425,0.290217984,0.242723307,0.337482023,0.540914175,0.212034911,0.291082219,0.259287407,0.379326194,0.340913742,
53,X1062,0.252839673,0.083932914,0.384091592,0.343133121,0.394075414,0.312218632,0.358412753,0.262625718,0.301512216,0.175473784,0.286831582,
54,X1066,0.207005008,0.331210181,0.288822874,0.341736547,0.25567109,0.323529735,0.321084014,0.368854769,0.17199151,0.225460927,0.283536665,
55,X1067,0.218952239,0.064333047,0.220332377,0.25851982,0.183605102,0.243025718,0.239538006,0.161230599,0.055469114,0.244913012,0.188991903,
56,X1069,0.242836632,0.345999028,0.241505931,0.415721966,0.488585138,0.291986515,0.242583389,0.401995713,0.210133813,0.278014532,0.315936266,
57,X1072,0.151423756,0.360658654,0.312260582,0.287245476,0.212134008,0.2924786,0.317121869,0.207478067,0.276977073,0.441541988,0.285932007,
58,X1091,0.294872905,0.215230599,0.236023036,0.289128087,0.189462117,0.245997537,0.341527945,0.086846629,0.119424694,-0.077295274,0.194121828,
59,X11,0.687258257,0.752544474,0.816872961,0.829981593,0.804373218,0.794218574,0.646605053,0.754052296,0.655276304,0.782953879,0.752413661,
60,X110,0.373904064,0.656953494,0.501998661,0.54729184,0.41292454,0.254555308,0.504298766,0.27174383,0.32545535,0.411477281,0.426060313,
61,X111,0.506834268,0.545217162,0.100697064,0.608367345,0.399025805,0.553719923,0.415738851,0.426094942,0.606917551,0.57173931,0.473435222,
62,X1114,0.087629212,0.047732551,0.346986201,0.167044537,0.176142592,0.127711724,0.083905071,0.095540378,0.007525201,0.293648069,0.143386553,
63,X1129,0.268043669,0.3971699,0.164612051,0.313546751,0.349965744,0.054389347,0.178771782,0.146958641,0.080350878,0.296904862,0.225071362,
64,X1133,0.386667355,0.388010881,0.295003242,0.346885327,0.452098793,0.215070169,0.368528104,0.458113569,0.362311583,0.559347838,0.383203686,
65,X1142,0.517779518,0.431898054,0.543764725,0.37320851,0.496188828,0.345552244,0.64176075,0.502323955,0.584160038,0.512766897,0.494940352,
66,X1143,0.506502779,0.438968342,0.193482807,0.342710004,0.463911775,0.404084934,0.347953005,0.38027211,0.438669838,0.556441738,0.407299733,
67,X1149,0.438234833,0.296648436,0.296932281,0.283358795,0.265346648,0.200877538,0.385701584,0.394724166,0.252437664,0.307441555,0.31217035,
68,X1158,0.457439631,0.403159665,0.437482976,0.437925321,0.533745264,0.314975838,0.532281599,0.377500919,0.411712267,0.38541803,0.429164151,
69,X1161,0.516076274,0.605528844,0.53127892,0.259156371,0.679181918,0.404249878,0.643880646,0.592648015,0.33386563,0.520056121,0.508592262,
70,X1164,0.53313812,0.624053586,0.404134892,0.363875204,0.544295367,0.570238196,0.447517799,0.512807957,0.459434604,0.473932839,0.493342856,
71,X1166,0.556405249,0.393281666,0.562496268,0.436834074,0.410044907,0.506043836,0.335191954,0.165109844,0.50080445,0.18651323,0.405272548,
72,X1170,0.468822705,0.458479546,0.544417446,0.447282998,0.490111046,0.378458678,0.479229738,0.509210981,0.386474271,0.463895492,0.46263829,
73,X1175,0.278854182,0.207837826,0.286554946,0.348099575,0.159704446,0.320070625,0.272070247,0.430057251,0.341107165,0.134000294,0.277835656,
74,X119,0.259095501,0.266827449,0.358968344,0.354078048,0.173158526,0.094497535,0.271930052,0.484417665,0.358044918,0.202715578,0.282373362,
75,X1192,0.322164811,0.175868677,0.378991011,0.408328056,0.370689045,0.49277961,0.307095789,0.303500998,0.235197857,0.315319061,0.330993492,
76,X1194,0.539241723,0.423219253,0.538269028,0.4910715,0.647617149,0.506878699,0.295784741,0.479033517,0.436641428,0.623825204,0.498158224,
77,X1199,0.405716198,0.539777245,0.557734531,0.591854099,0.501810235,0.460559951,0.492668581,0.678601204,0.686764422,0.58056066,0.549604713,
78,X1203,0.307994991,0.2640967,0.319470511,0.347638303,0.321523714,0.210658972,0.312074374,0.304857422,0.468539998,0.364031735,0.322088672,
79,X1218,0.267022051,0.313023837,0.364102003,0.325123105,0.285423996,0.282783868,0.048473014,0.285967388,0.330967182,0.284522503,0.278740895,
80,X1219,0.530084736,0.434040022,0.514577552,0.47858099,0.317802868,0.471450077,0.31172481,0.535349607,0.589724307,0.459675679,0.464301065,
81,X1230,0.470011566,0.335618353,0.309798197,0.280185135,0.43038195,0.501107259,0.414279292,0.059493591,0.360333936,0.402595908,0.356380519,
82,X1236,0.267952184,0.39720924,0.390885119,0.349714949,0.513078218,0.339293425,0.332634786,0.436384661,0.351588602,0.353036581,0.373177777,
83,X1239,0.461638122,0.553639067,0.380734726,0.346272726,0.37092617,0.452187922,0.374051502,0.398154752,0.313960723,0.301596367,0.395316208,
84,X1241,0.486493677,0.315271397,0.430368832,0.238677504,0.104009608,0.184727278,0.332864245,0.402491824,0.355703962,0.441264125,0.329187245,
85,X1242,0.353729706,0.465013167,0.474740212,0.470030338,0.363916988,0.484680351,0.508515079,0.438015209,0.268650242,0.454077355,0.428136865,
86,X1243,0.511712555,0.462718728,0.494819015,0.541986529,0.426870334,0.361522616,0.6555767,0.439065852,0.433910601,0.604384684,0.493256761,
87,X1248,0.193032197,0.185498472,0.260858034,0.246899597,0.313567359,0.274053067,0.367351213,0.202331984,0.096977252,0.309171976,0.244974115,
88,X1259,0.5833735,0.350849925,0.364366935,0.434121496,0.360522539,0.361245197,0.408008992,0.415657572,0.417279851,0.396544318,0.409197033,
89,X1261,0.144079957,0.089133229,0.171807872,0.223445169,0.197243976,0.310675594,0.179415111,0.127091184,0.312889312,0.067774587,0.182355599,
90,X1262,0.50837167,0.570971482,0.504063044,0.498267977,0.693652786,0.631596266,0.500583011,0.506961079,0.622011489,0.62225767,0.565873647,
91,X1264,0.618538329,0.634265308,0.422677321,0.570205331,0.464872115,0.521674851,0.501236114,0.425860604,0.542513056,0.494592614,0.519643564,
92,X1268,0.172055288,0.300532353,0.489327125,0.242445042,0.41850085,0.412292569,0.412061466,0.386974583,0.387257316,0.52899684,0.375044343,
93,X127,0.256922704,0.495373844,0.486052843,0.547265925,0.591293058,0.426202998,0.356798631,0.206419986,0.375405761,0.187945587,0.392968134,
94,X133,0.721899832,0.686748467,0.529386895,0.719016778,0.669258968,0.700707956,0.626516863,0.560816141,0.624719513,0.683583057,0.652265447,
95,X134,0.582088892,0.709923347,0.666241721,0.684241436,0.637651815,0.598230799,0.516766054,0.545640811,0.76980443,0.622109999,0.63326993,
96,X135,0.667202392,0.635437522,0.592975436,0.570773261,0.436576691,0.543775556,0.453991739,0.640254778,0.637156151,0.530912295,0.570905582,
97,X136,0.448819514,0.485491379,0.519152081,0.396457214,0.383065398,0.548807306,0.519913705,0.368838151,0.514125496,0.455386475,0.464005672,
98,X1371,0.418847133,0.282682804,0.413673075,0.348562859,0.329520317,0.271780622,0.166336439,0.508225981,0.342387905,0.332167615,0.341418475,
99,X1372,0.299355125,0.347651115,0.158952071,0.374388952,0.202906135,0.45558036,0.239127506,0.278107396,0.212714334,0.230090041,0.279887303,
100,X1373,0.232197833,0.255838641,0.237073908,0.350522548,0.239493068,0.332292534,0.177791866,0.164326798,0.337821475,0.16956235,0.249692102,
101,X1375,0.509586845,0.556179358,0.491269697,0.56363526,0.550696064,0.487907919,0.530434622,0.494981784,0.487940378,0.554015513,0.522664744,
102,X1377,0.052703925,0.181014797,0.0422763,0.077118112,0.210334681,0.222431511,0.178581488,0.087274225,0.292233501,0.183667895,0.152763643,
103,X1378,0.259905033,0.438161801,0.518581407,0.485040645,0.483613413,0.279342945,0.565315211,0.556207652,0.466165236,0.538741799,0.459107514,
104,X140,0.71586437,0.760013453,0.618240534,0.731945148,0.698387193,0.737445022,0.61136203,0.766016885,0.724723874,0.682791047,0.704678956,
105,X147,0.308765808,0.235028234,0.349830838,0.186544074,0.404504153,0.133340805,0.218667688,0.235628017,0.264494374,0.234126135,0.257093013,
106,X1494,0.537481588,0.543194269,0.520974315,0.408976388,0.392248727,0.46326447,0.453749929,0.472757708,0.532165161,0.486266477,0.481107903,
107,X1495,0.425678065,0.524386231,0.476300192,0.609448399,0.556733681,0.555785229,0.597665226,0.484367652,0.473216964,0.686285135,0.538986677,
108,X1498,0.309458385,0.285490685,0.235970828,0.286039759,0.32406933,0.323634025,0.211926846,0.41604973,0.098146852,0.287382498,0.277816894,
109,X150,0.342740514,0.557184628,0.289940123,0.423197944,0.323098826,0.358504086,0.550055,0.45958512,0.457041049,0.299345543,0.406069283,
110,X1502,0.188080203,0.267997684,0.287467447,0.117543945,0.459300794,0.211684821,0.261007599,0.135178894,0.460423432,0.021983163,0.241066798,
111,X151,0.519192403,0.61165677,0.601527109,0.426696771,0.617989837,0.596765468,0.562244394,0.685729235,0.443443214,0.62970709,0.569495229,
112,X152,0.58637916,0.639502185,0.737055498,0.705855791,0.58000924,0.670012153,0.611276652,0.736550745,0.771517042,0.577064234,0.66152227,
113,X1526,0.117580982,0.175934594,0.28016986,0.277648529,0.216042026,0.328845298,0.299001559,0.370120501,0.282736726,0.252436081,0.260051615,
114,X1527,0.190857747,0.343324276,0.218670867,0.384415077,0.47134473,0.261991628,0.364820079,0.290466965,0.504903999,0.391629401,0.342242477,
115,X1529,0.646764709,0.506611888,0.463813647,0.439906585,0.432896118,0.245237446,0.412577127,0.482400564,0.393988572,0.521986315,0.454618297,
116,X153,0.545261134,0.508976141,0.416051126,0.561052888,0.602558213,0.615095197,0.369652882,0.595770162,0.491327985,0.458271221,0.516401695,
117,X154,0.242332659,0.40017961,0.427117594,0.316663168,0.377963626,0.360686299,0.287059417,0.177689039,0.369891647,0.27552924,0.32351123,
118,X155,0.382621022,0.355703446,0.546316926,0.546726584,0.576441471,0.504469683,0.540066726,0.529319249,0.523313027,0.458449357,0.496342749,
119,X156,0.412421681,0.220729582,0.544678522,0.388545517,0.260811356,0.43487756,0.327214198,0.536712153,0.251743047,0.315034532,0.369276815,
120,X157,0.599438186,0.577820347,0.46855257,0.56664268,0.637468782,0.632755326,0.646506842,0.654994667,0.657454321,0.635257485,0.607689121,
121,X158,0.484186569,0.226346108,0.525543843,0.435247743,0.317794158,0.35605676,0.461707683,0.498069421,0.388553507,0.472879647,0.416638544,
122,X159,0.461673756,0.370760535,0.215989974,0.279020311,0.342854977,0.219415303,0.462849986,0.445923263,0.277265309,0.361433978,0.343718739,
123,X163,0.373829158,0.549077278,0.648082981,0.566452681,0.541659203,0.65239997,0.606000145,0.627987367,0.511151939,0.620581097,0.569722182,
124,X164,0.467680866,0.600138689,0.646002119,0.627852212,0.568425843,0.59765283,0.673925216,0.612417433,0.701577654,0.663358523,0.615903138,
125,X165,0.512929018,0.477569359,0.540197547,0.369913406,0.570008136,0.519731022,0.480866534,0.45642731,0.5102011,0.502556315,0.494039975,
126,X166,0.423306026,0.337815937,0.453171574,0.413450915,0.331699752,0.401960323,0.3839009,0.393663996,0.41843709,0.365184547,0.392259106,
127,X167,0.624194215,0.704169778,0.699247908,0.673870467,0.601655996,0.526933879,0.592594828,0.576006475,0.558233276,0.674313283,0.623122011,
128,X17,0.472269034,0.561458171,0.59674652,0.374241778,0.358177586,0.539143185,0.43987201,0.560450477,0.75487467,0.335090659,0.499232409,
129,X170,0.46989669,0.434016444,0.40399102,0.333014686,0.287742865,0.436986089,0.391521968,0.359656312,0.283343895,0.38687552,0.378704549,
130,X171,0.369503733,0.620022323,0.345897574,0.365286457,0.298712921,0.292631338,0.256001071,0.591787921,0.387948194,0.456004871,0.39837964,
131,X172,0.550386606,0.434692191,0.449401622,0.411091019,0.39320607,0.594853524,0.39227651,0.386532286,0.325718637,0.498822714,0.443698118,
132,X173,0.32124542,0.22087732,0.072075639,0.25993337,0.261415017,0.293860445,0.286103395,0.22925588,0.318431506,0.223498391,0.248669638,
133,X175,0.654383033,0.54329588,0.541108471,0.510554603,0.350817864,0.544070592,0.374283488,0.415024647,0.573905014,0.523215879,0.503065947,
134,X176,0.522944802,0.526315698,0.367210639,0.573127008,0.550525928,0.455551216,0.612318821,0.666668471,0.469327075,0.512846081,0.525683574,
135,X177,0.607244285,0.671652202,0.640763937,0.549412747,0.579536457,0.636302668,0.475201467,0.652410563,0.704092732,0.713801312,0.623041837,
136,X178,0.649918221,0.712734695,0.714992459,0.670269268,0.68463018,0.680914044,0.646265299,0.736117532,0.708700207,0.605285843,0.680982775,
137,X179,0.600464568,0.56355135,0.65773519,0.694968689,0.606208092,0.704282683,0.708511022,0.662862147,0.667181199,0.725467512,0.659123245,
138,X180,0.47129065,0.430910316,0.547091338,0.491209039,0.513601801,0.501305831,0.309775648,0.414497573,0.459464109,0.511255032,0.465040134,
139,X182,0.469821461,0.540735436,0.444916143,0.560828009,0.564701035,0.541046877,0.492443239,0.548344576,0.509259191,0.4066076,0.507870357,
140,X184,0.408482595,0.378379315,0.345134404,0.292369933,0.434913929,0.456941819,0.394284822,0.456281786,0.246964597,0.292947726,0.370670093,
141,X185,0.268481871,0.163752837,0.272222805,0.279335345,0.321712997,0.386178351,0.365326361,0.45700779,0.323149304,0.316363979,0.315353164,
142,X186,0.269188325,0.440835687,0.611045956,0.415226138,0.342980155,0.346733992,0.518500928,0.348302768,0.371174922,0.378354871,0.404234374,
143,X190,0.496931113,0.484821195,0.410343411,0.59455587,0.636461471,0.332880911,0.460079642,0.31677803,0.633588116,0.602242333,0.496868209,
144,X192,0.224545581,0.098319755,0.337738109,0.293957488,0.445264002,0.438121665,0.335521753,0.379325989,0.163235434,0.439651617,0.315568139,
145,X193,0.470432123,0.545597524,0.434835344,0.401439666,0.359255221,0.568279776,0.478569024,0.484977409,0.539714703,0.524032156,0.480713295,
146,X194,0.648156164,0.495552606,0.530341062,0.591088552,0.440838037,0.713802686,0.446573295,0.586041701,0.69002689,0.611972322,0.575439332,
147,X196,0.13483705,0.383898066,0.283789018,0.268958029,0.274557844,0.403969586,0.254444532,0.315750707,0.234284157,0.293291198,0.284778019,
148,X197,0.467783061,0.192684123,0.378467504,0.328753075,0.315981368,0.205955406,0.277275591,0.132472378,0.352664746,0.259770959,0.291180821,
149,X199,0.40920585,0.417915772,0.128470313,0.298136937,0.153206179,0.312740284,0.323113547,0.184550653,0.278130915,0.44027597,0.294574642,
150,X200,0.525930713,0.554382931,0.580190853,0.465306404,0.545113861,0.534623723,0.578527229,0.501751824,0.417789281,0.591699473,0.529531629,
151,X201,0.534123288,0.625672243,0.536538671,0.54302305,0.519942661,0.582958021,0.497923112,0.425946324,0.560921482,0.615222446,0.54422713,
152,X202,0.569890699,0.371174892,0.333069249,0.373339411,0.295817638,0.409346123,0.512697345,0.492399145,0.253578494,0.406040426,0.401735342,
153,X203,0.733974707,0.711608797,0.730863249,0.74113799,0.730215238,0.715075794,0.618863778,0.749704943,0.580621601,0.756632439,0.706869854,
154,X204,0.693070052,0.594117903,0.631786767,0.687417176,0.666304032,0.628917101,0.599491192,0.724998431,0.598509891,0.710943092,0.653555564,
155,X205,0.755590675,0.570483932,0.505680912,0.549072553,0.71793456,0.664770376,0.580963905,0.520374796,0.61442725,0.633806753,0.611310571,
156,X206,0.669423909,0.637247021,0.476167663,0.444784433,0.505587028,0.413599054,0.655950507,0.364562164,0.683480118,0.538909223,0.538971112,
157,X207,0.5013585,0.67513916,0.597607861,0.491987117,0.669451144,0.602246681,0.605035265,0.453250116,0.615949935,0.547775227,0.575980101,
158,X208,0.787404406,0.74679463,0.674069839,0.762132091,0.736099816,0.747127632,0.665578106,0.816944105,0.700678202,0.747080768,0.738390959,
159,X211,0.645831329,0.737212617,0.542220838,0.622987169,0.634205429,0.522480401,0.62041057,0.702230281,0.719396351,0.73641892,0.64833939,
160,X219,0.532565406,0.494584163,0.465936756,0.34664856,0.636382582,0.533206174,0.53026051,0.6366716,0.533300599,0.608272445,0.531782879,
161,X221,0.764061394,0.70722803,0.705720101,0.668070226,0.718855121,0.735185457,0.744407653,0.769848127,0.731530125,0.683229757,0.722813599,
162,X222,0.81996697,0.761554286,0.737509473,0.609333664,0.675769521,0.733619169,0.718511688,0.735134623,0.706603656,0.737064843,0.723506789,
163,X223,0.690273808,0.511268825,0.737791881,0.589458594,0.631823619,0.554450141,0.618631933,0.507902086,0.625784007,0.61789199,0.608527688,
164,X224,0.414027511,0.385976843,0.447160326,0.376988435,0.386001921,0.539989174,0.375781742,0.48935109,0.430844634,0.382873618,0.422899529,
165,X225,0.681617762,0.807779231,0.778065198,0.819343226,0.763343715,0.655359074,0.723677112,0.765005512,0.774410309,0.674745902,0.744334704,
166,X226,0.434990335,0.268492731,0.34782051,0.420403027,0.440671156,0.309010485,0.456252901,0.374049385,0.341890357,0.180636803,0.357421769,
167,X228,0.768122102,0.615186884,0.694278505,0.717058467,0.676039146,0.619310206,0.718239307,0.607889574,0.701084535,0.599340954,0.671654968,
168,X229,0.513209212,0.537507739,0.522485159,0.609401567,0.617726528,0.48082362,0.47751038,0.567664674,0.564390112,0.614349393,0.550506838,
169,X230,0.692624196,0.533310648,0.660525186,0.640418934,0.341272435,0.544914731,0.614959312,0.530806238,0.466251756,0.674518399,0.569960184,
170,X231,0.229292106,0.210888282,0.429162795,0.359291992,0.338976668,0.419990658,0.311727838,0.290064209,0.309516657,0.442159979,0.334107118,
171,X235,0.513052929,0.596889669,0.610705922,0.639997109,0.633766516,0.520908185,0.586129414,0.673343706,0.692489162,0.59521283,0.606249544,
172,X238,0.628031698,0.632257548,0.573656448,0.582958359,0.607011515,0.657490514,0.489156664,0.592086755,0.620608417,0.641157123,0.602441504,
173,X245,0.302545187,0.4963008,0.31636456,0.306097987,0.40817744,0.46688674,0.42131115,0.562710603,0.390885145,0.478104497,0.414938411,
174,X249,0.749192019,0.633329545,0.766948271,0.729859872,0.718286131,0.703228129,0.793921759,0.674822815,0.747127994,0.715448149,0.723216468,
175,X252,0.679895084,0.773296089,0.688283925,0.798342522,0.755743391,0.663629425,0.661285616,0.621468008,0.684195397,0.729881631,0.705602109,
176,X253,0.789299933,0.792501128,0.644170773,0.742491294,0.736714324,0.779633608,0.757293708,0.790067718,0.809570304,0.809204236,0.765094703,
177,X254,0.520968998,0.629187246,0.626815864,0.532359545,0.506468234,0.660130322,0.540330358,0.562245466,0.545818222,0.569013812,0.569333807,
178,X255,0.530885429,0.354852592,0.38300895,0.413771633,0.586420333,0.37734542,0.646072306,0.480708985,0.49109894,0.600046974,0.486421156,
179,X256,0.813421776,0.800877881,0.765640507,0.8413425,0.752507586,0.752520408,0.754796004,0.860840104,0.78004576,0.792128634,0.791412116,
180,X257,0.812447859,0.82456026,0.800649236,0.829393585,0.883768189,0.808982198,0.768698536,0.864516419,0.839273253,0.810524614,0.824281415,
181,X258,0.716678835,0.395314678,0.616204188,0.663573067,0.702329508,0.597869432,0.595212411,0.572720309,0.558443928,0.586448726,0.600479508,
182,X260,0.877121577,0.880083874,0.894392028,0.815961268,0.854960817,0.821413402,0.866321379,0.760401295,0.850367576,0.863530877,0.848455409,
183,X261,0.812981072,0.877116865,0.892502564,0.820431887,0.844703651,0.831626974,0.836474781,0.901503272,0.820224276,0.872833532,0.851039887,
184,X262,0.630978592,0.599497138,0.648459053,0.636842412,0.576843817,0.620016444,0.621247658,0.568463707,0.463384813,0.495094976,0.586082861,
185,X263,0.721884338,0.69216883,0.804821416,0.768464377,0.721918597,0.773806036,0.716499151,0.647845885,0.685318757,0.610533521,0.714326091,
186,X265,0.706758641,0.637678986,0.705096427,0.694223226,0.733163551,0.721416483,0.643625124,0.647879885,0.618558315,0.646368424,0.675476906,
187,X266,0.585992139,0.615690502,0.63390968,0.627818262,0.696842359,0.436126676,0.760759508,0.689916801,0.588947099,0.770412876,0.64064159,
188,X268,0.408826754,0.309570111,0.23588267,0.328015583,0.470572896,0.304525117,0.321562205,0.199668656,0.472438885,0.302048735,0.335311161,
189,X269,0.447796564,0.358851397,0.411208476,0.429580036,0.288166949,0.451471052,0.385715971,0.437420231,0.41561356,0.398027749,0.402385198,
