"","drugs.i.","a"
"3","X1",0.10320235247865
"4","X1001",0.597265504726346
"5","X1003",0.426786436953684
"6","X1004",0.622256233467704
"7","X1005",0.453516514359257
"8","X1006",0.427559215688726
"9","X1007",0.685245179779565
"10","X1008",0.47211793635374
"11","X1009",0.286343397113288
"12","X1010",0.299107607859169
"13","X1011",0.190746482727598
"14","X1012",0.638509102890447
"15","X1013",0.391061238305058
"16","X1014",0.172669938116185
"17","X1015",0.246648556577159
"18","X1016",0.146363092336537
"19","X1017",0.517684414163694
"20","X1018",0.387716607640382
"21","X1019",0.558421943078414
"22","X1020",0.523811792303416
"23","X1021",0.468716775593015
"24","X1022",0.625407254157619
"25","X1023",0.0755752963159004
"26","X1024",0.545633650573873
"27","X1025",0.385698748968051
"28","X1026",0.164699773698179
"29","X1028",0.289138217700822
"30","X1029",0.258548735487962
"31","X1030",0.540065049788974
"32","X1031",0.424623999071565
"33","X1032",0.185220274376554
"34","X1033",0.592290032770788
"35","X1036",0.509140808428818
"36","X1037",0.526769645165294
"37","X1038",0.619580444322865
"38","X1039",0.304524501494697
"39","X104",0.454186453017103
"40","X1042",0.304732912452048
"41","X1043",0.358042083547311
"42","X1046",0.486060162311842
"43","X1047",0.309727392704761
"44","X1049",0.339434188342476
"45","X1050",0.523904759804317
"46","X1052",0.566331406019985
"47","X1053",0.371906436053094
"48","X1054",0.324938600976779
"49","X1057",0.381298701414049
"50","X1058",0.185929108327629
"51","X1059",0.546706520358142
"52","X106",0.215486437723428
"53","X1060",0.242740846155031
"54","X1061",0.290217983866926
"55","X1062",0.3840915922212
"56","X1066",0.288822874213187
"57","X1067",0.22033237736003
"58","X1069",0.24150593067725
"59","X1072",0.312260581750519
"60","X1091",0.236023036248
"61","X11",0.816872961309135
"62","X110",0.501998660961439
"63","X111",0.100697063503438
"64","X1114",0.346986200551476
"65","X1129",0.164612050960249
"66","X1133",0.295003242141873
"67","X1142",0.543764724825722
"68","X1143",0.193482806593739
"69","X1149",0.296932280847328
"70","X1158",0.437482976264974
"71","X1161",0.531278920127397
"72","X1164",0.404134892498934
"73","X1166",0.562496267588753
"74","X1170",0.544417445819167
"75","X1175",0.286554945794851
"76","X119",0.358968344361228
"77","X1192",0.378991011063359
"78","X1194",0.538269027886605
"79","X1199",0.557734531443984
"80","X1203",0.319470511106954
"81","X1218",0.364102003254146
"82","X1219",0.514577551552944
"83","X1230",0.309798197079151
"84","X1236",0.39088511879895
"85","X1239",0.380734725586543
"86","X1241",0.430368832159998
"87","X1242",0.474740211813922
"88","X1243",0.494819015061757
"89","X1248",0.260858033893494
"90","X1259",0.364366935261461
"91","X1261",0.171807871816453
"92","X1262",0.504063044140646
"93","X1264",0.422677321096791
"94","X1268",0.489327124656344
"95","X127",0.486052842795243
"96","X133",0.529386894712867
"97","X134",0.666241721372153
"98","X135",0.592975436493535
"99","X136",0.519152081448137
"100","X1371",0.413673075405458
"101","X1372",0.158952071014671
"102","X1373",0.23707390750207
"103","X1375",0.491269696849933
"104","X1377",0.0422763000011033
"105","X1378",0.518581406687815
"106","X140",0.618240534446066
"107","X147",0.349830837794002
"108","X1494",0.520974314850544
"109","X1495",0.476300191764972
"110","X1498",0.235970828088551
"111","X150",0.289940122700019
"112","X1502",0.287467446696185
"113","X151",0.60152710923896
"114","X152",0.737055498487866
"115","X1526",0.280169859954288
"116","X1527",0.218670866561792
"117","X1529",0.463813646522125
"118","X153",0.41605112632392
"119","X154",0.427117593725545
"120","X155",0.546316926497294
"121","X156",0.544678522012011
"122","X157",0.468552570336864
"123","X158",0.525543843158289
"124","X159",0.215989973577313
"125","X163",0.64808298082997
"126","X164",0.646002118689002
"127","X165",0.540197547125546
"128","X166",0.453171574348729
"129","X167",0.699247908299242
"130","X17",0.596746519955547
"131","X170",0.403991020207888
"132","X171",0.345897574292653
"133","X172",0.449401621694733
"134","X173",0.0720756388761697
"135","X175",0.541108471015907
"136","X176",0.367210638714986
"137","X177",0.640763936875846
"138","X178",0.714992458941414
"139","X179",0.657735189978659
"140","X180",0.547091337967187
"141","X182",0.444916143227795
"142","X184",0.345134403589194
"143","X185",0.272222805270143
"144","X186",0.611045955636352
"145","X190",0.41034341136574
"146","X192",0.337738108586756
"147","X193",0.434835343578845
"148","X194",0.530341062408708
"149","X196",0.283789018362005
"150","X197",0.378467503591107
"151","X199",0.128470313394573
"152","X200",0.580190852864825
"153","X201",0.536538671202235
"154","X202",0.333069249158495
"155","X203",0.730863248824211
"156","X204",0.63178676727069
"157","X205",0.505680912008691
"158","X206",0.476167663025399
"159","X207",0.597607861254946
"160","X208",0.67406983936923
"161","X211",0.542220838106055
"162","X219",0.465936755626549
"163","X221",0.705720100732378
"164","X222",0.737509472907551
"165","X223",0.737791881217603
"166","X224",0.447160326106318
"167","X225",0.778065198429245
"168","X226",0.347820509805038
"169","X228",0.69427850501435
"170","X229",0.522485159262404
"171","X230",0.660525186264811
"172","X231",0.429162794502932
"173","X235",0.610705922057215
"174","X238",0.573656448155494
"175","X245",0.316364560023931
"176","X249",0.766948271383563
"177","X252",0.688283925392251
"178","X253",0.644170773480077
"179","X254",0.626815864374324
"180","X255",0.383008950291741
"181","X256",0.765640506835224
"182","X257",0.800649236359428
"183","X258",0.616204187620371
"184","X260",0.89439202833672
"185","X261",0.892502563807728
"186","X262",0.648459052966128
"187","X263",0.804821416429976
"188","X265",0.705096427272228
"189","X266",0.63390967963941
"190","X268",0.235882670484335
"191","X269",0.411208475844208
"192","X271",0.723100170482531
"193","X272",0.592880348113081
"194","X273",0.690495706443306
"195","X274",0.492098427707599
"196","X275",0.598260952354282
"197","X276",0.386809444398431
"198","X277",0.560226007294812
"199","X279",0.859587368557949
"200","X281",0.385635318927947
"201","X282",0.70776791861529
"202","X283",0.717514780697959
"203","X286",0.815137544422274
"204","X287",0.752401702437588
"205","X288",0.573214697810195
"206","X29",0.211909978491953
"207","X290",0.755868506504194
"208","X291",0.69336816072148
"209","X292",0.672711404272783
"210","X293",0.240406090788504
"211","X294",0.647910692778994
"212","X295",0.807922601337257
"213","X298",0.787897281087952
"214","X299",0.596919261624787
"215","X3",0.556160052089295
"216","X30",0.708658669444323
"217","X300",0.610814374609877
"218","X301",0.832304639383719
"219","X302",0.488895113511702
"220","X303",0.807851008361306
"221","X304",0.541446089688248
"222","X305",0.876892549838576
"223","X306",0.716989970563662
"224","X308",0.602574718066007
"225","X309",0.722802644840275
"226","X310",0.798435453019112
"227","X312",0.541581263998745
"228","X32",0.700993246451317
"229","X326",0.53249484836786
"230","X328",0.666838336347687
"231","X329",0.830001159552711
"232","X330",0.660173462075163
"233","X331",0.639371108234333
"234","X332",0.669981164033241
"235","X333",0.668584347475685
"236","X34",0.488994798859741
"237","X341",0.631524060951495
"238","X344",0.542007993029161
"239","X345",0.819911469085145
"240","X346",0.621706298157081
"241","X35",0.700120316659272
"242","X37",0.314383372684287
"243","X38",0.608498507874937
"244","X41",0.5859080611877
"245","X45",0.785603961978587
"246","X5",0.561490294187443
"247","X51",0.352613811607916
"248","X52",0.609673397239993
"249","X53",0.814236501800698
"250","X54",0.700749254391618
"251","X55",0.49278091488113
"252","X56",0.231922674104019
"253","X59",0.551527077736135
"254","X6",0.430852916432098
"255","X60",0.703896325827202
"256","X62",0.609825851039976
"257","X63",0.71811779538272
"258","X64",0.643300947135308
"259","X71",0.402422306337387
"260","X83",0.610309168193193
"261","X86",0.716062910797755
"262","X87",0.678750318067703
"263","X88",0.397664904747825
"264","X89",0.665166351025818
"265","X9",0.498307932907657
"266","X91",0.302010886988897
"267","X94",0.230633809505608
