"","V1","V2.x","V2.y","V2.x","V2.y","V2.x","V2.y","V2.x","V2.y","V2.x","V2.y"
"33","X1038",0.478510110766481,0.602774624247755,0.753721695355323,0.55781591564723,0.661916925534592,0.538068070784843,0.765186996196077,0.696871758078088,0.637240737137301,0.520114339287993
"34","X1039",0.48349639697373,0.655962617798979,0.318176323038527,0.671766340856419,0.659010709454385,0.642354832080784,0.568011963700506,0.581748939130326,0.520822246633183,0.570530537202071
"35","X104",0.495215996055762,0.688568010775352,0.309427839681281,0.551861896735161,0.449021916175407,0.828137287161827,0.296512813164052,0.460807444957079,0.527478860962361,0.585439798488053
"36","X1042",0.320886727645011,0.417791012693167,0.467817128625878,0.416875469137782,0.414121606974899,0.43854684627445,0.203707836417336,0.548921950248757,0.625009229315778,0.520177348647272
"37","X1043",0.47915551007214,0.6266187402871,0.660607849092371,0.486574011616674,0.57223232194434,0.599754222560899,0.744741527123349,0.509429245323553,0.506485957868246,0.551122511775458
"38","X1047",0.633884165111229,0.671938371729953,0.542171378805136,0.695049435630253,0.73008830595935,0.771290135725853,0.68969501425174,0.604905964465491,0.700790486209828,0.745145382226897
"39","X1049",0.727835876363509,0.590572852656573,0.57142190446173,0.797781161105242,0.51020441489252,0.645252596581951,0.686253075579868,0.633154952919838,0.642958090522571,0.596865299165192
"40","X1050",0.525138440893653,0.546868772365578,0.726019270299244,0.619013558976524,0.775832882846849,0.614612196490828,0.824265589249658,0.68681254185743,0.78144463650647,0.852778197391482
"41","X1052",0.704703402930921,0.465530040151141,0.635113877034069,0.591864310604702,0.573958026462884,0.577976950927839,0.492353470425807,0.352935660963689,0.764126184466638,0.469901312823373
"42","X1053",0.530043243278081,0.487296647053274,0.613645970732826,0.669573363946671,0.501345198223062,0.496127930340906,0.523885289044604,0.555006063392535,0.484321909282524,0.624644606344727
"43","X1054",0.797020737161534,0.673045492426488,0.780714146943877,0.776795698760374,0.755473227446248,0.767588027156979,0.569913898631483,0.762120660773397,0.688602084667218,0.567532689247039
"44","X1057",0.678143361182519,0.593948388903085,0.553316298678553,0.805824595660502,0.544924021570553,0.726022588879731,0.682268951406195,0.682784864220413,0.346648671523058,0.637653428104109
"45","X1058",0.590507905840418,0.196161438047473,0.393750092999248,0.540855615760078,0.503971886861964,0.777829341665787,0.729199139481104,0.691602429095791,0.557860517515232,0.579661605465829
"46","X1059",0.696555348905173,0.606082616599335,0.618852152899128,0.606091178451794,0.569081621112554,0.643157165665916,0.679964048360807,0.635484280462105,0.765799196258361,0.41347382128134
"47","X1060",0.654720625710055,0.681397010992815,0.495015386083882,0.73188744628342,0.353883751392234,0.589210032521383,0.525648542628384,0.736608842841006,0.616220626088012,0.404727454175148
"48","X1061",0.690779250715609,0.658468785809634,0.617750870589194,0.471114302284062,0.752256448683554,0.692326135062124,0.753890754260624,0.593928710856843,0.69886704243342,0.444988902656436
"49","X1062",0.6396115184035,0.677742278021365,0.557725684611707,0.546025374583827,0.646681901486338,0.450508842045385,0.63854605957879,0.658872960225982,0.630467788588227,0.426329608226056
"50","X1066",0.400119178952748,0.563488748840414,0.424339433716748,0.615704814606114,0.37694681030058,0.424733676821719,0.338099406739711,0.680566427024947,0.561450732293212,0.600596854808283
"51","X1067",0.517356905472396,0.414236350943418,0.441710170358996,0.438281207683218,0.475981265052981,0.539818714092492,0.380195063520579,0.508168682635108,0.366326310747785,0.521872994274049
"52","X1069",0.427526063414141,0.346413388673169,0.40413307334532,0.486426770318322,0.577428605134498,0.429530640671007,0.504952356886623,0.281817305233988,0.485987637855301,0.347137878889263
"53","X1072",0.240576695192465,0.621339322357266,0.267931294882053,0.615821366745357,0.448142909585676,0.215350886746981,0.429278639861237,0.487641594324917,0.453836275802,0.584461302523711
"54","X1091",0.558105895407568,0.547939420732679,0.595880648343325,0.54995044829488,0.525656368461372,0.448222550928494,0.342385099509929,0.660510505927213,0.520738243844834,0.497590365503216
"55","X11",0.537675256431324,0.667651405006759,0.546621348846976,0.653195334906089,0.62441197253058,0.703363906102546,0.204542842759648,0.557198886051773,0.629719759038586,0.828450204481782
"56","X110",0.220563469117423,0.715730082202196,0.603058221377443,0.63587492192619,0.650355824545671,0.320533467030685,0.608162152184634,0.783938088536116,0.512583046840882,0.639292332195206
"57","X111",0.666794496144587,0.156291328856791,0.246694367655456,0.847117981566648,0.713663388296446,0.686328315536383,0.32555154103669,0.741898975263628,0.752265889154547,0.678035492910911
"58","X1129",0.426284788383283,0.602108647975688,0.259697428030156,0.438517381444477,0.423609105304557,0.401921339383753,0.572045216636564,0.589621377760819,0.569610401523601,0.497328998511363
"59","X1133",0.545883875910842,0.603127687150432,0.643880549547606,0.630861584774989,0.540932053041247,0.404439672306289,0.714698266033229,0.654084080638567,0.749633337217888,0.705800448028775
"60","X1164",0.849298149233139,0.726832113345988,0.323581362541571,0.71354838726086,0.778904822222921,0.808933662436574,0.708468879166659,0.550027286127616,0.726005210956098,0.643845311411182
"61","X1170",0.683687872035617,0.750754113790548,0.701267809051087,0.524666760187177,0.526987009345494,0.460003611890755,0.67233226872081,0.483199545429015,0.632506012551927,0.537856838221945
"62","X1175",0.62684953240448,0.705698018990263,0.631771564665923,0.647002936662777,0.511679009294474,0.670617421895284,0.528929459619417,0.718343644373275,0.721062614571009,0.511739108674989
"63","X119",0.34897753506234,0.62522627863856,0.510242245152264,0.567635239674444,0.766237407538385,0.446905758339106,0.850328362831347,0.556548284006868,0.416063772034099,0.627616169934983
"64","X1192",0.677205642267292,0.476224921256471,0.550884600895791,0.560688477573055,0.564681632873429,0.630770729925751,0.678154974353681,0.617428633728805,0.578828002295786,0.739976575511369
"65","X1194",0.664525107033314,0.496051643027999,0.608766132080456,0.573306625112808,0.76910308275451,0.595241283974769,0.403847483980138,0.595687528519464,0.618843563054446,0.688537780203357
"66","X1199",0.484745238467463,0.523250508831355,0.596260578251828,0.668338438571517,0.410579637677195,0.283013749825186,0.593246106518465,0.490756756183596,0.735394003456223,0.596157440443567
"67","X1218",0.610840875434829,0.682313746857211,0.550036544933773,0.65915321028926,0.644280035763126,0.468360346140806,0.157406151728667,0.249043234346642,0.612215051639304,0.455638576476949
"68","X1219",0.696156806434528,0.582613959370007,0.675410778030522,0.677172612865105,0.600996062939137,0.625792719757218,0.637584850468367,0.74897355134425,0.6955686664966,0.727936789074752
"69","X1230",0.480737878388269,0.329878009712064,0.305162185575332,0.509882399689219,0.542840885730636,0.542352084239401,0.457873791643426,0.399645933292072,0.538876461023074,0.680832905260021
"70","X1236",0.37649201114333,0.667535373085312,0.671406261894558,0.602564669805624,0.608474800004907,0.550099928691846,0.497700473894699,0.775898932468383,0.63973855058209,0.483878081501268
"71","X1239",0.738659693478344,0.782819978253513,0.732729491990023,0.529319001056669,0.577496313648477,0.729532226651514,0.633394266731395,0.635428583560291,0.693114826146099,0.586134377912855
"72","X1241",0.489994696903726,0.63950691779616,0.678213483385338,0.583005677343438,0.493993382472482,0.513088677630573,0.566893695917111,0.582583573083144,0.325445433641205,0.482527852875923
"73","X1242",0.696729650314274,0.67842019087542,0.784630880333058,0.698375673083308,0.708073721300528,0.738133903257597,0.669570590526593,0.829524998364036,0.464251132190692,0.768064472548583
"74","X1243",0.623611147521558,0.47045768294573,0.554410533183372,0.751142273227475,0.657552659859316,0.385410616833405,0.674648851321119,0.521954840226122,0.616506413082415,0.741865716038982
"75","X1248",0.708588434887975,0.502211584662702,0.621054256820711,0.609075167709102,0.591388197855998,0.45294372198318,0.626021108461392,0.341617706168551,0.643844168086509,0.690427333769683
"76","X1259",0.686547877761505,0.57947919943113,0.607929570206579,0.690090966369238,0.811412794141363,0.688069646125408,0.711443882265334,0.691288952927459,0.42065899618202,0.398532493586981
"77","X1262",0.605996418478247,0.708352621939748,0.728540001058539,0.565861080690269,0.816492306070249,0.73065907596574,0.590271704691364,0.775717840552111,0.764069674459363,0.786077725601556
"78","X1264",0.582575717665033,0.57374400637505,0.3021560294722,0.353734963406727,0.61387845861971,0.70714260553932,0.752925166381113,0.662605489126181,0.536796218025698,0.708293061603127
"79","X1268",0.493074093912565,0.199591970979197,0.576387026731181,0.467649058912883,0.465743539550858,0.565348228171607,0.52799496347607,0.635338440914603,0.702226028738706,0.672997227785669
"80","X127",0.551528523954064,0.472244844402429,0.586733024825357,0.594374055578509,0.819397869283719,0.668705339337447,0.439984472800607,0.683301651509192,0.530244186210468,0.570502106654289
"81","X133",0.768665371312641,0.646169459011773,0.618723307834654,0.742792817870493,0.747131058061786,0.792294998739019,0.616784303414665,0.736483740325253,0.566663400914136,0.674209815121732
"82","X134",0.789016795315997,0.856607315410862,0.624063633770751,0.668473122528652,0.684292593440653,0.59186036863544,0.695346608186434,0.655848775599825,0.710627005981943,0.777693311721082
"83","X135",0.693038219068975,0.677636068709074,0.458289910808646,0.474638735916245,0.585708039535588,0.605087820898197,0.52053779538284,0.555472891396914,0.75727935143564,0.670827805569758
"84","X136",0.384612207997899,0.365632532928593,0.670319076533521,0.580486014413603,0.588447506138877,0.614698431048863,0.814264691629961,0.46716265834033,0.681191027407664,0.624473009313373
"85","X1371",0.776392956097665,0.584651134176264,0.712569573287979,0.397511655216968,0.656096499732366,0.735971830791347,0.515794838962865,0.734542039084941,0.604866301930746,0.54224252019879
"86","X1372",0.760058756430636,0.805486315537095,0.672724105733273,0.629879019632869,0.723637412288916,0.728722750625884,0.781389110017971,0.769029507712438,0.841547818518812,0.772260114633704
"87","X1373",0.698290447341636,0.799164634357987,0.533155308262452,0.624365528126704,0.706899211386807,0.508291094503322,0.53915916337059,0.817339112559778,0.872933477115503,0.754969122312013
"88","X1375",0.763698028913667,0.682534744555779,0.71429114538419,0.539853241016403,0.62170370499539,0.820763160710304,0.730001139640335,0.491430610042633,0.724340596061653,0.521788638097107
"89","X1377",0.505491298218811,0.51915945836827,0.526136852914663,0.489718112757744,0.674415824887902,0.612340439508992,0.62565171269289,0.631421231526032,0.607502030288392,0.710376480453059
"90","X140",0.77098456008877,0.754170879537247,0.687858221532688,0.70243496385112,0.610053788025874,0.54434889261286,0.571071156227481,0.635716722329263,0.576488651769302,0.759349333706586
"91","X147",0.333271293350377,0.677642025067675,0.477856739564896,0.49665416348325,0.418640946448787,0.533698666012734,0.271067224744523,0.350045488154439,0.499576429231118,0.553857192508885
"92","X1494",0.588312668745445,0.669820185992412,0.617126584378354,0.505688565010827,0.636786589633827,0.686283823763431,0.657611541530893,0.59203390720928,0.539873811341505,0.656222621523374
"93","X1495",0.478781609942704,0.536383928183192,0.71123268350394,0.73393633330083,0.59641547231827,0.567735482855283,0.696907205987145,0.680373473931772,0.461333729077214,0.677965036776407
"94","X1498",0.586658282127271,0.42141069075506,0.583826192817817,0.679382281450732,0.732857807634856,0.735204343959489,0.722522896288453,0.726988936092528,0.688690134886992,0.775123909656427
"95","X150",0.453526154506821,0.751253013507947,0.692926926703447,0.558841900482717,0.626063240019898,0.664676334447236,0.748986779471747,0.542850461011634,0.657281681480319,0.635986130365733
"96","X1502",0.534795470917285,0.491664962098383,0.611930786872528,0.615530729129486,0.613143245846305,0.685725226733983,0.394690564783538,0.494291801364102,0.660491340681042,0.382458752403936
"97","X151",0.610964172237815,0.483399494598539,0.668927835229794,0.665941388529541,0.743168078031304,0.604642119265989,0.586770174236098,0.745839787797951,0.633885287559052,0.630196958632229
"98","X152",0.69373380338395,0.684084800644393,0.888723066123194,0.724940782108012,0.635309485577448,0.830291600870076,0.659135158350854,0.839329031549508,0.821850300710298,0.502923161897415
"99","X1526",0.682993863367264,0.69559294418707,0.678722385740137,0.700555183916112,0.748473159438374,0.632684922561463,0.812613338616724,0.722030136390847,0.55755698682576,0.709873336502126
"100","X1527",0.349329591951172,0.438419514148324,0.565105865372169,0.466422037545796,0.530183483019339,0.421858733042421,0.329540654504076,0.565785415747753,0.630227357944333,0.679017236275919
"101","X1529",0.667699744377523,0.703965370977821,0.6810602168448,0.477047450485925,0.548927937882876,0.530206271088195,0.764334006844584,0.675583607730843,0.496778940031027,0.571824579978984
"102","X153",0.647740135441065,0.661739116010342,0.571436241181188,0.69530106119489,0.536020742356492,0.656637761555297,0.717494273542748,0.729886218584979,0.736308744274915,0.568637491893521
"103","X154",0.415162261902775,0.378267467096582,0.609182171731338,0.56683722089753,0.657778072343369,0.564023729023036,0.599734527132033,0.546891428445274,0.561116920494566,0.546190370622816
"104","X155",0.705051556833872,0.602230660951441,0.662103570114903,0.826803192058742,0.713585511344465,0.683660527378633,0.552007821419063,0.627698284781598,0.62517697872039,0.526821747118426
"105","X156",0.639680474732854,0.63792428197338,0.660196362197767,0.575518026137742,0.624354937721608,0.379145319579772,0.588946563330409,0.781205528440084,0.455734181387952,0.711919566037128
"106","X157",0.49058531861199,0.649841289671952,0.511399517787337,0.593676708541252,0.523894090792713,0.629360268130282,0.63253282930261,0.714786592086874,0.672485294784753,0.561372736381913
"107","X158",0.640077780906701,0.534963732184543,0.690551606533266,0.578670668084519,0.69835804322831,0.560703356950285,0.681127565413253,0.588107698521224,0.495444545205122,0.757540341402595
"108","X159",0.669428418700464,0.641646420519759,0.725581349028362,0.574977918018262,0.81124672774209,0.625180291044219,0.824485452524497,0.788995202412232,0.452178247170848,0.818427101527807
"109","X163",0.44064905655268,0.548507954603406,0.478629815844072,0.714731774115604,0.673664581527536,0.601604956069746,0.496538735129839,0.634209882706404,0.354906713634147,0.565385918249568
"110","X165",0.495624961102183,0.675523212880113,0.280683543880181,0.547298509668692,0.622617232698763,0.555652447329734,0.629060911690091,0.609567393217686,0.567416167094306,0.744164359670832
"111","X166",0.451656235625183,0.443782141783014,0.179675194505738,0.624323813088639,0.543922279913733,0.582959267455427,0.514856870068703,0.693991777153178,0.566585493248266,0.450423473832062
"112","X167",0.531618299911198,0.58552371765235,0.539789542410998,0.714781547788273,0.673170107679516,0.647857990169044,0.77298795214308,0.681156967893752,0.67073729312889,0.676965153242011
"113","X17",0.254254265140893,0.724548489374612,0.426522010443862,0.303130445493407,0.534191552129516,0.528734387306905,0.621404185424009,0.7363037993672,0.884702764969366,0.468025913260124
"114","X170",0.68845715148116,0.607545564325047,0.56693759634969,0.493250056846339,0.661524105437013,0.508289151756067,0.37334186855309,0.548454713878105,0.448799753208617,0.564217636302943
"115","X171",0.524946755442119,0.766166441422277,0.635669657435878,0.480644302860701,0.539259828474631,0.53058387437948,0.320653623026682,0.64160563277747,0.696314883154242,0.529195592476296
"116","X172",0.599883079587141,0.57958756779227,0.540592343666368,0.369630889343538,0.254990736404767,0.659180862936772,0.421090214320318,0.577834736721284,0.740954431958208,0.627531308818311
"117","X173",0.663350398834634,0.421602000349319,0.485403325746964,0.571633254497053,0.538292387693261,0.457424101573193,0.373658026605578,0.649147725238411,0.718955898644056,0.403996778698347
"118","X175",0.649650764060589,0.703312758962295,0.714007849417315,0.631685182567809,0.629606274829617,0.703700245186825,0.4962944193407,0.690092599216201,0.645788778083006,0.552223168497077
"119","X176",0.608074727470492,0.700171303995173,0.562033567265535,0.792808507354297,0.702359960955364,0.658362626889548,0.569849192449928,0.725787897017734,0.700658755012878,0.677345420563332
"120","X177",0.728062194347843,0.561437031481766,0.702127360499421,0.72334372336227,0.731320246661254,0.708578084391218,0.583570672523743,0.630102846751206,0.779176341338061,0.709915959466689
"121","X178",0.677325292200937,0.6927870753793,0.769259111724582,0.613667931681257,0.67422136459963,0.841475534827991,0.755964256444151,0.783871936617611,0.788874807909029,0.640230224527862
"122","X179",0.794785388705086,0.681529800246993,0.80047155027562,0.669177493855014,0.63904562204479,0.734633605500891,0.866478343957261,0.813434398134727,0.841224693455078,0.831843091956457
"123","X180",0.663028155500348,0.159331150165154,0.581524474250934,0.626083403457084,0.603672221972905,0.617063755245096,0.538886701228398,0.619477929004,0.454606105748438,0.485323938150246
"124","X182",0.688729566764811,0.66286099158572,0.670005567710371,0.358389462356192,0.676500132707457,0.675788666791138,0.674967005744145,0.74302575793976,0.501913681688726,0.593633108790228
"125","X184",0.578919126033326,0.529422601358535,0.640729835589427,0.703556048720478,0.732028227491908,0.450050963030386,0.485333137765698,0.686657318782713,0.817652396761875,0.495411374161215
"126","X185",0.625351619898017,0.496233025966699,0.580499818809398,0.498659962680519,0.630871999611811,0.486454186144688,0.647203142156162,0.580283750031236,0.509168952838786,0.435483818340382
"127","X186",0.639384929131592,0.74721802114994,0.793163948761922,0.642909562693652,0.337286079890315,0.507058372037593,0.569267390417717,0.463482799167629,0.493756307721138,0.384586477513535
"128","X190",0.667803852801696,0.641487722498645,0.622499382843204,0.632505243668529,0.761054861651562,0.440860195596924,0.413937989377714,0.69768041697714,0.721444430520326,0.640852841056892
"129","X192",0.64735123431167,0.47881633585029,0.544026851952786,0.276971554469191,0.330273486026714,0.408857855785062,0.735000292316781,0.455611965145013,0.577960458256787,0.701149256175347
"130","X193",0.576740846092264,0.521067557297158,0.596612025747196,0.299498830279802,0.553289319616867,0.633355603710798,0.537187688620627,0.56914264479919,0.562214042489138,0.545389647242954
"131","X194",0.651038409200073,0.64730611430294,0.633448739075534,0.642492602111927,0.458591608686422,0.671370858900525,0.536338323629865,0.58788309336708,0.657189175066247,0.62045242435448
"132","X196",0.654646398369512,0.607383905463857,0.554888447745395,0.67548077869299,0.639109897629145,0.457199783770236,0.359547368247166,0.615115407149411,0.395051459890291,0.729066941429085
"133","X197",0.383207955134918,0.223257632428958,0.482058970536958,0.458068018489726,0.341766525265793,0.51985199065977,0.414314540708208,0.224848961264467,0.413679008567456,0.270017032536683
"134","X199",0.517410485052916,0.433634916957857,0.370120637854377,0.533417215996989,0.515117125282906,0.672838421275443,0.619573197721388,0.512707586855039,0.620562105055333,0.514492218581056
"135","X200",0.702203093140672,0.582106567902399,0.627798016956702,0.511519901876623,0.514313286713133,0.752838997241894,0.648312083641886,0.612571271239809,0.642986133008017,0.663091953313439
"136","X201",0.714473301378569,0.72729121365168,0.56842374452277,0.575202201461332,0.744785115404852,0.774781393023425,0.792006255995285,0.649829642492252,0.636728228721475,0.707199689699649
"137","X202",0.679756403451941,0.5195000257813,0.514060947893185,0.55410214411227,0.436251431062745,0.574723592873818,0.667012316715381,0.632442963661095,0.503515897362062,0.561941892224597
"138","X203",0.828324230867059,0.808734592207939,0.797551088542402,0.713045588339363,0.880316423783571,0.820497194636709,0.671547066784275,0.757252776986015,0.757240944873432,0.77938740642895
"139","X204",0.704269374758432,0.547281259731124,0.62213478537405,0.589790199208112,0.641756403607846,0.623392670556766,0.650389004362835,0.651050008598902,0.624981983554863,0.641938315081864
"140","X205",0.800447501629495,0.583422735443896,0.73437582947743,0.73026598133697,0.682687331923842,0.681268709921939,0.689246471968079,0.634102916600365,0.612316616070785,0.719740344790403
"141","X206",0.684827300181895,0.797311435009955,0.589228330168195,0.777031163508713,0.550202208239977,0.630591256421944,0.760821295139065,0.724987169404438,0.765494143025842,0.678362499544877
"142","X207",0.540739031653503,0.694671514965098,0.52134806655344,0.586994952259681,0.674480448270039,0.652839684925657,0.68128233697325,0.563903528266482,0.525550645238428,0.670164531367987
"143","X208",0.777827924596443,0.68318981316745,0.729286215226389,0.804288970661643,0.640408677227549,0.751819121158781,0.787723372685508,0.800741564600507,0.536364508186447,0.58724271733257
"144","X219",0.716798821568122,0.736564318033523,0.567155233038047,0.617831592867437,0.748234511210492,0.780114948852933,0.783697702519445,0.820879664939371,0.721417045409294,0.758372627858123
"145","X221",0.810692327298919,0.697365410402079,0.699006714574903,0.766739007228471,0.80096752256098,0.746726072578705,0.726017150823335,0.744136342911517,0.617993977484922,0.716463963826415
"146","X222",0.896708315301243,0.801238060743771,0.693088226811325,0.731205111476899,0.84990511316027,0.821362558102818,0.841426764523479,0.686928379525987,0.875333586030403,0.77821530914867
"147","X223",0.664841148835326,0.756718638833402,0.679454576468193,0.719566990145033,0.77385886010908,0.441283151786051,0.656197056775504,0.732289921512792,0.682262035982708,0.64752470819276
"148","X224",0.813491547614829,0.644904900209303,0.639596366883376,0.512860350788621,0.551171046601168,0.618464814804875,0.59260579199504,0.564639004764723,0.52716036298998,0.492059778717543
"149","X226",0.843362333445252,0.794099281820456,0.723991004458113,0.77401847017,0.852208147677551,0.715530850887299,0.739171749173681,0.777630379995171,0.827899007333197,0.776704957811342
"150","X228",0.859587225639867,0.656973393893946,0.783289401195279,0.804257952431168,0.798388042541459,0.753472337443496,0.783631890463374,0.763613610057679,0.78407097559612,0.657464622980833
"151","X229",0.366915789694083,0.679372925346787,0.706773681464849,0.66271132597125,0.616523541552894,0.57054416122837,0.560515020542821,0.535886978469273,0.644929221377967,0.595519280084346
"152","X230",0.757613118701391,0.662869911137622,0.834671377796201,0.781879934122979,0.641488141098984,0.701077878213569,0.672575500688363,0.735525668326943,0.721309115672512,0.851558572897564
"153","X231",0.692439845483266,0.737531932474015,0.720039425997006,0.649920272126858,0.746610603557125,0.761569638407302,0.497643343507747,0.399518687975341,0.687320697821588,0.558702173028766
"154","X238",0.704974181755616,0.841706298448027,0.730973040177247,0.651122581233474,0.591737475481115,0.754421897280708,0.505556140096698,0.718094522926911,0.676644395438935,0.780433975146404
"155","X245",0.723625167948488,0.700253873008627,0.595952259160811,0.633827405417,0.735200507485114,0.764644079779236,0.677411848345275,0.811212062002691,0.722200223169267,0.709439889212724
"156","X249",0.763263788525536,0.512131386009021,0.680915618691227,0.702204000127161,0.775619615603063,0.763778687910978,0.77759941241839,0.684564051470001,0.683438361453585,0.651459557892879
"157","X254",0.752625886590928,0.64119457170743,0.654459384624186,0.553483552137223,0.661548322411095,0.638143096766101,0.627676491194656,0.50537909711088,0.675597749728804,0.517279375583629
"158","X255",0.696768120381594,0.531653332018335,0.357362817753009,0.404598799249791,0.592926814829877,0.537288029271631,0.671978176831648,0.629712356032815,0.45272500832049,0.615284677342793
"159","X258",0.720495125978522,0.574427459957779,0.687650811452038,0.842823060956647,0.80882095681981,0.749023986959791,0.593690830265264,0.687941948326603,0.640117291129865,0.772113397391605
