"","x"
"1",1.35103129892769
"2",1.6402935142957
"3",3.30910402520884
"4",0.555900172331805
"5",0.679259142619708
"6",0.863941443544168
"7",0.614180000814279
"8",1.37155874962651
"9",0.732682318728642
"10",1.32299222589112
"11",1.68393863029257
"12",0.489202146401863
"13",1.45463988289653
"14",-0.259499383502982
"15",1.4703754365868
"16",0.27104132178247
"17",0.772442112826685
"18",-0.0131699751170596
"19",2.03679061407146
"20",0.807021477726286
"21",0.541589236671109
"22",1.81247802977892
"23",1.31742326450279
"24",1.7393692227159
"25",2.09714261423331
"26",1.69695445865366
"27",-0.0582397091435058
"28",0.790249838196329
"29",0.767391194358204
"30",1.87451366943026
"31",1.4560645009261
"32",1.11758820817289
"33",0.969751709922348
"34",0.839075383391646
"35",0.398933167619009
"36",0.740388207161324
"37",1.87082261362637
"38",2.25728263183015
"39",0.322327570847047
"40",2.06677234805744
"41",0.477028137785524
"42",2.02105506038119
"43",1.4144915566086
"44",0.960621203460094
"45",0.543920429810408
