"","x"
"1",1.44505608887941
"2",2.12382182460529
"3",2.46883840922153
"4",0.974543606930907
"5",2.15173138691189
"6",1.57281842398599
"7",1.55740664712062
"8",1.03470134099782
"9",1.46649011468797
"10",1.40801602011055
"11",1.16460060314875
"12",2.06282227079363
"13",2.39385169657408
"14",0.207257287276652
"15",2.18236067454768
"16",2.35273203981145
"17",1.53914563419612
"18",0.479812618479687
"19",2.58675792885107
"20",1.49711940232375
"21",1.04719912643906
"22",2.07842831375394
"23",0.486158644247778
"24",1.40549056087631
"25",2.62943171437324
"26",1.97086965252128
"27",0.103454437212868
"28",1.01385011347409
"29",1.28264963350825
"30",0.386241116082826
"31",1.29780238891369
"32",0.651155314218159
"33",1.90229372100691
"34",1.15449876621179
"35",1.77025753181161
"36",1.76604843308788
"37",1.15993821687015
"38",0.378470472285163
"39",0.825606267475697
"40",0.493346489760617
"41",1.6057141493961
"42",1.63271713659298
"43",1.45509317045139
"44",1.3060910756312
"45",2.0619156956839
"46",1.07394309217601
"47",2.66964479602614
"48",1.36398237192379
