"","x"
"1",-0.170912054675447
"2",-0.529090873832398
"3",-0.153116471205836
"4",-0.257868976901
"5",-0.134083022844644
"6",-0.069615505429701
"7",-0.316280794627537
"8",-0.255020400279457
"9",-0.266925272620567
"10",-0.267547312295462
"11",-0.369811462908965
"12",-0.0879581162560774
"13",-0.627264871520307
"14",-0.438540019914371
"15",-0.627264871520307
"16",-0.35757999576184
"17",-0.472074677160983
"18",-0.665287244054509
"19",-0.672727281478699
"20",-0.200171304857598
"21",-0.281233574920688
"22",-0.487216212027279
"23",-0.200171304857598
"24",-0.540757496859838
"25",-0.200171304857598
"26",-0.273393001141013
"27",-0.537011807462408
"28",0.239710311445005
"29",0.239710311445005
"30",0.0465215583918399
