"","drugs.i.","a"
"3","X1",0.461944582997416
"4","X1001",0.383742984404605
"5","X1003",0.748149727406422
"6","X1004",0.525904839774804
"7","X1005",0.602301986816266
"8","X1006",0.626262078434248
"9","X1007",0.330317846675576
"10","X1008",0.353527677038657
"11","X1009",0.577446304982242
"12","X1010",0.189576739365848
"13","X1011",0.34493254988419
"14","X1012",0.557772348870904
"15","X1013",0.594767927532072
"16","X1014",0.361179168966443
"17","X1015",0.493533580751522
"18","X1016",0.371512048342279
"19","X1017",0.566039964744788
"20","X1018",0.6090772072304
"21","X1019",0.626527393998595
"22","X1020",0.618023885048216
"23","X1021",0.573503034073619
"24","X1022",0.502764745913129
"25","X1023",0.457373285506864
"26","X1024",0.668663403959473
"27","X1025",0.448426654132686
"28","X1026",0.375778343296536
"29","X1028",0.546187312269064
"30","X1029",0.346175457071153
"31","X1030",0.533677772870454
"32","X1031",0.33483279369383
"33","X1032",0.127919565725478
"34","X1033",0.596594689062466
"35","X1036",0.58884683019181
"36","X1037",0.655417001907001
"37","X1038",0.570673805445707
"38","X1039",0.509587240655156
"39","X104",0.455250944203626
"40","X1042",0.36195361418959
"41","X1043",0.471595268262829
"42","X1046",0.566573851321829
"43","X1047",0.501423075332365
"44","X1049",0.417524884037361
"45","X1050",0.627042211970722
"46","X1052",0.464780400906477
"47","X1053",0.363940931726189
"48","X1054",0.380056481720843
"49","X1057",0.722032082900954
"50","X1058",0.42933967922491
"51","X1059",0.489262294624924
"52","X106",0.615466233735674
"53","X1060",0.0306925684905972
"54","X1061",0.371087098572855
"55","X1062",0.374856725240557
"56","X1066",0.40559311788888
"57","X1067",0.460465716825408
"58","X1069",0.389996376242632
"59","X1072",0.377123261107572
"60","X1091",0.400499665830391
"61","X11",0.716790076963356
"62","X110",0.525290446437883
"63","X111",0.634259314223718
"64","X1114",0.140903360400613
"65","X1129",0.474809718019159
"66","X1133",0.602643586457119
"67","X1142",0.435741199712384
"68","X1143",0.327558737561945
"69","X1149",0.54235850023932
"70","X1158",0.626356354699028
"71","X1161",0.339977648342896
"72","X1164",0.546066799404821
"73","X1166",0.361088031640317
"74","X1170",0.539035410879574
"75","X1175",0.464275856535835
"76","X119",0.251998835179573
"77","X1192",0.484899046536812
"78","X1194",0.472329051575299
"79","X1199",0.422796200857511
"80","X1203",0.440966066105726
"81","X1218",0.50027119872131
"82","X1219",0.62100146249698
"83","X1230",0.363960696993982
"84","X1236",0.412796709310593
"85","X1239",0.449214010409435
"86","X1241",0.377178463335176
"87","X1242",0.4534146402497
"88","X1243",0.590394878068509
"89","X1248",0.311891161379141
"90","X1259",0.238183458022518
"91","X1261",0.399895953406031
"92","X1262",0.496223745896121
"93","X1264",0.472877787150193
"94","X1268",0.212621849473966
"95","X127",0.693617457399555
"96","X133",0.539464016253913
"97","X134",0.571414030582427
"98","X135",0.599351517188995
"99","X136",0.629002065877887
"100","X1371",0.452760301691222
"101","X1372",0.31537166671059
"102","X1373",0.272294363142669
"103","X1375",0.514503429759529
"104","X1377",0.0235055903128931
"105","X1378",0.558573302616486
"106","X140",0.625821100902976
"107","X147",0.292556938322717
"108","X1494",0.447074284359724
"109","X1495",0.507785907450949
"110","X1498",0.0917254455919401
"111","X150",0.612038512646226
"112","X1502",0.429315392889137
"113","X151",0.577528901474236
"114","X152",0.725904718494064
"115","X1526",0.14121011093221
"116","X1527",0.503902245271676
"117","X1529",0.475304130755194
"118","X153",0.515792642927697
"119","X154",0.309091809863513
"120","X155",0.597792998023385
"121","X156",0.366117048495965
"122","X157",0.583774187082401
"123","X158",0.513480801722357
"124","X159",0.584024915982925
"125","X163",0.585085888840323
"126","X164",0.490542831829586
"127","X165",0.269721361629113
"128","X166",0.493157226603491
"129","X167",0.707056297435102
"130","X17",0.418405039189811
"131","X170",0.358518207554192
"132","X171",0.413458746746342
"133","X172",0.282172764157384
"134","X173",0.335053451777853
"135","X175",0.536178740921384
"136","X176",0.693163794985032
"137","X177",0.448710924193566
"138","X178",0.49348463997272
"139","X179",0.767122661666755
"140","X180",0.512031759805819
"141","X182",0.472907625491209
"142","X184",0.49787020540516
"143","X185",0.421860465383432
"144","X186",0.580617814047332
"145","X190",0.484935298294221
"146","X192",0.398643693328738
"147","X193",0.38048780700363
"148","X194",0.731687840931079
"149","X196",0.46180391766992
"150","X197",0.380025973275881
"151","X199",0.40858774558729
"152","X200",0.589345343331184
"153","X201",0.504544809789896
"154","X202",0.385409780030165
"155","X203",0.696505924560925
"156","X204",0.644162953430408
"157","X205",0.530945754740405
"158","X206",0.552232626273134
"159","X207",0.446504430815882
"160","X208",0.741644747367139
"161","X211",0.568632275734236
"162","X219",0.556291230681956
"163","X221",0.70427372064026
"164","X222",0.61806214591729
"165","X223",0.589668228753437
"166","X224",0.541388213252044
"167","X225",0.788956267380052
"168","X226",0.778718572377624
"169","X228",0.658499298971792
"170","X229",0.60138514271573
"171","X230",0.677766982537449
"172","X231",0.559685370056846
"173","X235",0.722599039756318
"174","X238",0.677060713649317
"175","X245",0.637387276283762
"176","X249",0.738991158362723
"177","X252",0.808253079134502
"178","X253",0.693628977172142
"179","X254",0.546632693051307
"180","X255",0.375360222796042
"181","X256",0.854523882790923
"182","X257",0.819386783045359
"183","X258",0.707113291917225
"184","X260",0.759152370102458
"185","X261",0.802583778257689
"186","X262",0.642158474296827
"187","X263",0.738059297667192
"188","X265",0.571089568659876
"189","X266",0.630776513459595
"190","X268",0.350942541422307
"191","X269",0.501234390293142
"192","X271",0.476037058753477
"193","X272",0.5495228752829
"194","X273",0.715882666855674
"195","X274",0.513713361432779
"196","X275",0.649610569632387
"197","X276",0.662650633905619
"198","X277",0.64563652488164
"199","X279",0.85767385422643
"200","X281",0.479605602590231
"201","X282",0.598593103920733
"202","X283",0.696896572624848
"203","X286",0.720021251557137
"204","X287",0.706619502201252
"205","X288",0.680537046461699
"206","X29",0.430429405078885
"207","X290",0.761319135579859
"208","X291",0.692025979955407
"209","X292",0.738586518466299
"210","X293",0.251279448493755
"211","X294",0.745161244578266
"212","X295",0.826434337877744
"213","X298",0.596034408769349
"214","X299",0.721166507631359
"215","X3",0.409284698317104
"216","X30",0.583233548120902
"217","X300",0.713216045226912
"218","X301",0.751719828535489
"219","X302",0.752811107887286
"220","X303",0.841970856423456
"221","X304",0.444571702845714
"222","X305",0.873791244838857
"223","X306",0.806747199870188
"224","X308",0.674924846358624
"225","X309",0.708970071102315
"226","X310",0.863472054284321
"227","X312",0.555436486761246
"228","X32",0.699723326869498
"229","X326",0.687197409633292
"230","X328",0.77023789289726
"231","X329",0.793005931569799
"232","X330",0.750167649492543
"233","X331",0.750684457028398
"234","X332",0.714614146904051
"235","X333",0.556737430744913
"236","X34",0.413287712782733
"237","X341",0.685420463005054
"238","X344",0.571059650487955
"239","X345",0.604092698716508
"240","X346",0.640959887310827
"241","X35",0.699305172478076
"242","X37",0.38403729973829
"243","X38",0.440805448556898
"244","X41",0.520971004324231
"245","X45",0.551078176929715
"246","X5",0.639161878076058
"247","X51",0.428706589475128
"248","X52",0.543716938895358
"249","X53",0.77875340376398
"250","X54",0.658623310387272
"251","X55",0.432843302416407
"252","X56",0.599375912151789
"253","X59",0.543756795848405
"254","X6",0.624085288778245
"255","X60",0.620885334607289
"256","X62",0.611544068860121
"257","X63",0.667755384013313
"258","X64",0.778394916893959
"259","X71",0.474085523633759
"260","X83",0.560490426718044
"261","X86",0.633601772013164
"262","X87",0.665023321902263
"263","X88",0.646522687941276
"264","X89",0.522762211787338
"265","X9",0.410494133313033
"266","X91",0.394557036179615
"267","X94",0.36779215908408
