,dddd1.drugs.i.,dddd1.a,dddd2.a,dddd3.a,dddd4.a,dddd5.a,dddd6.a,dddd7.a,dddd8.a,dddd9.a,dddd10.a,,
70,X1164,0.734261634,0.76073553,0.499857732,0.546066799,0.578334415,0.447333639,0.547285257,0.529496993,0.624139089,0.585129814,0.58526409,
71,X1166,0.537077831,0.376539037,0.664327802,0.361088032,0.442975057,0.634253127,0.449603439,0.179978776,0.416205021,0.266980883,0.4329029,
72,X1170,0.522056837,0.530485616,0.584813833,0.539035411,0.437314482,0.446862606,0.581621248,0.53303493,0.466493678,0.553782741,0.519550138,
73,X1175,0.539771706,0.595033209,0.46543224,0.464275857,0.495464077,0.527993734,0.581005023,0.623108389,0.511124579,0.363760859,0.516696967,
74,X119,0.206143806,0.300076187,0.495522301,0.251998835,0.429907706,0.021198054,0.010881938,0.58654127,0.303358764,0.366196116,0.297182498,
75,X1192,0.49256195,0.458655638,0.499027057,0.484899047,0.528484352,0.512678554,0.370779328,0.397427342,0.406472087,0.400073751,0.45510591,
76,X1194,0.4776981,0.410059743,0.554932234,0.472329052,0.510630304,0.436361965,0.231532559,0.42635017,0.420485306,0.608536368,0.45489158,
77,X1199,0.417069572,0.476184043,0.372605571,0.422796201,0.556287556,0.392838235,0.471751506,0.56851959,0.579450441,0.518747756,0.477625047,
78,X1203,0.425838311,0.419172296,0.522005218,0.440966066,0.446559801,0.4751422,0.318445504,0.382473894,0.611141716,0.261223407,0.430296841,
79,X1218,0.256201179,0.413045476,0.431315463,0.500271199,0.436318412,0.317940822,0.197157318,0.285215696,0.571926424,0.47409176,0.388348375,
80,X1219,0.589047679,0.542017632,0.617433751,0.621001462,0.453301369,0.54297268,0.52365486,0.615409256,0.66867493,0.599665012,0.577317863,
81,X1230,0.471897771,0.248814121,0.301949802,0.363960697,0.443887389,0.580155057,0.395418443,0.203515519,0.353624495,0.347648889,0.371087218,
82,X1236,0.191348361,0.367158522,0.503209379,0.412796709,0.451464874,0.262043202,0.270034698,0.499746697,0.328802389,0.390484393,0.367708922,
83,X1239,0.483551099,0.609451768,0.456678823,0.44921401,0.561751762,0.538050413,0.444908838,0.534296314,0.532237439,0.531754895,0.514189536,
84,X1241,0.378356559,0.45671313,0.426242736,0.377178463,0.461821607,0.324523907,0.473315995,0.4152538,0.375753494,0.440181198,0.412934089,
85,X1242,0.252668377,0.436014115,0.491323097,0.45341464,0.409049048,0.447666178,0.438580727,0.331692712,0.305518298,0.448817645,0.401474484,
86,X1243,0.553954959,0.406030171,0.423665741,0.590394878,0.422720644,0.344562307,0.563937777,0.48120672,0.401743204,0.625055412,0.481327181,
87,X1248,0.330879304,0.422906651,0.456460088,0.311891161,0.528871821,0.337986057,0.424247539,0.41017598,0.336604771,0.520565119,0.408058849,
88,X1259,0.494037671,0.393349863,0.323407175,0.238183458,0.591951721,0.59068144,0.425389667,0.473071884,0.298893466,0.547840311,0.437680666,
89,X1261,0.004416719,0.173862475,0.22151465,0.399895953,0.282301277,0.375128128,0.319190541,0.234529764,0.319194199,0.211007951,0.254104166,
90,X1262,0.468485297,0.548264705,0.377761782,0.496223746,0.514092065,0.572347695,0.415628066,0.464386468,0.569953476,0.574010631,0.500115393,
91,X1264,0.608234145,0.573245063,0.318947442,0.472877787,0.432400623,0.454942473,0.560814011,0.310912113,0.421038694,0.569622203,0.472303455,
92,X1268,0.153070276,0.326901783,0.391007252,0.212621849,0.432714007,0.361304995,0.329481856,0.43374538,0.421889107,0.371336439,0.343407294,
93,X127,0.429102603,0.505028879,0.40684674,0.693617457,0.633688882,0.61479172,0.333735736,0.377693256,0.414997988,0.40873739,0.481824065,
94,X133,0.656674862,0.715340906,0.578595577,0.539464016,0.682467038,0.69576174,0.667692387,0.679775962,0.659679641,0.629314342,0.650476647,
95,X134,0.636650731,0.708511813,0.516035684,0.571414031,0.647922577,0.68880685,0.684093769,0.549306496,0.701166675,0.693353928,0.639726255,
96,X135,0.752392572,0.647422756,0.675024919,0.599351517,0.517488509,0.570228297,0.503993797,0.66109042,0.697392563,0.649450166,0.627383552,
97,X136,0.477145932,0.508071698,0.646043404,0.629002066,0.599145236,0.55601311,0.599799802,0.469340736,0.57555905,0.579151454,0.563927249,
98,X1371,0.305680857,0.326032126,0.381772547,0.452760302,0.5024516,0.252204144,0.307231603,0.372716233,0.418612465,0.44792261,0.376738449,
99,X1372,0.223432001,0.275616005,0.16490787,0.315371667,0.182585255,0.310304219,0.26761736,0.228911853,0.277395487,0.433433281,0.2679575,
100,X1373,0.113147816,0.269224923,0.277234504,0.272294363,0.273426631,0.230260568,0.163548194,0.139502206,0.239483584,0.184609989,0.216273278,
101,X1375,0.585537154,0.528894029,0.450738599,0.51450343,0.570325778,0.479090218,0.480870732,0.427681785,0.571888253,0.535918022,0.5145448,
102,X1377,0.114956051,0.116492936,0.14172292,0.02350559,0.215628745,0.186636252,0.104484777,0.099487302,0.249752994,0.050276696,0.130294426,
103,X1378,0.294320253,0.386752116,0.374344422,0.558573303,0.259957187,0.362030538,0.467075296,0.324424193,0.374487315,0.377967997,0.377993262,
104,X140,0.707515331,0.673817186,0.63240599,0.625821101,0.682480058,0.674238471,0.533318544,0.637956578,0.587249813,0.678147227,0.64329503,
105,X147,0.30501463,0.478246378,0.387203785,0.292556938,0.385694886,0.296437666,0.282286267,0.387888087,0.358557381,0.346702033,0.352058805,
106,X1494,0.370613475,0.462950006,0.319338596,0.447074284,0.391491721,0.465766305,0.507491277,0.546985349,0.586243851,0.516712669,0.461466753,
107,X1495,0.340046307,0.483842393,0.430398024,0.507785907,0.482530028,0.550121232,0.614332633,0.385854402,0.400920283,0.58474893,0.478058014,
108,X1498,0.229129384,0.02947071,0.082829671,0.091725446,0.143046619,0.214794081,0.168437686,0.16029897,0.026395615,0.185431973,0.133156015,
109,X150,0.459675626,0.725311304,0.537127207,0.612038513,0.485035107,0.481172553,0.591851952,0.510346986,0.559240012,0.525985174,0.548778443,
110,X1502,0.441729191,0.436871044,0.484037172,0.429315393,0.60040027,0.484773094,0.264088714,0.127463187,0.637601797,0.340860165,0.424714003,
111,X151,0.459575247,0.484068337,0.628740511,0.577528901,0.620663293,0.606816511,0.55209359,0.75297923,0.569460187,0.647672217,0.589959803,
112,X152,0.522094979,0.583118309,0.78837808,0.725904718,0.541263991,0.707630414,0.570054011,0.720263398,0.746059072,0.452472115,0.635723909,
113,X1526,0.150755088,0.039593773,0.316734004,0.141210111,0.057648012,0.086292207,0.222619668,0.27157878,0.245219243,0.214381788,0.174603267,
114,X1527,0.329227678,0.447468489,0.406708129,0.503902245,0.518499616,0.297428806,0.473896114,0.429249184,0.346299053,0.526471502,0.427915082,
115,X1529,0.512467519,0.472440473,0.56919389,0.475304131,0.529637156,0.351693236,0.50165216,0.597127343,0.464698715,0.500279126,0.497449375,
116,X153,0.45266519,0.485345426,0.589256675,0.515792643,0.564097692,0.585401798,0.606977649,0.657263907,0.551486912,0.614540498,0.562282839,
117,X154,0.36685126,0.325810312,0.377366119,0.30909181,0.370707986,0.498968703,0.245524401,0.184452359,0.374286986,0.318876598,0.337193653,
118,X155,0.609642601,0.446857509,0.60567034,0.597792998,0.701869366,0.562580445,0.614789887,0.610916351,0.578636056,0.556705709,0.588546126,
119,X156,0.463099429,0.425922245,0.390445865,0.366117048,0.423867612,0.32689275,0.366961188,0.503477725,0.265637567,0.414999828,0.394742126,
120,X157,0.56054824,0.578673775,0.565588144,0.583774187,0.627906313,0.594535579,0.571085874,0.690061225,0.618271311,0.575396159,0.596584081,
121,X158,0.558743232,0.596651102,0.621792594,0.513480802,0.647170502,0.516954792,0.640776068,0.616191917,0.650315377,0.591336562,0.595341295,
122,X159,0.582246705,0.571973757,0.496406999,0.584024916,0.587620463,0.486890099,0.643228677,0.596468943,0.373423123,0.620784579,0.554306826,
123,X163,0.382001682,0.466528654,0.551432088,0.585085889,0.53417558,0.567013941,0.365878518,0.594528912,0.433211025,0.526253544,0.500610983,
124,X164,0.523654365,0.52418943,0.58799416,0.490542832,0.484907921,0.512245394,0.605615257,0.565889182,0.647253845,0.529429927,0.547172231,
125,X165,0.464518161,0.431346578,0.516557902,0.269721362,0.470062793,0.509976848,0.484182838,0.52064594,0.498945589,0.516207545,0.468216556,
126,X166,0.427927647,0.361170615,0.474737872,0.493157227,0.397140768,0.491211813,0.447612071,0.342306006,0.483498771,0.414586777,0.433334957,
127,X167,0.585263987,0.676591737,0.61218575,0.707056297,0.593592283,0.586356285,0.60970321,0.586867446,0.6109335,0.627423315,0.619597381,
128,X17,0.54747416,0.707578096,0.634814163,0.418405039,0.475219868,0.615425075,0.547384887,0.591059593,0.733788912,0.571625699,0.584277549,
129,X170,0.545492418,0.490332019,0.526767707,0.358518208,0.422769231,0.561716714,0.45306144,0.550963679,0.297397136,0.552326965,0.475934552,
130,X171,0.491553703,0.588305931,0.442469231,0.413458747,0.294570488,0.283561139,0.330075009,0.543113092,0.443138005,0.340172282,0.417041763,
131,X172,0.445458492,0.391039008,0.423360096,0.282172764,0.261177271,0.502259547,0.286672252,0.471542709,0.500867248,0.593011856,0.415756124,
132,X173,0.233031533,0.144073838,0.266354454,0.335053452,0.386749598,0.296664013,0.267183685,0.138525974,0.39021081,0.333301055,0.279114841,
133,X175,0.630718634,0.540213634,0.434073362,0.536178741,0.527701642,0.500286736,0.391621421,0.553633366,0.598366412,0.515455091,0.522824904,
134,X176,0.568054824,0.672141729,0.466479185,0.693163795,0.662611638,0.493431234,0.590033017,0.619127529,0.535773302,0.482617831,0.578343409,
135,X177,0.506980147,0.376982597,0.352017047,0.448710924,0.415867902,0.425377072,0.497482206,0.469858532,0.448374551,0.57293226,0.451458324,
136,X178,0.604228957,0.663996427,0.674703141,0.49348464,0.696565267,0.702890838,0.677841411,0.709459409,0.671379135,0.651693716,0.654624294,
137,X179,0.724104254,0.627577464,0.640945403,0.767122662,0.625612602,0.674146823,0.776186705,0.722800731,0.788942036,0.795360058,0.714279874,
138,X180,0.464496624,0.295061745,0.492924185,0.51203176,0.484317051,0.517958224,0.469392964,0.406958829,0.402954939,0.469252997,0.451534932,
139,X182,0.573041312,0.645673867,0.61613743,0.472907625,0.645898387,0.609455981,0.67347029,0.711676803,0.636169798,0.591575761,0.617600725,
140,X184,0.477408291,0.353775165,0.479534666,0.497870205,0.466762189,0.450879414,0.421866285,0.500662691,0.401774224,0.303778482,0.435431161,
141,X185,0.391279878,0.268212102,0.377150754,0.421860465,0.389164264,0.273506824,0.420415756,0.428153698,0.296748744,0.28172227,0.354821476,
142,X186,0.482747609,0.626449067,0.699016809,0.580617814,0.435970688,0.390904161,0.531253941,0.490497617,0.482327906,0.31319613,0.503298174,
143,X190,0.542928552,0.325279649,0.466533273,0.484935298,0.588131182,0.349107969,0.380097578,0.458741455,0.544216154,0.484603579,0.462457469,
144,X192,0.34271465,0.285183242,0.530037274,0.398643693,0.624037268,0.566066517,0.609602603,0.40515956,0.591931946,0.490495672,0.484387242,
145,X193,0.42795077,0.522182518,0.461533618,0.380487807,0.329959276,0.565109335,0.478412007,0.500224056,0.595543484,0.477742742,0.473914561,
146,X194,0.689886142,0.6243992,0.65933141,0.731687841,0.585407999,0.737948523,0.61933897,0.628822486,0.659505024,0.66279736,0.659912496,
147,X196,0.365491241,0.479702099,0.261584915,0.461803918,0.347743704,0.374860802,0.343722402,0.431285211,0.318422043,0.476279364,0.38608957,
148,X197,0.420165139,0.334493659,0.458541094,0.380025973,0.436179324,0.403767818,0.324838081,0.31461415,0.369054996,0.366825097,0.380850533,
149,X199,0.486390806,0.310114906,0.348049934,0.408587746,0.363084181,0.545579148,0.349781948,0.355478432,0.308889019,0.476034423,0.395199054,
150,X200,0.706984023,0.701528802,0.506580289,0.589345343,0.558311889,0.612381218,0.67548251,0.653754463,0.591655877,0.780865229,0.637688964,
151,X201,0.628686416,0.70272671,0.532001386,0.50454481,0.723784519,0.70204046,0.773627646,0.648861592,0.574584027,0.680157336,0.64710149,
152,X202,0.592489843,0.403819043,0.427739661,0.38540978,0.325647087,0.491095131,0.568512736,0.634437089,0.376678253,0.470693594,0.467652221,
153,X203,0.735589593,0.603343336,0.698133303,0.696505925,0.689407015,0.659926037,0.653019983,0.619407302,0.594844635,0.734339131,0.668451626,
154,X204,0.671279722,0.525966721,0.594421533,0.644162953,0.623429059,0.526767231,0.572431548,0.617378773,0.498073778,0.630847654,0.590475897,
155,X205,0.691033747,0.551489707,0.572863351,0.530945755,0.681314335,0.651060347,0.558158297,0.513591886,0.576666972,0.628747942,0.595587234,
156,X206,0.741923825,0.675703193,0.49668672,0.552232626,0.596825016,0.467877667,0.721939827,0.460417591,0.686395832,0.574683678,0.597468598,
157,X207,0.382594984,0.60319731,0.513733184,0.446504431,0.65191999,0.629774914,0.567095819,0.412757581,0.700596251,0.505697822,0.541387229,
158,X208,0.748893626,0.762429607,0.637109119,0.741644747,0.715441462,0.763016485,0.719466593,0.760984145,0.645529635,0.758316925,0.725283235,
159,X211,0.635681184,0.697410841,0.531693963,0.568632276,0.552855387,0.585624467,0.586021955,0.738966332,0.688742092,0.68801857,0.627364707,
160,X219,0.6763737,0.575962292,0.643967371,0.556291231,0.679894432,0.687083318,0.691629121,0.767977934,0.650307595,0.73633527,0.666582226,
161,X221,0.701889206,0.681423077,0.641800935,0.704273721,0.604480502,0.721325149,0.685677631,0.73430368,0.706410279,0.680629464,0.686221364,
162,X222,0.767249265,0.711222095,0.655960338,0.618062146,0.692146809,0.71354886,0.638842033,0.713273638,0.629486273,0.74943236,0.688922382,
163,X223,0.606448162,0.558971437,0.703299721,0.589668229,0.627369506,0.555379931,0.598628502,0.596267474,0.625687187,0.676839025,0.613855917,
164,X224,0.46868913,0.545581368,0.53119244,0.541388213,0.500824972,0.576037603,0.535168854,0.521234284,0.544493177,0.499060798,0.526367084,
165,X225,0.622262249,0.767586698,0.742692903,0.788956267,0.740937883,0.685126493,0.729863154,0.753145646,0.80980348,0.674708657,0.731508343,
166,X226,0.785032233,0.633606755,0.608144419,0.778718572,0.746928505,0.681595796,0.753555611,0.769622347,0.744183888,0.715849049,0.721723717,
167,X228,0.748155306,0.618935038,0.718142749,0.658499299,0.666972542,0.588748065,0.718757779,0.672385201,0.626139452,0.630173419,0.664690885,
168,X229,0.55788025,0.593383342,0.539872317,0.601385143,0.644084478,0.519001744,0.538568308,0.547274625,0.555752937,0.570594038,0.566779718,
169,X230,0.671234021,0.53841816,0.694326058,0.677766983,0.564325911,0.557757025,0.64995187,0.650466342,0.677043589,0.672392473,0.635368243,
170,X231,0.584856086,0.64060175,0.645126504,0.55968537,0.679754702,0.664411284,0.500963898,0.504857507,0.579419025,0.534189425,0.589386555,
171,X235,0.601383136,0.70487177,0.627251754,0.72259904,0.657698184,0.675676788,0.6008305,0.756071862,0.74843082,0.652654806,0.674746866,
172,X238,0.723859348,0.733383055,0.518828848,0.677060714,0.692028419,0.741064996,0.578105226,0.700138603,0.683776873,0.685319306,0.673356539,
173,X245,0.666423188,0.669254945,0.609093357,0.637387276,0.719378037,0.709333211,0.659155652,0.751625713,0.62139502,0.691632645,0.673467904,
174,X249,0.776842869,0.638707321,0.748715399,0.738991158,0.701594513,0.7121121,0.789600039,0.646582595,0.75390231,0.706779515,0.721382782,
175,X252,0.72161523,0.772953746,0.672501506,0.808253079,0.738958651,0.681137938,0.64271038,0.640296964,0.683084879,0.771291062,0.713280344,
176,X253,0.754865353,0.777236224,0.609389196,0.693628977,0.723361675,0.769041148,0.721095601,0.770371975,0.795196996,0.780544882,0.739473203,
177,X254,0.479839991,0.63035665,0.494722357,0.546632693,0.500234727,0.560806501,0.628834334,0.504142737,0.491955497,0.459036964,0.529656245,
178,X255,0.500647054,0.374634624,0.319102134,0.375360223,0.53634981,0.338480441,0.647180733,0.505188806,0.465785525,0.595816477,0.465854582,
179,X256,0.840840846,0.823596661,0.79148605,0.854523883,0.776387829,0.797316185,0.755904642,0.857809138,0.779425121,0.812235939,0.808952629,
180,X257,0.812979933,0.79992638,0.782501536,0.819386783,0.86729889,0.782846727,0.759841198,0.84501529,0.823708293,0.809842331,0.810334736,
181,X258,0.651282262,0.487650247,0.656463248,0.707113292,0.728152137,0.591028097,0.583140025,0.630198723,0.555619571,0.578811736,0.616945934,
182,X260,0.867667985,0.856790527,0.87227528,0.75915237,0.841618066,0.818514352,0.869706931,0.722243034,0.839190366,0.876012331,0.832317124,
183,X261,0.79815438,0.855869389,0.872395125,0.802583778,0.819673792,0.799156393,0.786808213,0.882400198,0.790834632,0.821844487,0.822972039,
184,X262,0.664265756,0.584392534,0.677726088,0.642158474,0.587283774,0.621410563,0.637886096,0.589812884,0.463233464,0.52284518,0.599101481,
185,X263,0.742064577,0.697142468,0.799958971,0.738059298,0.724198581,0.748117888,0.725700472,0.657217158,0.663519749,0.597194888,0.709317405,
186,X265,0.707862522,0.606919787,0.66695277,0.571089569,0.658508925,0.62880803,0.558312171,0.605034183,0.591508646,0.662655882,0.625765249,
187,X266,0.547244459,0.570141703,0.602142242,0.630776513,0.660130375,0.382257588,0.772083032,0.639047156,0.55995542,0.746631741,0.611041023,
188,X268,0.422387921,0.403817856,0.361521983,0.350942541,0.571629914,0.342402816,0.385953341,0.27869873,0.483832941,0.349278061,0.39504661,
