"","Cp","AICc","GCV","BIC"
"1",-0.537908245985869,-0.686354638305773,-0.71052437617121,-0.47293676358141
"2",-0.00472238158312099,0.0203176196441429,0.0248646110956127,-0.0092070558922368
"3",-0.15515012253778,-0.144344492509317,-0.14343789603171,-0.157738800333047
