,dddd1.drugs.i.,dddd1.a,dddd2.a,dddd3.a,dddd4.a,dddd5.a,dddd6.a,dddd7.a,dddd8.a,dddd9.a,dddd10.a,,
66,X1199,0.369751318,0.514088785,0.389375919,0.499927191,0.608791665,0.379600348,0.411293194,0.451852412,0.608919899,0.636091661,0.486969239,
67,X1218,0.294362264,0.392157781,0.508750505,0.429035505,0.348927969,0.291651165,0.254926339,0.339118052,0.581813971,0.468629128,0.390937268,
68,X1219,0.368643406,0.479389885,0.516856204,0.476893762,0.299917207,0.416857142,0.41901475,0.478820932,0.607012789,0.489421317,0.455282739,
69,X1230,0.216263499,0.23329455,0.172766859,0.277811601,0.451572011,0.528415637,0.378024283,0.108088233,0.29680482,0.390466418,0.305350791,
70,X1236,0.37225225,0.464696426,0.569800083,0.367660496,0.495322879,0.433584226,0.437933732,0.596042028,0.473286355,0.419334995,0.462991347,
71,X1239,0.222980088,0.334911996,0.15491366,0.375901499,0.308132209,0.284400668,0.326644754,0.242230364,0.348047162,0.216166674,0.281432907,
72,X1241,0.390839643,0.263369097,0.435813535,0.204935728,0.296584172,0.204127238,0.265676466,0.295819436,0.39820791,0.479025068,0.323439829,
73,X1242,0.348394068,0.412931208,0.428684231,0.457841011,0.438355348,0.403322482,0.55874145,0.342003413,0.445516103,0.361001384,0.41967907,
74,X1243,0.517211853,0.395520854,0.564058209,0.559380259,0.386592456,0.469954204,0.593913946,0.562645757,0.513273983,0.657593044,0.522014456,
75,X1248,0.39069689,0.603329736,0.530344109,0.568893254,0.617812796,0.519765677,0.548394508,0.400023261,0.544960721,0.49290239,0.521712334,
76,X1259,0.486043781,0.37568529,0.399540975,0.237476105,0.536305704,0.437480738,0.443795498,0.335056759,0.256016202,0.478488404,0.398588946,
77,X1262,0.495822034,0.519376234,0.534247454,0.423291514,0.56283361,0.567193156,0.55658646,0.553549518,0.708661729,0.603337306,0.552489902,
78,X1264,0.318280386,0.434995701,0.287823605,0.383947363,0.465867613,0.50451916,0.179965243,0.288820192,0.279754787,0.421954071,0.356592812,
79,X1268,0.184663756,0.225151039,0.323543664,0.143594922,0.371332198,0.375699756,0.332644968,0.30481779,0.384375455,0.26023528,0.290605883,
80,X127,0.312318241,0.465984155,0.387175159,0.643996489,0.46550753,0.469149686,0.418679016,0.455896041,0.484392362,0.087248452,0.419034713,
81,X133,0.721537471,0.653543653,0.625740662,0.601425597,0.640146514,0.672301336,0.741962215,0.625331757,0.656048535,0.559953882,0.649799162,
82,X134,0.510308752,0.644156503,0.553872185,0.638162873,0.695642261,0.595199679,0.593390656,0.6075997,0.688625534,0.64113877,0.616809691,
83,X135,0.521588354,0.628391326,0.494117824,0.426664937,0.360438165,0.392650789,0.384734942,0.488981114,0.595769326,0.538362577,0.483169935,
84,X136,0.480009973,0.422364591,0.646896092,0.49115563,0.665544147,0.554832252,0.500994687,0.39034408,0.511641635,0.428545983,0.509232907,
85,X1371,0.409467366,0.491830151,0.68156577,0.490826349,0.601670175,0.45063556,0.436974967,0.623914344,0.627291388,0.489704671,0.530388074,
86,X1372,0.428806302,0.438819374,0.380679209,0.363438699,0.39539871,0.462007989,0.351691475,0.444899159,0.547160871,0.557968895,0.437087068,
87,X1373,0.087599752,0.063957893,0.321840187,0.308035868,0.155281171,0.341081552,0.275571307,0.220812731,0.337394806,0.257660515,0.236923578,
88,X1375,0.437579806,0.38731932,0.370745801,0.408140853,0.460478081,0.478751767,0.441485583,0.404777417,0.498999865,0.446340106,0.43346186,
89,X1377,0.40209415,0.509265848,0.528000349,0.466053373,0.478285826,0.697005184,0.573969455,0.504233786,0.666924022,0.680917024,0.550674902,
90,X140,0.492770333,0.56931738,0.449504219,0.583316572,0.388326704,0.469693802,0.518944623,0.500719268,0.404716147,0.313565134,0.469087418,
91,X147,0.334308528,0.449873429,0.443108242,0.341421856,0.243686378,0.284114404,0.2278781,0.312609005,0.413715184,0.312933707,0.336364883,
92,X1494,0.544359021,0.502186175,0.50397674,0.432016281,0.62267112,0.628390157,0.609955952,0.529447284,0.523582054,0.526647278,0.542323206,
93,X1495,0.415971976,0.607013714,0.491912892,0.527721408,0.525126699,0.608645656,0.665831633,0.626545886,0.468276247,0.627350131,0.556439624,
94,X1498,0.421187691,0.394749323,0.422851293,0.418273485,0.370898247,0.49918797,0.383456434,0.485363986,0.329190169,0.380379422,0.410553802,
95,X150,0.345961677,0.524629121,0.345296447,0.568537481,0.512697652,0.50908879,0.47700196,0.40293995,0.509810651,0.501283332,0.469724706,
96,X1502,0.32281975,0.446293663,0.336045117,0.27512538,0.486565422,0.445876556,0.299306673,0.199515642,0.623086412,0.231721589,0.36663562,
97,X151,0.42587559,0.433100041,0.545529971,0.42872673,0.473428911,0.460841725,0.482845223,0.617791982,0.530439181,0.395113747,0.47936931,
98,X152,0.507727723,0.486980999,0.716081011,0.688286978,0.487032946,0.686784999,0.576413485,0.692246422,0.753159427,0.381829061,0.597654305,
99,X1526,0.779930776,0.766656074,0.720647045,0.666985725,0.835414871,0.753917883,0.83595335,0.820972337,0.767338459,0.819725845,0.776754237,
100,X1527,0.392900519,0.431344135,0.411980672,0.443991258,0.39588285,0.256784453,0.497959831,0.260193975,0.444403418,0.466380112,0.400182122,
101,X1529,0.475404475,0.447216219,0.51521424,0.240773016,0.305550291,0.266438904,0.484505327,0.430142947,0.238771216,0.48368454,0.388770117,
102,X153,0.354834461,0.418240907,0.463200468,0.450578077,0.450450529,0.638860152,0.475992344,0.687866465,0.467747712,0.534271391,0.494204251,
103,X154,0.476788733,0.342133487,0.401270034,0.422121822,0.480838836,0.516480684,0.384871594,0.346580734,0.471425604,0.448325847,0.429083737,
104,X155,0.64262467,0.704970221,0.610852039,0.650453914,0.769110035,0.652661807,0.584292113,0.660136043,0.497746759,0.649937137,0.642278474,
105,X156,0.520841829,0.414052644,0.445821365,0.433322748,0.315498117,0.388622482,0.470692171,0.584612438,0.326796819,0.345762665,0.424602328,
106,X157,0.328715121,0.347542313,0.45010902,0.275421987,0.388565468,0.431562613,0.495293615,0.445901257,0.415864543,0.443699342,0.402267528,
107,X158,0.403117116,0.404100168,0.517846534,0.436158031,0.515514715,0.3450072,0.49008411,0.522039452,0.596962659,0.528640117,0.47594701,
108,X159,0.494436913,0.457825964,0.58236056,0.546762066,0.548899436,0.571111914,0.730032705,0.492600427,0.444224532,0.561714126,0.542996864,
109,X163,0.306379708,0.484295593,0.41497502,0.439810162,0.427985078,0.4394562,0.317002221,0.425226061,0.379710223,0.314189148,0.394902941,
110,X165,0.361423694,0.273700592,0.506862956,0.130462929,0.382050506,0.458553149,0.313854206,0.323457311,0.224432118,0.352848588,0.332764605,
111,X166,0.475933604,0.311189719,0.3339374,0.569212853,0.339067839,0.387580209,0.320633315,0.24538637,0.351790006,0.345452914,0.368018423,
112,X167,0.550936463,0.584731208,0.556214199,0.612050517,0.530686754,0.473203974,0.580276511,0.55562184,0.602217352,0.566025405,0.561196422,
113,X17,0.449578417,0.643588542,0.345241561,0.408883686,0.49917763,0.608708259,0.460576474,0.529378361,0.643038027,0.564255978,0.515242694,
114,X170,0.539260005,0.592265182,0.531582272,0.227417548,0.432611465,0.494626857,0.447916747,0.549250352,0.237156189,0.504817812,0.455690443,
115,X171,0.339765749,0.605112158,0.393911904,0.314629818,0.351869815,0.293709473,0.353963175,0.514034903,0.41413103,0.399025979,0.3980154,
116,X172,0.569821909,0.449058941,0.394150175,0.365131826,0.362569811,0.440257152,0.365538885,0.506028924,0.523968053,0.66041248,0.463693816,
117,X173,0.278422988,0.217602495,0.272195032,0.275217573,0.279492955,0.169129729,0.166813236,0.115901882,0.131844925,0.140368665,0.204698948,
118,X175,0.439468753,0.353234966,0.318542547,0.269994782,0.420226022,0.354653827,0.230510773,0.339579829,0.425239856,0.464756047,0.36162074,
119,X176,0.326906708,0.509452299,0.24810609,0.430623784,0.482715984,0.436186899,0.459639959,0.527265408,0.471020479,0.525084788,0.44170024,
120,X177,0.583434872,0.5866902,0.618676719,0.524495414,0.514862404,0.551494363,0.551053401,0.5644005,0.654293806,0.649288446,0.579869013,
121,X178,0.432605286,0.550459823,0.533392153,0.407100185,0.612553462,0.602300329,0.616392405,0.600936988,0.590366013,0.506625627,0.545273227,
122,X179,0.452290252,0.422265887,0.352896149,0.390446611,0.376040372,0.507676149,0.561894812,0.354025287,0.385229437,0.434367775,0.423713273,
123,X180,0.630260239,0.560116082,0.606959302,0.521897826,0.504347849,0.389230737,0.438836436,0.500545819,0.565347708,0.569231883,0.528677388,
124,X182,0.299206111,0.385924619,0.364572133,0.227033047,0.353669142,0.409469891,0.329552519,0.414121107,0.299958716,0.273168872,0.335667616,
125,X184,0.404252644,0.294799042,0.375561916,0.405047365,0.369602618,0.392163756,0.372330946,0.550982696,0.385486696,0.330003991,0.388023167,
126,X185,0.265911818,0.254440332,0.287986054,0.443004162,0.257947233,0.20252852,0.307417508,0.329443256,0.162411832,0.281486983,0.27925777,
127,X186,0.447667758,0.539009503,0.637476591,0.441417444,0.513806967,0.388556604,0.523778321,0.583093049,0.506559706,0.316549219,0.489791516,
128,X190,0.449179649,0.278490528,0.380314695,0.553750293,0.519007825,0.409286097,0.34956765,0.425176496,0.559386085,0.546318585,0.44704779,
129,X192,0.232408301,0.322719329,0.345134755,0.298348426,0.520229106,0.349208854,0.548052033,0.381999683,0.41093396,0.488459805,0.389749425,
130,X193,0.383693564,0.494598682,0.434087357,0.433443599,0.460034318,0.55056403,0.436752808,0.448390748,0.578324319,0.392914745,0.461280417,
131,X194,0.562487848,0.382879184,0.453424098,0.512929,0.396779128,0.539787303,0.441739713,0.45731901,0.559883691,0.499109583,0.480633856,
132,X196,0.221074422,0.390439764,0.208740413,0.368698067,0.265518271,0.338078502,0.285190569,0.284973922,0.117476503,0.28406734,0.276425777,
133,X197,0.272017691,0.289484631,0.488153875,0.32638025,0.453010805,0.362314112,0.223059094,0.393512515,0.277823614,0.248399028,0.333415561,
134,X199,0.421471557,0.357176838,0.252818004,0.255794273,0.395314789,0.368333325,0.265921009,0.266455704,0.227698724,0.42771343,0.323869765,
135,X200,0.658859372,0.707137231,0.532498407,0.477388092,0.519942811,0.600653243,0.634543776,0.601042658,0.528808098,0.68101053,0.594188422,
136,X201,0.55450978,0.583993005,0.570843749,0.573136533,0.528887052,0.612450092,0.631247375,0.57779372,0.55485322,0.616394686,0.580410921,
137,X202,0.502266642,0.136066967,0.421642076,0.236329838,0.273436828,0.285552562,0.323399504,0.455320224,0.19220409,0.321464955,0.314768369,
138,X203,0.440533863,0.587574624,0.570905653,0.513875639,0.614471553,0.565861573,0.543820733,0.532867716,0.451018387,0.56205335,0.538298309,
139,X204,0.302110505,0.296308311,0.486676375,0.368627303,0.392329804,0.332196068,0.440245752,0.371827282,0.387875534,0.505509688,0.388370662,
140,X205,0.681859821,0.296008574,0.580079732,0.449901382,0.49507036,0.474140415,0.515715475,0.479093404,0.538531462,0.633594347,0.514399497,
141,X206,0.756973358,0.635790785,0.477084175,0.52697136,0.460135201,0.529131964,0.732475108,0.304640684,0.626199452,0.563224745,0.561262683,
142,X207,0.292921025,0.428862741,0.424409086,0.373839462,0.402191202,0.473142964,0.292217104,0.307236055,0.417077603,0.297058631,0.370895587,
143,X208,0.610209181,0.571403796,0.546824344,0.547194443,0.696137957,0.550928639,0.640758103,0.658718179,0.520776488,0.627643068,0.59705942,
144,X219,0.514309922,0.431751121,0.488322065,0.382865884,0.637038348,0.660635088,0.56568399,0.647084744,0.584584334,0.690839584,0.560311508,
145,X221,0.653661002,0.477524297,0.541715072,0.46304968,0.492395973,0.685838481,0.586746682,0.618616688,0.714197453,0.476884543,0.571062987,
146,X222,0.697085035,0.658298288,0.569858195,0.589181829,0.644805938,0.656463034,0.476648338,0.665005655,0.638494074,0.693317979,0.628915836,
147,X223,0.629110757,0.483753309,0.627078061,0.561334373,0.582590167,0.511742376,0.568438401,0.495517771,0.666183628,0.710838903,0.583658775,
148,X224,0.391923657,0.481656866,0.47346172,0.506619171,0.486446851,0.565736676,0.455524796,0.498631595,0.579018754,0.384300823,0.482332091,
149,X226,0.731377823,0.484324072,0.517697568,0.724786583,0.632379385,0.551304079,0.633248312,0.680608572,0.684433654,0.534860663,0.617502071,
150,X228,0.579375983,0.522803774,0.579208012,0.45822406,0.546969262,0.511326527,0.508158704,0.495149227,0.415608853,0.590106975,0.520693138,
151,X229,0.467689025,0.464779575,0.174900842,0.408760701,0.430624108,0.334244645,0.333808763,0.26234775,0.301548707,0.415822086,0.35945262,
152,X230,0.5887333,0.485532751,0.646281577,0.560633817,0.284724666,0.418145622,0.499595597,0.55565386,0.589585279,0.576989065,0.520587553,
153,X231,0.51911125,0.558393969,0.674151484,0.526934298,0.666212897,0.653847444,0.46962543,0.482184073,0.59534133,0.489453261,0.563525544,
154,X238,0.674305132,0.649181169,0.410089877,0.60670704,0.514674805,0.619595918,0.486209776,0.589683407,0.553546877,0.609861206,0.57138552,
155,X245,0.321788869,0.554809465,0.467246964,0.472266742,0.575681517,0.542392737,0.510881481,0.590580531,0.473172607,0.458824327,0.496764524,
156,X249,0.444137621,0.33596269,0.540330564,0.273740066,0.427796772,0.404439974,0.469299581,0.38235252,0.39776216,0.243920099,0.391974205,
157,X254,0.29794866,0.61386642,0.565225296,0.550351074,0.383549692,0.430729156,0.463908078,0.478815127,0.424211188,0.362408925,0.457101362,
158,X255,0.404285622,0.304836475,0.183841945,0.294784262,0.357849098,0.339874977,0.590990883,0.407694775,0.494699309,0.391100779,0.376995812,
159,X258,0.527529025,0.363383989,0.383778501,0.508098346,0.520866957,0.487897629,0.501623043,0.455093645,0.478627199,0.480884117,0.470778245,
160,X260,0.725033248,0.734125737,0.704057067,0.626785601,0.693527356,0.706726467,0.622327136,0.573604852,0.618330369,0.646268604,0.665078644,
161,X262,0.508647475,0.430702454,0.569728737,0.464092944,0.372058387,0.353022935,0.498475224,0.557893992,0.415782255,0.485993833,0.465639823,
162,X263,0.480721828,0.545393417,0.59858132,0.600448722,0.58600787,0.524411971,0.42764681,0.431300968,0.483794929,0.448481076,0.512678891,
163,X265,0.766245829,0.628137527,0.680385441,0.745541278,0.773466812,0.636827112,0.717434735,0.67067393,0.66016625,0.669160483,0.69480394,
164,X266,0.554972482,0.534843406,0.586388611,0.624163724,0.640748322,0.376529423,0.676096901,0.682272545,0.66843046,0.670392122,0.6014838,
165,X268,0.319757641,0.322181202,0.14659095,0.24513277,0.402008396,0.228276557,0.290207648,0.193153191,0.313554915,0.249027297,0.270989057,
166,X269,0.481902404,0.342972733,0.442936701,0.323068454,0.203759104,0.474154329,0.429302317,0.36507969,0.384435019,0.460933513,0.390854426,
167,X272,0.537411298,0.79191252,0.625646739,0.637669761,0.736644957,0.731794117,0.660811864,0.682945926,0.671305554,0.681809698,0.675795244,
168,X273,0.57716156,0.567997783,0.713714546,0.597624617,0.576885999,0.56347076,0.601146828,0.377940754,0.680652643,0.50566263,0.576225812,
169,X274,0.67496078,0.541893082,0.55942824,0.481095901,0.608985123,0.530364759,0.562781445,0.665155867,0.692552474,0.60487562,0.592209329,
170,X275,0.635240235,0.621407,0.543632678,0.613109861,0.500022095,0.686401872,0.597389371,0.49663296,0.647212742,0.654173661,0.599522248,
171,X276,0.516498734,0.648203589,0.682284449,0.570799798,0.644683468,0.565210872,0.645038454,0.680782584,0.674452767,0.679881997,0.630783671,
172,X277,0.619364668,0.52195549,0.458720938,0.671686268,0.385222715,0.599696069,0.319825905,0.54243129,0.640450623,0.526630696,0.528598466,
173,X279,0.677420952,0.681000662,0.548642473,0.628555615,0.657740494,0.576978692,0.544231063,0.594426103,0.630824465,0.501159376,0.60409799,
174,X281,0.336489103,0.180337549,0.259143791,0.246428335,0.428269174,0.392098374,0.36663505,0.370770439,0.460763143,0.294317443,0.33352524,
175,X282,0.338074998,0.38949622,0.43441548,0.417543372,0.328425521,0.383655592,0.615223963,0.334014982,0.599321615,0.336508662,0.417668041,
176,X283,0.624715138,0.54374511,0.655829128,0.592907128,0.54812631,0.5157971,0.58690173,0.593733926,0.579520225,0.619922607,0.58611984,
177,X288,0.437829087,0.449451268,0.271725223,0.524262621,0.325218568,0.331383784,0.371391908,0.253683656,0.465381454,0.391966229,0.38222938,
178,X29,0.233239068,0.486147049,0.304830002,0.238258927,0.186832702,0.288873775,0.494303617,0.176325251,0.183239775,0.366778198,0.295882836,
179,X290,0.222181137,0.169462435,0.280399042,0.3864003,0.233648908,0.274082113,0.168473109,0.238362734,0.312568176,0.448736253,0.273431421,
180,X292,0.659943543,0.653751289,0.633899449,0.689803623,0.716976246,0.615612923,0.64873806,0.650297137,0.679253628,0.659569939,0.660784584,
181,X293,0.344487863,0.352321243,0.36648479,0.305997698,0.139022055,0.267773396,0.255532389,0.340659974,0.342458314,0.259071821,0.297380954,
182,X295,0.768953826,0.676735062,0.699582442,0.596903824,0.659330061,0.730260344,0.709591183,0.654784223,0.774965361,0.61296531,0.688407164,
183,X298,0.703397721,0.656197723,0.68152166,0.547748153,0.51258097,0.563332845,0.680271219,0.479081577,0.6596779,0.599053234,0.6082863,
184,X299,0.353674312,0.388078305,0.481709396,0.371889331,0.23689526,0.226821798,0.350030628,0.425956884,0.368328399,0.265361359,0.346874567,
185,X3,0.520087813,0.479264073,0.569025323,0.355757112,0.370831357,0.372293189,0.407315266,0.303450338,0.487750715,0.494444307,0.436021949,
186,X30,0.568362856,0.482164425,0.522897755,0.357598649,0.537297379,0.51567876,0.2921071,0.499435191,0.524758834,0.528103067,0.482840402,
187,X300,0.565072247,0.537578915,0.610932642,0.544914316,0.696034,0.69409939,0.613651632,0.458433476,0.596605193,0.531247237,0.584856905,
