"","Cp","AICc","GCV","BIC"
"1",-0.467161240517783,-0.544217572155766,-0.544217572155766,-0.450033117168381
"2",-0.456732326630628,-0.486221566733665,-0.486221566733665,-0.430098704356046
"3",-0.492866320855528,-0.647536469800735,-0.647536469800735,-0.462947578063822
