"","Cp","AICc","GCV","BIC"
"1",-0.687824581652879,-0.770260684951562,-0.780978416354064,-0.622490569451676
"2",-0.16777166497842,-0.1420424390448,-0.138507298678433,-0.187025534211177
"3",-0.125881184106579,-0.0959986413961025,-0.0928628613752225,-0.14817916261148
"4",-0.16777166497842,-0.1420424390448,-0.138507298678433,-0.187025534211177
