From	To
ENSG00000067141	4756
ENSG00000158717	115992
ENSG00000198553	283518
ENSG00000181192	55526
ENSG00000181191	64219
ENSG00000151490	5800
ENSG00000198554	11169
ENSG00000158715	85414
ENSG00000102043	55613
ENSG00000118197	83479
ENSG00000158716	54935
ENSG00000181195	5179
ENSG00000158714	56833
ENSG00000224557	3116
ENSG00000126549	6779
ENSG00000007237	8522
ENSG00000102048	140462
ENSG00000227507	4050
ENSG00000183648	4707
ENSG00000183647	348327
ENSG00000170848	5675
ENSG00000011465	1634
ENSG00000126545	1446
ENSG00000151468	83643
ENSG00000198546	118472
ENSG00000183668	5678
ENSG00000183665	55039
ENSG00000147905	84186
ENSG00000170881	11236
ENSG00000183666	728411
ENSG00000118181	6230
ENSG00000151465	8872
ENSG00000151466	132320
ENSG00000159433	57519
ENSG00000183662	407738
ENSG00000141971	93343
ENSG00000151461	26019
ENSG00000102054	5931
ENSG00000102053	340554
ENSG00000156711	5603
ENSG00000198542	9358
ENSG00000141977	117286
ENSG00000141968	7409
ENSG00000156709	9131
ENSG00000102055	80316
ENSG00000102057	3750
ENSG00000170876	79188
ENSG00000170871	9778
ENSG00000198535	145741
ENSG00000147912	26267
ENSG00000198538	7576
ENSG00000170873	9788
ENSG00000151475	83447
ENSG00000067167	23471
ENSG00000151474	55691
ENSG00000183671	2825
ENSG00000151470	132321
ENSG00000141965	55527
ENSG00000141959	5211
ENSG00000224531	221710
ENSG00000103111	22879
ENSG00000007216	9058
ENSG00000126524	51119
ENSG00000126522	435
ENSG00000171914	83660
ENSG00000125445	51081
ENSG00000171944	390054
ENSG00000125447	23163
ENSG00000125449	79637
ENSG00000103126	8312
ENSG00000170819	8419
ENSG00000085871	4258
ENSG00000118162	11133
ENSG00000158769	50848
ENSG00000103121	56942
ENSG00000040487	54896
ENSG00000141994	56931
ENSG00000171951	7857
ENSG00000118160	6543
ENSG00000181143	94025
ENSG00000170820	2492
ENSG00000171953	91647
ENSG00000182551	55256
ENSG00000152578	2893
ENSG00000158764	142683
ENSG00000182557	201305
ENSG00000125454	60386
ENSG00000171936	26532
ENSG00000125458	30833
ENSG00000170802	3344
ENSG00000170801	94031
ENSG00000125457	57409
ENSG00000102001	778
ENSG00000102003	6855
ENSG00000107317	5730
ENSG00000170807	442721
ENSG00000102007	5355
ENSG00000152580	285313
ENSG00000118156	84215
ENSG00000155659	11326
ENSG00000058729	55781
ENSG00000152582	79925
ENSG00000155657	7273
ENSG00000141985	6455
ENSG00000152583	8404
ENSG00000171942	26538
ENSG00000171940	7764
ENSG00000182566	339390
ENSG00000125450	79902
ENSG00000069248	55746
ENSG00000170835	1056
ENSG00000170832	84669
ENSG00000170837	2850
ENSG00000170836	8493
ENSG00000103148	8131
ENSG00000103145	54985
ENSG00000011478	54814
ENSG00000102010	660
ENSG00000158748	3362
ENSG00000067113	8611
ENSG00000158747	4681
ENSG00000181163	4869
ENSG00000155629	118788
ENSG00000041515	23026
ENSG00000182578	1436
ENSG00000152558	114908
ENSG00000171970	126295
ENSG00000155621	138241
ENSG00000182575	11248
ENSG00000152556	5213
ENSG00000171956	27023
ENSG00000011485	5536
ENSG00000125434	399512
ENSG00000171954	126410
ENSG00000125430	9953
ENSG00000170827	1057
ENSG00000006128	6863
ENSG00000118137	335
ENSG00000006125	163
ENSG00000102024	5358
ENSG00000000460	55732
ENSG00000103154	54550
ENSG00000155636	129831
ENSG00000103152	4350
ENSG00000181171	439941
ENSG00000102021	51213
ENSG00000171960	10465
ENSG00000182584	170487
ENSG00000182585	255324
ENSG00000171962	83450
ENSG00000182586	114042
ENSG00000006116	10368
ENSG00000103168	9013
ENSG00000012504	9971
ENSG00000006118	54972
ENSG00000125485	64794
ENSG00000171988	221037
ENSG00000171987	143501
ENSG00000171989	92483
ENSG00000125482	7270
ENSG00000003249	79007
ENSG00000171992	11346
ENSG00000181104	2149
ENSG00000125484	9329
ENSG00000103160	83693
ENSG00000182591	337880
ENSG00000197380	147906
ENSG00000158792	124044
ENSG00000184702	100526833
ENSG00000171984	149840
ENSG00000039123	23517
ENSG00000158793	4817
ENSG00000151413	80224
ENSG00000151414	140609
ENSG00000125492	56751
ENSG00000158796	9191
ENSG00000076321	27252
ENSG00000238243	343171
ENSG00000069206	8756
ENSG00000197381	104
ENSG00000118113	4317
ENSG00000103175	58189
ENSG00000197386	3064
ENSG00000197385	344787
ENSG00000103174	51172
ENSG00000232159	9366
ENSG00000123200	23091
ENSG00000039139	1767
ENSG00000184708	56478
ENSG00000123201	2974
ENSG00000076356	5362
ENSG00000077800	8468
ENSG00000155660	9601
ENSG00000181126	554223
ENSG00000125462	10485
ENSG00000156795	55093
ENSG00000158786	64600
ENSG00000197375	6584
ENSG00000103184	9717
ENSG00000155666	79831
ENSG00000197376	341568
ENSG00000103187	23406
ENSG00000076351	113235
ENSG00000197372	171392
ENSG00000123219	64105
ENSG00000265060	23614
ENSG00000103199	26048
ENSG00000123213	57486
ENSG00000184719	55328
ENSG00000152527	130271
ENSG00000158773	7391
ENSG00000181135	101928160
ENSG00000184724	337966
ENSG00000152520	255967
ENSG00000103197	7249
ENSG00000197364	645922
ENSG00000197363	340385
ENSG00000103196	83716
ENSG00000197362	136051
ENSG00000076344	8786
ENSG00000197361	283807
ENSG00000103194	9100
ENSG00000197465	2996
ENSG00000066056	7075
ENSG00000076242	4292
ENSG00000197461	5154
ENSG00000186889	200728
ENSG00000103091	79726
ENSG00000076248	7374
ENSG00000184743	25923
ENSG00000197467	1305
ENSG00000186881	138805
ENSG00000232125	391475
ENSG00000018699	55622
ENSG00000066044	1994
ENSG00000107263	2889
ENSG00000107262	573
ENSG00000056558	7185
ENSG00000118200	23271
ENSG00000184730	55911
ENSG00000184731	642273
ENSG00000076258	2329
ENSG00000197479	56125
ENSG00000184735	168400
ENSG00000186871	54821
ENSG00000123268	466
ENSG00000187918	390064
ENSG00000103089	79152
ENSG00000187955	7373
ENSG00000187957	92737
ENSG00000197442	4217
ENSG00000187954	50626
ENSG00000187953	441194
ENSG00000227487	100288346
ENSG00000197444	55753
ENSG00000187950	341350
ENSG00000197446	1572
ENSG00000197448	373156
ENSG00000187944	401027
ENSG00000186895	2248
ENSG00000107242	8395
ENSG00000187942	401944
ENSG00000186897	338761
ENSG00000197451	3182
ENSG00000186891	8784
ENSG00000197457	50861
ENSG00000123240	10133
ENSG00000184752	55967
ENSG00000227471	441282
ENSG00000232119	28985
ENSG00000123243	80760
ENSG00000107249	169792
ENSG00000056586	54542
ENSG00000184786	6991
ENSG00000197429	3652
ENSG00000184785	644538
ENSG00000197428	390038
ENSG00000182521	387332
ENSG00000184788	340562
ENSG00000184787	7327
ENSG00000085840	4998
ENSG00000006062	9020
ENSG00000058804	55706
ENSG00000155729	130535
ENSG00000182518	90736
ENSG00000125414	4620
ENSG00000182511	2242
ENSG00000196305	3376
ENSG00000184774	641515
ENSG00000006071	6833
ENSG00000182512	51218
ENSG00000197437	441933
ENSG00000069275	64710
ENSG00000197430	93377
ENSG00000152495	814
ENSG00000176009	56676
ENSG00000107223	8721
ENSG00000085832	2060
ENSG00000152492	152137
ENSG00000085831	22996
ENSG00000090924	64857
ENSG00000125409	64518
ENSG00000066084	57609
ENSG00000182508	340596
ENSG00000182504	79598
ENSG00000182541	3985
ENSG00000197403	128372
ENSG00000197405	728
ENSG00000182545	338879
ENSG00000182544	84975
ENSG00000176014	84617
ENSG00000197406	1735
ENSG00000006042	26022
ENSG00000187912	388512
ENSG00000155714	255762
ENSG00000152484	219333
ENSG00000187908	1755
ENSG00000006047	51087
ENSG00000123297	10102
ENSG00000176022	126792
ENSG00000182533	859
ENSG00000197416	646486
ENSG00000090905	27327
ENSG00000197415	79674
ENSG00000176024	79898
ENSG00000182534	439921
ENSG00000187902	729956
ENSG00000176029	56673
ENSG00000107201	23586
ENSG00000197410	54798
ENSG00000152475	116412
ENSG00000006059	3883
ENSG00000197408	1555
ENSG00000197409	8351
ENSG00000185869	374899
ENSG00000119729	23433
ENSG00000183607	200504
ENSG00000230062	100287718
ENSG00000183605	119559
ENSG00000126500	23769
ENSG00000119723	51004
ENSG00000018610	63932
ENSG00000198471	344892
ENSG00000233251	100129434
ENSG00000119720	55051
ENSG00000073331	80216
ENSG00000186803	3446
ENSG00000159409	11189
ENSG00000185873	132724
ENSG00000196338	54413
ENSG00000159403	715
ENSG00000185875	79896
ENSG00000198478	83699
ENSG00000196335	56164
ENSG00000176040	344805
ENSG00000090971	57106
ENSG00000198482	388558
ENSG00000196341	283159
ENSG00000198483	148741
ENSG00000007168	5048
ENSG00000185860	339512
ENSG00000176049	9832
ENSG00000198488	192134
ENSG00000176046	26471
ENSG00000185862	2124
ENSG00000124391	27189
ENSG00000196345	55888
ENSG00000196344	131
ENSG00000183625	1232
ENSG00000119707	58517
ENSG00000119705	81892
ENSG00000119703	79696
ENSG00000186815	53373
ENSG00000186818	11006
ENSG00000090932	10683
ENSG00000198455	158586
ENSG00000198453	374900
ENSG00000156804	114907
ENSG00000156802	29028
ENSG00000183631	100130613
ENSG00000124383	10199
ENSG00000176058	286262
ENSG00000073350	3993
ENSG00000124380	11017
ENSG00000004700	5965
ENSG00000185896	3916
ENSG00000183615	84734
ENSG00000183617	116541
ENSG00000119718	8892
ENSG00000124374	400961
ENSG00000119714	8111
ENSG00000119715	2103
ENSG00000119711	4329
ENSG00000239887	400793
ENSG00000198464	147657
ENSG00000057704	102465834
ENSG00000186814	100101467
ENSG00000198466	84914
ENSG00000185880	140691
ENSG00000186812	84307
ENSG00000140009	2100
ENSG00000186810	2833
ENSG00000140006	112840
ENSG00000124370	84693
ENSG00000055483	57602
ENSG00000185888	339501
ENSG00000196323	29068
ENSG00000062524	4058
ENSG00000151388	81792
ENSG00000198468	642946
ENSG00000196329	55340
ENSG00000183621	220929
ENSG00000198467	7169
ENSG00000183624	56941
ENSG00000186838	348303
ENSG00000185825	10134
ENSG00000062598	63916
ENSG00000004766	55610
ENSG00000176076	23630
ENSG00000196378	80778
ENSG00000119760	9913
ENSG00000196376	222553
ENSG00000186844	353131
ENSG00000186847	3861
ENSG00000196372	79754
ENSG00000119777	54867
ENSG00000187959	642843
ENSG00000186827	7293
ENSG00000119778	54454
ENSG00000176083	257101
ENSG00000124356	10617
ENSG00000124357	55577
ENSG00000185818	339983
ENSG00000004777	115703
ENSG00000004776	126393
ENSG00000185823	23742
ENSG00000185821	390326
ENSG00000176087	113829
ENSG00000196388	388324
ENSG00000187961	339451
ENSG00000196387	7699
ENSG00000119771	114818
ENSG00000119772	1788
ENSG00000004779	4706
ENSG00000186834	10614
ENSG00000062582	64951
ENSG00000196381	163115
ENSG00000187969	389874
ENSG00000233276	2876
ENSG00000230006	645784
ENSG00000157240	8321
ENSG00000124343	7499
ENSG00000176095	9807
ENSG00000176092	55057
ENSG00000187994	126432
ENSG00000196357	147929
ENSG00000107290	23064
ENSG00000196358	84628
ENSG00000186860	83902
ENSG00000007171	4843
ENSG00000198498	55319
ENSG00000186866	23275
ENSG00000007174	1770
ENSG00000198496	10230
ENSG00000186868	4137
ENSG00000066032	1496
ENSG00000187997	100141515
ENSG00000196352	1604
ENSG00000186862	79955
ENSG00000090975	57605
ENSG00000196353	131034
ENSG00000198492	51441
ENSG00000107295	6456
ENSG00000018625	477
ENSG00000124334	3581
ENSG00000185838	54584
ENSG00000124333	6845
ENSG00000196368	55190
ENSG00000187980	391013
ENSG00000107281	56654
ENSG00000157259	57798
ENSG00000107282	320
ENSG00000196367	8295
ENSG00000066027	5525
ENSG00000185842	127602
ENSG00000196361	1995
ENSG00000090989	55763
ENSG00000186854	105374836
ENSG00000187984	138649
ENSG00000196365	9361
ENSG00000196363	11091
ENSG00000187987	222696
ENSG00000151304	153443
ENSG00000157330	93190
ENSG00000196169	124602
ENSG00000159596	51249
ENSG00000156875	64645
ENSG00000156873	5261
ENSG00000156876	163786
ENSG00000183580	23194
ENSG00000196166	389649
ENSG00000119559	148223
ENSG00000007306	1087
ENSG00000159593	8883
ENSG00000159592	60313
ENSG00000118094	11181
ENSG00000159588	149483
ENSG00000196159	79633
ENSG00000156885	1339
ENSG00000183597	128989
ENSG00000156886	3681
ENSG00000157326	10901
ENSG00000196156	85290
ENSG00000196155	25894
ENSG00000196154	6275
ENSG00000118096	56912
ENSG00000196152	7633
ENSG00000196151	151525
ENSG00000119541	9525
ENSG00000196150	58500
ENSG00000231171	285501
ENSG00000067082	1316
ENSG00000119547	9480
ENSG00000124429	79983
ENSG00000011523	23177
ENSG00000124422	23326
ENSG00000151322	64067
ENSG00000198408	10724
ENSG00000147804	55630
ENSG00000183569	253190
ENSG00000140067	90050
ENSG00000183566	317716
ENSG00000157353	197258
ENSG00000151327	101927178
ENSG00000077782	2260
ENSG00000198400	4914
ENSG00000158806	10361
ENSG00000158805	92822
ENSG00000196182	83931
ENSG00000196184	26476
ENSG00000119574	84878
ENSG00000196187	9725
ENSG00000183560	390243
ENSG00000196189	64218
ENSG00000067057	5214
ENSG00000151320	9472
ENSG00000196188	1510
ENSG00000216490	10437
ENSG00000157350	6483
ENSG00000183559	399814
ENSG00000126698	22826
ENSG00000147813	93100
ENSG00000183576	84193
ENSG00000151332	51562
ENSG00000183578	388121
ENSG00000151338	145282
ENSG00000157343	221481
ENSG00000183579	84133
ENSG00000231192	26341
ENSG00000067064	3422
ENSG00000196172	148213
ENSG00000067066	6672
ENSG00000196171	81448
ENSG00000140057	122481
ENSG00000183570	54039
ENSG00000196177	36
ENSG00000040531	1497
ENSG00000084234	334
ENSG00000007312	974
ENSG00000007314	6329
ENSG00000124449	56269
ENSG00000124440	64344
ENSG00000158825	978
ENSG00000007341	54879
ENSG00000119599	26094
ENSG00000158828	102464833
ENSG00000119596	56252
ENSG00000159556	64843
ENSG00000151348	2132
ENSG00000140044	122953
ENSG00000198429	7620
ENSG00000156831	286053
ENSG00000196199	54737
ENSG00000151353	129787
ENSG00000158815	8822
ENSG00000158813	1896
ENSG00000067048	8653
ENSG00000118058	4297
ENSG00000196196	646962
ENSG00000158816	127731
ENSG00000198417	4494
ENSG00000140030	8477
ENSG00000170989	1901
ENSG00000183549	54988
ENSG00000224652	401109
ENSG00000084207	2950
ENSG00000011566	8491
ENSG00000198443	85285
ENSG00000156858	78994
ENSG00000151360	55821
ENSG00000198440	147949
ENSG00000151364	65987
ENSG00000156853	115509
ENSG00000151365	7069
ENSG00000183520	51118
ENSG00000159579	89970
ENSG00000140022	85439
ENSG00000126653	494335
ENSG00000034239	79645
ENSG00000140015	27133
ENSG00000198431	7296
ENSG00000156869	391059
ENSG00000007350	8277
ENSG00000057757	57095
ENSG00000151379	343930
ENSG00000183530	253143
ENSG00000151376	10873
ENSG00000157303	203328
ENSG00000198435	441478
ENSG00000156860	64319
ENSG00000183535	378832
ENSG00000183527	8624
ENSG00000170967	414301
ENSG00000170965	10761
ENSG00000055609	58508
ENSG00000124406	10396
ENSG00000103023	221191
ENSG00000103024	4832
ENSG00000170956	1084
ENSG00000170955	112464
ENSG00000170954	55786
ENSG00000170953	219858
ENSG00000011590	27033
ENSG00000152439	374928
ENSG00000077721	7319
ENSG00000170962	80310
ENSG00000158865	115584
ENSG00000152433	284306
ENSG00000158864	4720
ENSG00000170961	3037
ENSG00000158869	2207
ENSG00000155744	285172
ENSG00000152430	66037
ENSG00000197299	641
ENSG00000103021	29070
ENSG00000155749	130540
ENSG00000197296	128486
ENSG00000068120	80347
ENSG00000118017	51146
ENSG00000103037	79918
ENSG00000103034	65009
ENSG00000103035	5713
ENSG00000182459	400629
ENSG00000170946	120526
ENSG00000170949	90338
ENSG00000125551	5342
ENSG00000170948	85509
ENSG00000039068	999
ENSG00000158850	8703
ENSG00000077713	203427
ENSG00000182463	128553
ENSG00000170950	5232
ENSG00000152443	284309
ENSG00000155755	65062
ENSG00000155754	151254
ENSG00000158856	2039
ENSG00000158859	9507
ENSG00000068137	79990
ENSG00000181291	124842
ENSG00000085788	23259
ENSG00000197283	100847012
ENSG00000103005	79650
ENSG00000123307	58158
ENSG00000234438	390594
ENSG00000012660	60481
ENSG00000152454	10172
ENSG00000181264	219902
ENSG00000147889	1029
ENSG00000158887	4359
ENSG00000152455	79723
ENSG00000152457	64421
ENSG00000155761	200162
ENSG00000155760	8324
ENSG00000158882	100847090
ENSG00000118046	6794
ENSG00000147883	1030
ENSG00000147885	3449
ENSG00000170929	125963
ENSG00000103018	80777
ENSG00000170925	56156
ENSG00000170927	5314
ENSG00000170921	26115
ENSG00000170920	390883
ENSG00000003393	57679
ENSG00000170923	390882
ENSG00000152467	284312
ENSG00000158874	336
ENSG00000181274	23401
ENSG00000152465	9397
ENSG00000085760	4528
ENSG00000125571	27178
ENSG00000182446	55666
ENSG00000182447	131149
ENSG00000147894	203228
ENSG00000152463	55301
ENSG00000181273	390181
ENSG00000147896	56832
ENSG00000170915	85315
ENSG00000123329	64333
ENSG00000170917	11162
ENSG00000103067	102466194
ENSG00000006210	6376
ENSG00000103064	9057
ENSG00000056736	55540
ENSG00000197256	25959
ENSG00000181240	284427
ENSG00000182492	633
ENSG00000103066	23659
ENSG00000103061	84138
ENSG00000197251	401253
ENSG00000147862	4781
ENSG00000147869	9350
ENSG00000170903	84437
ENSG00000170906	4696
ENSG00000123338	3071
ENSG00000232263	100131902
ENSG00000170909	126014
ENSG00000232268	390037
ENSG00000197245	79927
ENSG00000058866	1608
ENSG00000147874	54801
ENSG00000197241	155184
ENSG00000147872	123
ENSG00000147873	3442
ENSG00000069345	10294
ENSG00000155792	64798
ENSG00000152404	143884
ENSG00000197249	5265
ENSG00000152402	2977
ENSG00000184602	8303
ENSG00000184601	400258
ENSG00000181218	92815
ENSG00000152409	133746
ENSG00000123342	4327
ENSG00000103047	79613
ENSG00000118007	10274
ENSG00000123349	5204
ENSG00000197272	246778
ENSG00000118004	78989
ENSG00000197273	2980
ENSG00000182472	147968
ENSG00000197275	25788
ENSG00000103042	55238
ENSG00000103043	55697
ENSG00000103044	3038
ENSG00000181220	155061
ENSG00000197279	7718
ENSG00000181222	5430
ENSG00000152413	9456
ENSG00000182473	23265
ENSG00000123358	3164
ENSG00000140090	123041
ENSG00000123352	65244
ENSG00000140092	10516
ENSG00000123353	29095
ENSG00000103056	55512
ENSG00000076201	25930
ENSG00000103051	25839
ENSG00000197261	135398
ENSG00000069329	55737
ENSG00000147854	115426
ENSG00000147852	7436
ENSG00000197265	2961
ENSG00000147853	50808
ENSG00000140093	51156
ENSG00000152422	7518
ENSG00000182489	402415
ENSG00000181234	92293
ENSG00000197323	51592
ENSG00000197324	26020
ENSG00000184647	203074
ENSG00000184640	10801
ENSG00000197329	57162
ENSG00000181215	389197
ENSG00000107130	23413
ENSG00000197321	6840
ENSG00000123374	1017
ENSG00000184635	81931
ENSG00000123360	5153
ENSG00000184634	9968
ENSG00000062485	1431
ENSG00000234492	285456
ENSG00000123364	3229
ENSG00000197345	219927
ENSG00000197343	79027
ENSG00000155816	56776
ENSG00000107159	768
ENSG00000123395	60673
ENSG00000042781	7399
ENSG00000227372	57212
ENSG00000184613	4753
ENSG00000184611	90134
ENSG00000186994	256949
ENSG00000197355	91373
ENSG00000107140	7016
ENSG00000197353	137797
ENSG00000107147	57582
ENSG00000186998	129080
ENSG00000232258	283953
ENSG00000239900	158
ENSG00000123384	4035
ENSG00000123388	3227
ENSG00000155833	1539
ENSG00000085741	7481
ENSG00000125510	4987
ENSG00000131914	79727
ENSG00000234444	728927
ENSG00000085733	2017
ENSG00000184672	138046
ENSG00000131931	55145
ENSG00000155827	56254
ENSG00000184678	8349
ENSG00000184677	9923
ENSG00000227392	100128675
ENSG00000184675	139285
ENSG00000152359	134359
ENSG00000182405	161779
ENSG00000125503	54776
ENSG00000125505	79143
ENSG00000125508	6725
ENSG00000152380	167555
ENSG00000184661	157313
ENSG00000185792	338321
ENSG00000155858	134353
ENSG00000152382	117143
ENSG00000085721	54700
ENSG00000185798	348793
ENSG00000182400	122553
ENSG00000197302	107983990
ENSG00000155850	1836
ENSG00000125534	79144
ENSG00000125533	128408
ENSG00000125531	79025
ENSG00000125538	3553
ENSG00000085719	8895
ENSG00000131910	8431
ENSG00000184650	146852
ENSG00000155846	133522
ENSG00000006194	10127
ENSG00000155849	9844
ENSG00000185787	10933
ENSG00000069399	102465879
ENSG00000197312	84301
ENSG00000152377	6695
ENSG00000125522	2832
ENSG00000125520	56731
ENSG00000107105	1993
ENSG00000107104	23189
ENSG00000004809	85413
ENSG00000126603	84662
ENSG00000183508	54855
ENSG00000126602	10131
ENSG00000185774	80333
ENSG00000183513	493753
ENSG00000198336	4635
ENSG00000186943	138802
ENSG00000198331	219844
ENSG00000156925	7547
ENSG00000007255	79090
ENSG00000156920	139378
ENSG00000151276	9223
ENSG00000131966	55860
ENSG00000131969	145447
ENSG00000186925	337973
ENSG00000224609	729467
ENSG00000124496	55809
ENSG00000124491	2162
ENSG00000124493	2914
ENSG00000196208	9687
ENSG00000198346	126017
ENSG00000124490	7180
ENSG00000185761	339366
ENSG00000198342	79973
ENSG00000185760	56479
ENSG00000159516	6706
ENSG00000186930	337967
ENSG00000007264	4145
ENSG00000131979	2643
ENSG00000004838	51364
ENSG00000186919	353174
ENSG00000186918	55893
ENSG00000119608	283571
ENSG00000196209	284759
ENSG00000196218	6261
ENSG00000185753	159013
ENSG00000196214	90321
ENSG00000131944	91442
ENSG00000131943	83636
ENSG00000004846	340273
ENSG00000159527	114771
ENSG00000151292	1456
ENSG00000198356	439
ENSG00000131941	85415
ENSG00000198355	415116
ENSG00000198354	340578
ENSG00000004848	170302
ENSG00000186924	337979
ENSG00000198353	3221
ENSG00000156928	115416
ENSG00000119614	338917
ENSG00000119616	51077
ENSG00000186908	23390
ENSG00000186907	349667
ENSG00000185739	6345
ENSG00000185737	10718
ENSG00000198369	200734
ENSG00000185742	399947
ENSG00000184697	9074
ENSG00000196228	442038
ENSG00000196227	63939
ENSG00000184698	390059
ENSG00000185745	3434
ENSG00000196224	387266
ENSG00000151287	93081
ENSG00000156931	23355
ENSG00000140107	283600
ENSG00000198363	444
ENSG00000196220	9901
ENSG00000140105	7453
ENSG00000186912	5030
ENSG00000140104	122616
ENSG00000186910	256394
ENSG00000073464	1183
ENSG00000124469	1088
ENSG00000124466	27076
ENSG00000124467	440533
ENSG00000185728	253943
ENSG00000011600	7305
ENSG00000018510	8540
ENSG00000198373	11060
ENSG00000107175	10488
ENSG00000196230	203068
ENSG00000196233	26148
ENSG00000186980	337963
ENSG00000196235	6829
ENSG00000196236	63929
ENSG00000157368	146433
ENSG00000185736	105
ENSG00000004864	10165
ENSG00000185730	79943
ENSG00000004866	102466616
ENSG00000119638	91754
ENSG00000198380	2673
ENSG00000124459	7596
ENSG00000119630	5228
ENSG00000196240	401992
ENSG00000186977	337972
ENSG00000186976	64800
ENSG00000119632	83982
ENSG00000198382	7405
ENSG00000186973	440585
ENSG00000107164	8939
ENSG00000107165	7306
ENSG00000196242	81472
ENSG00000157379	115817
ENSG00000186971	284827
ENSG00000196247	51427
ENSG00000196248	219873
ENSG00000186970	254950
ENSG00000185722	51479
ENSG00000185721	4733
ENSG00000124486	8239
ENSG00000198390	140258
ENSG00000198393	7574
ENSG00000198399	50618
ENSG00000186965	337969
ENSG00000042753	1175
ENSG00000119640	97
ENSG00000186967	337971
ENSG00000198398	131920
ENSG00000157388	776
ENSG00000131981	3958
ENSG00000124479	4693
ENSG00000119655	100616211
ENSG00000073417	5151
ENSG00000107185	9827
ENSG00000186952	642987
ENSG00000196266	441911
ENSG00000196263	57573
ENSG00000107186	8777
ENSG00000186951	5465
ENSG00000119650	112752
ENSG00000107187	8022
ENSG00000196262	5478
ENSG00000196260	389376
ENSG00000157399	415
ENSG00000228980	401082
ENSG00000004897	996
ENSG00000196268	284443
ENSG00000186166	338657
ENSG00000198715	112770
ENSG00000197147	23507
ENSG00000183496	84206
ENSG00000156587	9246
ENSG00000186162	152302
ENSG00000186163	207147
ENSG00000197142	51703
ENSG00000176754	284573
ENSG00000130733	78992
ENSG00000130734	84971
ENSG00000197140	203102
ENSG00000183495	57634
ENSG00000130731	84326
ENSG00000133884	5977
ENSG00000130726	10155
ENSG00000186160	199974
ENSG00000184937	7490
ENSG00000198707	80184
ENSG00000183486	4600
ENSG00000156575	10394
ENSG00000147724	51059
ENSG00000184933	8590
ENSG00000198721	10455
ENSG00000186153	51741
ENSG00000198723	374877
ENSG00000186150	164153
ENSG00000156574	4838
ENSG00000198722	10497
ENSG00000150076	79741
ENSG00000197150	11194
ENSG00000224383	92340
ENSG00000141316	124912
ENSG00000197153	8356
ENSG00000176769	256536
ENSG00000130741	1968
ENSG00000133895	4221
ENSG00000141314	162494
ENSG00000183484	29933
ENSG00000197157	27044
ENSG00000184924	391356
ENSG00000198718	23116
ENSG00000198719	28514
ENSG00000184925	286256
ENSG00000176774	286514
ENSG00000079931	26002
ENSG00000186184	51082
ENSG00000186185	146909
ENSG00000176771	344148
ENSG00000186187	84937
ENSG00000186188	338557
ENSG00000197128	400720
ENSG00000148803	282969
ENSG00000156564	57497
ENSG00000197125	26493
ENSG00000076108	11176
ENSG00000197123	168417
ENSG00000197124	91120
ENSG00000130751	4861
ENSG00000197121	80055
ENSG00000197122	6714
ENSG00000130758	4294
ENSG00000130755	9535
ENSG00000102225	5127
ENSG00000006327	51330
ENSG00000130749	23211
ENSG00000234962	282980
ENSG00000102226	8237
ENSG00000130748	54958
ENSG00000102221	9767
ENSG00000184956	4588
ENSG00000186174	283149
ENSG00000176783	80230
ENSG00000198700	55705
ENSG00000197136	399909
ENSG00000198704	257202
ENSG00000130762	27237
ENSG00000150051	283078
ENSG00000130764	57470
ENSG00000197134	113835
ENSG00000150054	143098
ENSG00000176787	119678
ENSG00000130766	83667
ENSG00000130768	27293
ENSG00000141337	22901
ENSG00000176788	10409
ENSG00000141338	10351
ENSG00000007866	7005
ENSG00000113013	3313
ENSG00000184949	646851
ENSG00000102218	6102
ENSG00000130779	6249
ENSG00000079950	8417
ENSG00000197183	140688
ENSG00000176715	197322
ENSG00000130775	9473
ENSG00000102241	27336
ENSG00000130772	54797
ENSG00000184900	6612
ENSG00000130770	93974
	
