"","drugs.i.","a"
"3","X1",0.185611042369839
"4","X1001",0.385166529243586
"5","X1003",0.575930895545644
"6","X1004",0.61410889525213
"7","X1005",0.556197236956802
"8","X1006",0.527265544060796
"9","X1007",0.201794266838482
"10","X1008",0.227752760758064
"11","X1009",0.281729206962184
"12","X1010",0.302114634982058
"13","X1011",0.349569365353177
"14","X1012",0.702183968549826
"15","X1013",0.406901953541612
"16","X1014",0.336864929977012
"17","X1015",0.345107237002775
"18","X1016",0.524531835649371
"19","X1017",0.557560379182159
"20","X1018",0.495220098485316
"21","X1019",0.659382744724937
"22","X1020",0.535834551832232
"23","X1021",0.537431532813458
"24","X1022",0.56685749986395
"25","X1023",0.242108181642272
"26","X1024",0.690397130322736
"27","X1025",0.485897587128371
"28","X1026",0.134964618360516
"29","X1028",0.395575133840847
"30","X1029",0.236491497494502
"31","X1030",0.473006879283092
"32","X1031",0.289888966012159
"33","X1032",0.176697876047073
"34","X1033",0.558854536778319
"35","X1036",0.424107926960846
"36","X1037",0.589613156731755
"37","X1038",0.622350443962652
"38","X1039",0.365293902997872
"39","X104",0.491790764051698
"40","X1042",0.134088363014885
"41","X1043",0.498102182351908
"42","X1046",0.411649189159288
"43","X1047",0.377818031526304
"44","X1049",0.294149801690229
"45","X1050",0.559298194166475
"46","X1052",0.451154403415169
"47","X1053",0.282758620860188
"48","X1054",0.474559882775829
"49","X1057",0.413240247443275
"50","X1058",0.249301629522405
"51","X1059",0.53018081200169
"52","X106",0.277126393705706
"53","X1060",-0.118185642287743
"54","X1061",0.243730566217268
"55","X1062",0.421531121750177
"56","X1066",0.177547506050277
"57","X1067",0.365443347148751
"58","X1069",0.365320385877601
"59","X1072",0.0984841389908721
"60","X1091",0.198436446416478
"61","X11",0.808473099920783
"62","X110",0.599391627753221
"63","X111",-0.00389167231996219
"64","X1114",0.109703179222509
"65","X1129",0.14867316585428
"66","X1133",0.434477701045045
"67","X1142",0.42985148221631
"68","X1143",0.116626671961431
